state,county_name,candidate,party,mode,votes,Total Votes
Nevada,nye,"HECK, JOE",Republican,total,11608,19356
Nevada,nye,"JONES, TOM",Independent american,total,747,19356
Nevada,nye,"CORTEZ MASTO, CATHERINE",Democratic,total,5252,19356
Nevada,nye,"SAWYER, THOMAS TOM",None,total,390,19356
Nevada,nye,"WILLIAMS, JARROD M.",None,total,182,19356
Nevada,pershing,None Of These Candidates,Other,total,77,1972
Nevada,pershing,"GUMINA, TONY",None,total,19,1972
Nevada,pershing,"HECK, JOE",Republican,total,1286,1972
Nevada,pershing,"JONES, TOM",Independent american,total,67,1972
Nevada,pershing,"CORTEZ MASTO, CATHERINE",Democratic,total,466,1972
Nevada,pershing,"SAWYER, THOMAS TOM",None,total,45,1972
Nevada,pershing,"WILLIAMS, JARROD M.",None,total,12,1972
Nevada,storey,None Of These Candidates,Other,total,83,2542
Nevada,storey,"GUMINA, TONY",None,total,19,2542
Nevada,storey,"HECK, JOE",Republican,total,1550,2542
Nevada,storey,"JONES, TOM",Independent american,total,58,2542
Nevada,storey,"CORTEZ MASTO, CATHERINE",Democratic,total,791,2542
Nevada,storey,"SAWYER, THOMAS TOM",None,total,34,2542
Nevada,storey,"WILLIAMS, JARROD M.",None,total,7,2542
Nevada,washoe,None Of These Candidates,Other,total,7060,207783
Nevada,washoe,"GUMINA, TONY",None,total,1506,207783
Nevada,washoe,"HECK, JOE",Republican,total,97322,207783
Nevada,washoe,"JONES, TOM",Independent american,total,2552,207783
Nevada,washoe,"CORTEZ MASTO, CATHERINE",Democratic,total,95694,207783
Nevada,washoe,"SAWYER, THOMAS TOM",None,total,2451,207783
Nevada,washoe,"WILLIAMS, JARROD M.",None,total,1198,207783
Nevada,white pine,None Of These Candidates,Other,total,168,3747
Nevada,white pine,"GUMINA, TONY",None,total,29,3747
Nevada,white pine,"HECK, JOE",Republican,total,2589,3747
Nevada,white pine,"JONES, TOM",Independent american,total,107,3747
Nevada,white pine,"CORTEZ MASTO, CATHERINE",Democratic,total,723,3747
Nevada,white pine,"SAWYER, THOMAS TOM",None,total,94,3747
Nevada,white pine,"WILLIAMS, JARROD M.",None,total,37,3747
New Hampshire,franklin,Kelly Ayotte,Republican,total,1882,3810
New Hampshire,franklin,Chabot,Libertarian,total,75,3810
New Hampshire,franklin,Day,Independent,total,136,3810
New Hampshire,franklin,Maggie Hassan,Democratic,total,1706,3810
New Hampshire,franklin,Scatter,Other,total,11,3810
New Hampshire,manchester,Kelly Ayotte,Republican,total,21856,49442
New Hampshire,manchester,Chabot,Libertarian,total,961,49442
New Hampshire,manchester,Day,Independent,total,1428,49442
New Hampshire,manchester,Maggie Hassan,Democratic,total,25148,49442
New Hampshire,manchester,Scatter,Other,total,49,49442
New Hampshire,lebanon,Kelly Ayotte,Republican,total,2176,7227
New Hampshire,lebanon,Chabot,Libertarian,total,105,7227
New Hampshire,lebanon,Day,Independent,total,144,7227
New Hampshire,lebanon,Maggie Hassan,Democratic,total,4801,7227
New Hampshire,lebanon,Scatter,Other,total,1,7227
New Hampshire,rochester,Kelly Ayotte,Republican,total,7236,15028
New Hampshire,rochester,Chabot,Libertarian,total,332,15028
New Hampshire,rochester,Day,Independent,total,523,15028
New Hampshire,rochester,Maggie Hassan,Democratic,total,6926,15028
New Hampshire,rochester,Scatter,Other,total,11,15028
New Hampshire,concord,Kelly Ayotte,Republican,total,8168,22188
New Hampshire,concord,Chabot,Libertarian,total,309,22188
New Hampshire,concord,Day,Independent,total,423,22188
New Hampshire,concord,Maggie Hassan,Democratic,total,13271,22188
New Hampshire,concord,Scatter,Other,total,17,22188
New Hampshire,dover,Kelly Ayotte,Republican,total,6544,17312
New Hampshire,dover,Chabot,Libertarian,total,295,17312
New Hampshire,dover,Day,Independent,total,356,17312
New Hampshire,dover,Maggie Hassan,Democratic,total,10101,17312
New Hampshire,dover,Scatter,Other,total,16,17312
New Hampshire,laconia,Kelly Ayotte,Republican,total,4070,8097
New Hampshire,laconia,Chabot,Libertarian,total,112,8097
New Hampshire,laconia,Day,Independent,total,212,8097
New Hampshire,laconia,Maggie Hassan,Democratic,total,3690,8097
New Hampshire,laconia,Scatter,Other,total,13,8097
New Hampshire,keene,Kelly Ayotte,Republican,total,3894,12518
New Hampshire,keene,Chabot,Libertarian,total,226,12518
New Hampshire,keene,Day,Independent,total,288,12518
New Hampshire,keene,Maggie Hassan,Democratic,total,8100,12518
New Hampshire,keene,Scatter,Other,total,10,12518
New Hampshire,nashua,Kelly Ayotte,Republican,total,18694,42593
New Hampshire,nashua,Chabot,Libertarian,total,783,42593
New Hampshire,nashua,Day,Independent,total,1036,42593
New Hampshire,nashua,Maggie Hassan,Democratic,total,22050,42593
New Hampshire,nashua,Scatter,Other,total,30,42593
New Hampshire,portsmouth,Kelly Ayotte,Republican,total,4331,13284
New Hampshire,portsmouth,Chabot,Libertarian,total,183,13284
New Hampshire,portsmouth,Day,Independent,total,200,13284
New Hampshire,portsmouth,Maggie Hassan,Democratic,total,8557,13284
New Hampshire,portsmouth,Scatter,Other,total,13,13284
New Hampshire,somersworth,Kelly Ayotte,Republican,total,2258,5348
New Hampshire,somersworth,Chabot,Libertarian,total,124,5348
New Hampshire,somersworth,Day,Independent,total,145,5348
New Hampshire,somersworth,Maggie Hassan,Democratic,total,2818,5348
New Hampshire,somersworth,Scatter,Other,total,3,5348
New Hampshire,claremont,Kelly Ayotte,Republican,total,2508,5581
New Hampshire,claremont,Chabot,Libertarian,total,130,5581
New Hampshire,claremont,Day,Independent,total,198,5581
New Hampshire,claremont,Maggie Hassan,Democratic,total,2734,5581
New Hampshire,claremont,Scatter,Other,total,11,5581
New Hampshire,belmont,Kelly Ayotte,Republican,total,2008,3690
New Hampshire,belmont,Chabot,Libertarian,total,69,3690
New Hampshire,belmont,Day,Independent,total,106,3690
New Hampshire,belmont,Maggie Hassan,Democratic,total,1503,3690
New Hampshire,belmont,Scatter,Other,total,4,3690
New Hampshire,alton,Kelly Ayotte,Republican,total,2204,3514
New Hampshire,alton,Chabot,Libertarian,total,49,3514
New Hampshire,alton,Day,Independent,total,69,3514
New Hampshire,alton,Maggie Hassan,Democratic,total,1192,3514
New Hampshire,gilmanton,Kelly Ayotte,Republican,total,1241,2261
New Hampshire,gilmanton,Chabot,Libertarian,total,44,2261
New Hampshire,gilmanton,Day,Independent,total,76,2261
New Hampshire,gilmanton,Maggie Hassan,Democratic,total,898,2261
New Hampshire,gilmanton,Scatter,Other,total,2,2261
New Hampshire,gilford,Kelly Ayotte,Republican,total,2497,4700
New Hampshire,gilford,Chabot,Libertarian,total,53,4700
New Hampshire,gilford,Day,Independent,total,83,4700
New Hampshire,gilford,Maggie Hassan,Democratic,total,2065,4700
New Hampshire,gilford,Scatter,Other,total,2,4700
New Hampshire,meredith,Kelly Ayotte,Republican,total,2232,4107
New Hampshire,meredith,Chabot,Libertarian,total,51,4107
New Hampshire,meredith,Day,Independent,total,63,4107
New Hampshire,meredith,Maggie Hassan,Democratic,total,1761,4107
New Hampshire,barnstead,Kelly Ayotte,Republican,total,1454,2601
New Hampshire,barnstead,Chabot,Libertarian,total,52,2601
New Hampshire,barnstead,Day,Independent,total,62,2601
New Hampshire,barnstead,Maggie Hassan,Democratic,total,1033,2601
New Hampshire,center harbor,Kelly Ayotte,Republican,total,367,724
New Hampshire,center harbor,Chabot,Libertarian,total,15,724
New Hampshire,center harbor,Day,Independent,total,12,724
New Hampshire,center harbor,Maggie Hassan,Democratic,total,328,724
New Hampshire,center harbor,Scatter,Other,total,2,724
New Hampshire,new hampton,Kelly Ayotte,Republican,total,741,1362
New Hampshire,new hampton,Chabot,Libertarian,total,27,1362
New Hampshire,new hampton,Day,Independent,total,32,1362
New Hampshire,new hampton,Maggie Hassan,Democratic,total,561,1362
New Hampshire,new hampton,Scatter,Other,total,1,1362
New Hampshire,sanbornton,Kelly Ayotte,Republican,total,995,1920
New Hampshire,sanbornton,Chabot,Libertarian,total,33,1920
New Hampshire,sanbornton,Day,Independent,total,52,1920
New Hampshire,sanbornton,Maggie Hassan,Democratic,total,840,1920
New Hampshire,tilton,Kelly Ayotte,Republican,total,901,1860
New Hampshire,tilton,Chabot,Libertarian,total,31,1860
New Hampshire,tilton,Day,Independent,total,53,1860
New Hampshire,tilton,Maggie Hassan,Democratic,total,872,1860
New Hampshire,tilton,Scatter,Other,total,3,1860
New Hampshire,jackson,Kelly Ayotte,Republican,total,257,689
New Hampshire,jackson,Chabot,Libertarian,total,5,689
New Hampshire,jackson,Day,Independent,total,8,689
New Hampshire,jackson,Maggie Hassan,Democratic,total,418,689
New Hampshire,jackson,Scatter,Other,total,1,689
New Hampshire,madison,Kelly Ayotte,Republican,total,689,1479
New Hampshire,madison,Chabot,Libertarian,total,19,1479
New Hampshire,madison,Day,Independent,total,22,1479
New Hampshire,madison,Maggie Hassan,Democratic,total,749,1479
New Hampshire,brookfield,Kelly Ayotte,Republican,total,261,450
New Hampshire,brookfield,Chabot,Libertarian,total,8,450
New Hampshire,brookfield,Day,Independent,total,8,450
New Hampshire,brookfield,Maggie Hassan,Democratic,total,173,450
New Hampshire,effingham,Kelly Ayotte,Republican,total,430,850
New Hampshire,effingham,Chabot,Libertarian,total,16,850
New Hampshire,effingham,Day,Independent,total,52,850
New Hampshire,effingham,Maggie Hassan,Democratic,total,352,850
New Hampshire,chatham,Kelly Ayotte,Republican,total,107,205
New Hampshire,chatham,Chabot,Libertarian,total,7,205
New Hampshire,chatham,Day,Independent,total,9,205
New Hampshire,chatham,Maggie Hassan,Democratic,total,82,205
New Hampshire,sandwich,Kelly Ayotte,Republican,total,409,1011
New Hampshire,sandwich,Chabot,Libertarian,total,4,1011
New Hampshire,sandwich,Day,Independent,total,6,1011
New Hampshire,sandwich,Maggie Hassan,Democratic,total,591,1011
New Hampshire,sandwich,Scatter,Other,total,1,1011
New Hampshire,wakefield,Kelly Ayotte,Republican,total,1622,2745
New Hampshire,wakefield,Chabot,Libertarian,total,47,2745
New Hampshire,wakefield,Day,Independent,total,100,2745
New Hampshire,wakefield,Maggie Hassan,Democratic,total,973,2745
New Hampshire,wakefield,Scatter,Other,total,3,2745
New Hampshire,conway,Kelly Ayotte,Republican,total,2235,5197
New Hampshire,conway,Chabot,Libertarian,total,80,5197
New Hampshire,conway,Day,Independent,total,135,5197
New Hampshire,conway,Maggie Hassan,Democratic,total,2747,5197
New Hampshire,albany,Kelly Ayotte,Republican,total,174,403
New Hampshire,albany,Chabot,Libertarian,total,6,403
New Hampshire,albany,Day,Independent,total,11,403
New Hampshire,albany,Maggie Hassan,Democratic,total,212,403
New Hampshire,bartlett,Kelly Ayotte,Republican,total,809,1934
New Hampshire,bartlett,Chabot,Libertarian,total,19,1934
New Hampshire,bartlett,Day,Independent,total,24,1934
New Hampshire,bartlett,Maggie Hassan,Democratic,total,1082,1934
New Hampshire,eaton,Kelly Ayotte,Republican,total,130,290
New Hampshire,eaton,Chabot,Libertarian,total,1,290
New Hampshire,eaton,Day,Independent,total,4,290
New Hampshire,eaton,Maggie Hassan,Democratic,total,155,290
New Hampshire,freedom,Kelly Ayotte,Republican,total,484,945
New Hampshire,freedom,Chabot,Libertarian,total,9,945
New Hampshire,freedom,Day,Independent,total,14,945
New Hampshire,freedom,Maggie Hassan,Democratic,total,438,945
New Hampshire,hale's location,Kelly Ayotte,Republican,total,94,122
New Hampshire,hale's location,Maggie Hassan,Democratic,total,28,122
New Hampshire,hart's location,Kelly Ayotte,Republican,total,17,39
New Hampshire,hart's location,Day,Independent,total,1,39
New Hampshire,hart's location,Maggie Hassan,Democratic,total,21,39
New Hampshire,moultonborough,Kelly Ayotte,Republican,total,1948,3211
New Hampshire,moultonborough,Chabot,Libertarian,total,35,3211
New Hampshire,moultonborough,Day,Independent,total,44,3211
New Hampshire,moultonborough,Maggie Hassan,Democratic,total,1181,3211
New Hampshire,moultonborough,Scatter,Other,total,3,3211
New Hampshire,ossipee,Kelly Ayotte,Republican,total,1199,2191
New Hampshire,ossipee,Chabot,Libertarian,total,37,2191
New Hampshire,ossipee,Day,Independent,total,60,2191
New Hampshire,ossipee,Maggie Hassan,Democratic,total,891,2191
New Hampshire,ossipee,Scatter,Other,total,4,2191
New Hampshire,tamworth,Kelly Ayotte,Republican,total,707,1606
New Hampshire,tamworth,Chabot,Libertarian,total,38,1606
New Hampshire,tamworth,Day,Independent,total,56,1606
New Hampshire,tamworth,Maggie Hassan,Democratic,total,805,1606
New Hampshire,tuftonboro,Kelly Ayotte,Republican,total,958,1668
New Hampshire,tuftonboro,Chabot,Libertarian,total,14,1668
New Hampshire,tuftonboro,Day,Independent,total,24,1668
New Hampshire,tuftonboro,Maggie Hassan,Democratic,total,671,1668
New Hampshire,tuftonboro,Scatter,Other,total,1,1668
New Hampshire,wolfeboro,Kelly Ayotte,Republican,total,2308,4313
New Hampshire,wolfeboro,Chabot,Libertarian,total,49,4313
New Hampshire,wolfeboro,Day,Independent,total,91,4313
New Hampshire,wolfeboro,Maggie Hassan,Democratic,total,1862,4313
New Hampshire,wolfeboro,Scatter,Other,total,3,4313
New Hampshire,hinsdale,Kelly Ayotte,Republican,total,670,1743
New Hampshire,hinsdale,Chabot,Libertarian,total,41,1743
New Hampshire,hinsdale,Day,Independent,total,57,1743
New Hampshire,hinsdale,Maggie Hassan,Democratic,total,974,1743
New Hampshire,hinsdale,Scatter,Other,total,1,1743
New Hampshire,roxbury,Kelly Ayotte,Republican,total,55,136
New Hampshire,roxbury,Chabot,Libertarian,total,2,136
New Hampshire,roxbury,Day,Independent,total,4,136
New Hampshire,roxbury,Maggie Hassan,Democratic,total,75,136
New Hampshire,marlborough,Kelly Ayotte,Republican,total,407,1175
New Hampshire,marlborough,Chabot,Libertarian,total,14,1175
New Hampshire,marlborough,Day,Independent,total,22,1175
New Hampshire,marlborough,Maggie Hassan,Democratic,total,732,1175
New Hampshire,winchester,Kelly Ayotte,Republican,total,723,1769
New Hampshire,winchester,Chabot,Libertarian,total,59,1769
New Hampshire,winchester,Day,Independent,total,95,1769
New Hampshire,winchester,Maggie Hassan,Democratic,total,892,1769
New Hampshire,richmond,Kelly Ayotte,Republican,total,341,667
New Hampshire,richmond,Chabot,Libertarian,total,27,667
New Hampshire,richmond,Day,Independent,total,16,667
New Hampshire,richmond,Maggie Hassan,Democratic,total,279,667
New Hampshire,richmond,Scatter,Other,total,4,667
New Hampshire,sullivan,Kelly Ayotte,Republican,total,180,404
New Hampshire,sullivan,Chabot,Libertarian,total,9,404
New Hampshire,sullivan,Day,Independent,total,5,404
New Hampshire,sullivan,Maggie Hassan,Democratic,total,210,404
New Hampshire,nelson,Kelly Ayotte,Republican,total,156,436
New Hampshire,nelson,Chabot,Libertarian,total,5,436
New Hampshire,nelson,Day,Independent,total,5,436
New Hampshire,nelson,Maggie Hassan,Democratic,total,270,436
New Hampshire,walpole,Kelly Ayotte,Republican,total,800,2118
New Hampshire,walpole,Chabot,Libertarian,total,46,2118
New Hampshire,walpole,Day,Independent,total,49,2118
New Hampshire,walpole,Maggie Hassan,Democratic,total,1223,2118
New Hampshire,chesterfield,Kelly Ayotte,Republican,total,932,2186
New Hampshire,chesterfield,Chabot,Libertarian,total,26,2186
New Hampshire,chesterfield,Day,Independent,total,40,2186
New Hampshire,chesterfield,Maggie Hassan,Democratic,total,1188,2186
New Hampshire,stoddard,Kelly Ayotte,Republican,total,374,765
New Hampshire,stoddard,Chabot,Libertarian,total,11,765
New Hampshire,stoddard,Day,Independent,total,21,765
New Hampshire,stoddard,Maggie Hassan,Democratic,total,359,765
New Hampshire,westmoreland,Kelly Ayotte,Republican,total,428,1018
New Hampshire,westmoreland,Chabot,Libertarian,total,17,1018
New Hampshire,westmoreland,Day,Independent,total,25,1018
New Hampshire,westmoreland,Maggie Hassan,Democratic,total,548,1018
New Hampshire,alstead,Kelly Ayotte,Republican,total,450,1042
New Hampshire,alstead,Chabot,Libertarian,total,9,1042
New Hampshire,alstead,Day,Independent,total,21,1042
New Hampshire,alstead,Maggie Hassan,Democratic,total,562,1042
New Hampshire,dublin,Kelly Ayotte,Republican,total,417,1046
New Hampshire,dublin,Chabot,Libertarian,total,15,1046
New Hampshire,dublin,Day,Independent,total,20,1046
New Hampshire,dublin,Maggie Hassan,Democratic,total,593,1046
New Hampshire,dublin,Scatter,Other,total,1,1046
New Hampshire,fitzwilliam,Kelly Ayotte,Republican,total,599,1265
New Hampshire,fitzwilliam,Chabot,Libertarian,total,29,1265
New Hampshire,fitzwilliam,Day,Independent,total,41,1265
New Hampshire,fitzwilliam,Maggie Hassan,Democratic,total,593,1265
New Hampshire,fitzwilliam,Scatter,Other,total,3,1265
New Hampshire,gilsum,Kelly Ayotte,Republican,total,199,444
New Hampshire,gilsum,Chabot,Libertarian,total,8,444
New Hampshire,gilsum,Day,Independent,total,12,444
New Hampshire,gilsum,Maggie Hassan,Democratic,total,225,444
New Hampshire,harrisville,Kelly Ayotte,Republican,total,213,694
New Hampshire,harrisville,Chabot,Libertarian,total,10,694
New Hampshire,harrisville,Day,Independent,total,17,694
New Hampshire,harrisville,Maggie Hassan,Democratic,total,454,694
New Hampshire,jaffrey,Kelly Ayotte,Republican,total,1313,2828
New Hampshire,jaffrey,Chabot,Libertarian,total,55,2828
New Hampshire,jaffrey,Day,Independent,total,97,2828
New Hampshire,jaffrey,Maggie Hassan,Democratic,total,1363,2828
New Hampshire,marlow,Kelly Ayotte,Republican,total,203,447
New Hampshire,marlow,Chabot,Libertarian,total,7,447
New Hampshire,marlow,Day,Independent,total,5,447
New Hampshire,marlow,Maggie Hassan,Democratic,total,232,447
New Hampshire,rindge,Kelly Ayotte,Republican,total,1954,3429
New Hampshire,rindge,Chabot,Libertarian,total,70,3429
New Hampshire,rindge,Day,Independent,total,111,3429
New Hampshire,rindge,Maggie Hassan,Democratic,total,1294,3429
New Hampshire,surry,Kelly Ayotte,Republican,total,240,505
New Hampshire,surry,Chabot,Libertarian,total,2,505
New Hampshire,surry,Day,Independent,total,5,505
New Hampshire,surry,Maggie Hassan,Democratic,total,258,505
New Hampshire,swanzey,Kelly Ayotte,Republican,total,1740,3840
New Hampshire,swanzey,Chabot,Libertarian,total,80,3840
New Hampshire,swanzey,Day,Independent,total,119,3840
New Hampshire,swanzey,Maggie Hassan,Democratic,total,1900,3840
New Hampshire,swanzey,Scatter,Other,total,1,3840
New Hampshire,troy,Kelly Ayotte,Republican,total,453,997
New Hampshire,troy,Chabot,Libertarian,total,23,997
New Hampshire,troy,Day,Independent,total,36,997
New Hampshire,troy,Maggie Hassan,Democratic,total,485,997
New Hampshire,jefferson,Kelly Ayotte,Republican,total,349,617
New Hampshire,jefferson,Chabot,Libertarian,total,5,617
New Hampshire,jefferson,Day,Independent,total,11,617
New Hampshire,jefferson,Maggie Hassan,Democratic,total,243,617
New Hampshire,jefferson,Scatter,Other,total,9,617
New Hampshire,randolph,Kelly Ayotte,Republican,total,90,259
New Hampshire,randolph,Chabot,Libertarian,total,1,259
New Hampshire,randolph,Day,Independent,total,3,259
New Hampshire,randolph,Maggie Hassan,Democratic,total,165,259
New Hampshire,berlin,Kelly Ayotte,Republican,total,1639,3973
New Hampshire,berlin,Chabot,Libertarian,total,78,3973
New Hampshire,berlin,Day,Independent,total,88,3973
New Hampshire,berlin,Maggie Hassan,Democratic,total,2167,3973
New Hampshire,berlin,Scatter,Other,total,1,3973
New Hampshire,columbia,Kelly Ayotte,Republican,total,213,346
New Hampshire,columbia,Chabot,Libertarian,total,3,346
New Hampshire,columbia,Day,Independent,total,6,346
New Hampshire,columbia,Maggie Hassan,Democratic,total,124,346
New Hampshire,stratford,Kelly Ayotte,Republican,total,98,271
New Hampshire,stratford,Chabot,Libertarian,total,5,271
New Hampshire,stratford,Day,Independent,total,18,271
New Hampshire,stratford,Maggie Hassan,Democratic,total,150,271
New Hampshire,colebrook,Kelly Ayotte,Republican,total,569,1031
New Hampshire,colebrook,Chabot,Libertarian,total,20,1031
New Hampshire,colebrook,Day,Independent,total,26,1031
New Hampshire,colebrook,Maggie Hassan,Democratic,total,415,1031
New Hampshire,colebrook,Scatter,Other,total,1,1031
New Hampshire,carroll,Kelly Ayotte,Republican,total,240,481
New Hampshire,carroll,Chabot,Libertarian,total,8,481
New Hampshire,carroll,Day,Independent,total,6,481
New Hampshire,carroll,Maggie Hassan,Democratic,total,227,481
New Hampshire,cambridge,Kelly Ayotte,Republican,total,1,2
New Hampshire,cambridge,Maggie Hassan,Democratic,total,1,2
New Hampshire,dalton,Kelly Ayotte,Republican,total,274,506
New Hampshire,dalton,Chabot,Libertarian,total,7,506
New Hampshire,dalton,Day,Independent,total,15,506
New Hampshire,dalton,Maggie Hassan,Democratic,total,209,506
New Hampshire,dalton,Scatter,Other,total,1,506
New Hampshire,lancaster,Kelly Ayotte,Republican,total,866,1622
New Hampshire,lancaster,Chabot,Libertarian,total,18,1622
New Hampshire,lancaster,Day,Independent,total,45,1622
New Hampshire,lancaster,Maggie Hassan,Democratic,total,689,1622
New Hampshire,lancaster,Scatter,Other,total,4,1622
New Hampshire,shelburne,Kelly Ayotte,Republican,total,126,259
New Hampshire,shelburne,Chabot,Libertarian,total,3,259
New Hampshire,shelburne,Day,Independent,total,8,259
New Hampshire,shelburne,Maggie Hassan,Democratic,total,122,259
New Hampshire,stark,Kelly Ayotte,Republican,total,160,296
New Hampshire,stark,Chabot,Libertarian,total,6,296
New Hampshire,stark,Day,Independent,total,8,296
New Hampshire,stark,Maggie Hassan,Democratic,total,121,296
New Hampshire,stark,Scatter,Other,total,1,296
New Hampshire,clarksville,Kelly Ayotte,Republican,total,85,171
New Hampshire,clarksville,Chabot,Libertarian,total,4,171
New Hampshire,clarksville,Day,Independent,total,4,171
New Hampshire,clarksville,Maggie Hassan,Democratic,total,78,171
New Hampshire,dixville,Kelly Ayotte,Republican,total,4,8
New Hampshire,dixville,Maggie Hassan,Democratic,total,4,8
New Hampshire,dummer,Kelly Ayotte,Republican,total,100,175
New Hampshire,dummer,Chabot,Libertarian,total,1,175
New Hampshire,dummer,Day,Independent,total,3,175
New Hampshire,dummer,Maggie Hassan,Democratic,total,71,175
New Hampshire,errol,Kelly Ayotte,Republican,total,116,192
New Hampshire,errol,Chabot,Libertarian,total,2,192
New Hampshire,errol,Day,Independent,total,2,192
New Hampshire,errol,Maggie Hassan,Democratic,total,72,192
New Hampshire,gorham,Kelly Ayotte,Republican,total,663,1531
New Hampshire,gorham,Chabot,Libertarian,total,15,1531
New Hampshire,gorham,Day,Independent,total,25,1531
New Hampshire,gorham,Maggie Hassan,Democratic,total,828,1531
New Hampshire,green's grant,Maggie Hassan,Democratic,total,1,1
New Hampshire,milan,Kelly Ayotte,Republican,total,374,754
New Hampshire,milan,Chabot,Libertarian,total,11,754
New Hampshire,milan,Day,Independent,total,15,754
New Hampshire,milan,Maggie Hassan,Democratic,total,353,754
New Hampshire,milan,Scatter,Other,total,1,754
New Hampshire,millsfield,Kelly Ayotte,Republican,total,16,21
New Hampshire,millsfield,Day,Independent,total,2,21
New Hampshire,millsfield,Maggie Hassan,Democratic,total,3,21
New Hampshire,northumberland,Kelly Ayotte,Republican,total,459,990
New Hampshire,northumberland,Chabot,Libertarian,total,17,990
New Hampshire,northumberland,Day,Independent,total,32,990
New Hampshire,northumberland,Maggie Hassan,Democratic,total,482,990
New Hampshire,pinkham's grant,Kelly Ayotte,Republican,total,1,4
New Hampshire,pinkham's grant,Maggie Hassan,Democratic,total,3,4
New Hampshire,pittsburg,Kelly Ayotte,Republican,total,322,475
New Hampshire,pittsburg,Chabot,Libertarian,total,1,475
New Hampshire,pittsburg,Day,Independent,total,8,475
New Hampshire,pittsburg,Maggie Hassan,Democratic,total,144,475
New Hampshire,stewartstown,Kelly Ayotte,Republican,total,212,347
New Hampshire,stewartstown,Chabot,Libertarian,total,4,347
New Hampshire,stewartstown,Day,Independent,total,7,347
New Hampshire,stewartstown,Maggie Hassan,Democratic,total,124,347
New Hampshire,wentworth's location,Kelly Ayotte,Republican,total,5,18
New Hampshire,wentworth's location,Maggie Hassan,Democratic,total,13,18
New Hampshire,whitefield,Kelly Ayotte,Republican,total,557,1143
New Hampshire,whitefield,Chabot,Libertarian,total,22,1143
New Hampshire,whitefield,Day,Independent,total,33,1143
New Hampshire,whitefield,Maggie Hassan,Democratic,total,531,1143
New Hampshire,monroe,Kelly Ayotte,Republican,total,299,494
New Hampshire,monroe,Chabot,Libertarian,total,12,494
New Hampshire,monroe,Day,Independent,total,18,494
New Hampshire,monroe,Maggie Hassan,Democratic,total,165,494
New Hampshire,orange,Kelly Ayotte,Republican,total,78,173
New Hampshire,orange,Chabot,Libertarian,total,2,173
New Hampshire,orange,Day,Independent,total,8,173
New Hampshire,orange,Maggie Hassan,Democratic,total,85,173
New Hampshire,lincoln,Kelly Ayotte,Republican,total,403,845
New Hampshire,lincoln,Chabot,Libertarian,total,17,845
New Hampshire,lincoln,Day,Independent,total,17,845
New Hampshire,lincoln,Maggie Hassan,Democratic,total,408,845
New Hampshire,bethlehem,Kelly Ayotte,Republican,total,616,1449
New Hampshire,bethlehem,Chabot,Libertarian,total,32,1449
New Hampshire,bethlehem,Day,Independent,total,44,1449
New Hampshire,bethlehem,Maggie Hassan,Democratic,total,754,1449
New Hampshire,bethlehem,Scatter,Other,total,3,1449
New Hampshire,bridgewater,Kelly Ayotte,Republican,total,415,708
New Hampshire,bridgewater,Chabot,Libertarian,total,6,708
New Hampshire,bridgewater,Day,Independent,total,12,708
New Hampshire,bridgewater,Maggie Hassan,Democratic,total,275,708
New Hampshire,canaan,Kelly Ayotte,Republican,total,836,1916
New Hampshire,canaan,Chabot,Libertarian,total,29,1916
New Hampshire,canaan,Day,Independent,total,55,1916
New Hampshire,canaan,Maggie Hassan,Democratic,total,995,1916
New Hampshire,canaan,Scatter,Other,total,1,1916
New Hampshire,plymouth,Kelly Ayotte,Republican,total,1432,3816
New Hampshire,plymouth,Chabot,Libertarian,total,98,3816
New Hampshire,plymouth,Day,Independent,total,101,3816
New Hampshire,plymouth,Maggie Hassan,Democratic,total,2180,3816
New Hampshire,plymouth,Scatter,Other,total,5,3816
New Hampshire,warren,Kelly Ayotte,Republican,total,235,468
New Hampshire,warren,Chabot,Libertarian,total,5,468
New Hampshire,warren,Day,Independent,total,9,468
New Hampshire,warren,Maggie Hassan,Democratic,total,219,468
New Hampshire,enfield,Kelly Ayotte,Republican,total,1005,2569
New Hampshire,enfield,Chabot,Libertarian,total,47,2569
New Hampshire,enfield,Day,Independent,total,59,2569
New Hampshire,enfield,Maggie Hassan,Democratic,total,1457,2569
New Hampshire,enfield,Scatter,Other,total,1,2569
New Hampshire,woodstock,Kelly Ayotte,Republican,total,367,778
New Hampshire,woodstock,Chabot,Libertarian,total,18,778
New Hampshire,woodstock,Day,Independent,total,15,778
New Hampshire,woodstock,Maggie Hassan,Democratic,total,377,778
New Hampshire,woodstock,Scatter,Other,total,1,778
New Hampshire,bristol,Kelly Ayotte,Republican,total,871,1666
New Hampshire,bristol,Chabot,Libertarian,total,34,1666
New Hampshire,bristol,Day,Independent,total,55,1666
New Hampshire,bristol,Maggie Hassan,Democratic,total,701,1666
New Hampshire,bristol,Scatter,Other,total,5,1666
New Hampshire,lyme,Kelly Ayotte,Republican,total,304,1177
New Hampshire,lyme,Chabot,Libertarian,total,10,1177
New Hampshire,lyme,Day,Independent,total,15,1177
New Hampshire,lyme,Maggie Hassan,Democratic,total,847,1177
New Hampshire,lyme,Scatter,Other,total,1,1177
New Hampshire,easton,Kelly Ayotte,Republican,total,74,198
New Hampshire,easton,Chabot,Libertarian,total,3,198
New Hampshire,easton,Day,Independent,total,4,198
New Hampshire,easton,Maggie Hassan,Democratic,total,115,198
New Hampshire,easton,Scatter,Other,total,2,198
