state,county_name,candidate,party,mode,votes,Total Votes
Connecticut,sherman,Richard Blumenthal,Working families,total,71,2093
Connecticut,sherman,Dan Carter,Republican,total,956,2093
Connecticut,sherman,Richard Lion,Libertarian,total,17,2093
Connecticut,sherman,Jeffery Russell,Green,total,19,2093
Connecticut,bridgeport,Richard Blumenthal,Democratic,total,29903,36849
Connecticut,bridgeport,Richard Blumenthal,Working families,total,1544,36849
Connecticut,bridgeport,Dan Carter,Republican,total,4727,36849
Connecticut,bridgeport,Richard Lion,Libertarian,total,279,36849
Connecticut,bridgeport,Jeffery Russell,Green,total,396,36849
Connecticut,greenwich,Richard Blumenthal,Democratic,total,16079,31098
Connecticut,greenwich,Richard Blumenthal,Working families,total,854,31098
Connecticut,greenwich,Dan Carter,Republican,total,13649,31098
Connecticut,greenwich,Richard Lion,Libertarian,total,271,31098
Connecticut,greenwich,Jeffery Russell,Green,total,245,31098
Connecticut,darien,Richard Blumenthal,Democratic,total,4678,11175
Connecticut,darien,Richard Blumenthal,Working families,total,248,11175
Connecticut,darien,Dan Carter,Republican,total,6092,11175
Connecticut,darien,Richard Lion,Libertarian,total,96,11175
Connecticut,darien,Jeffery Russell,Green,total,61,11175
Connecticut,easton,Richard Blumenthal,Democratic,total,2151,4481
Connecticut,easton,Richard Blumenthal,Working families,total,160,4481
Connecticut,easton,Dan Carter,Republican,total,2091,4481
Connecticut,easton,Richard Lion,Libertarian,total,40,4481
Connecticut,easton,Jeffery Russell,Green,total,39,4481
Connecticut,fairfield,Richard Blumenthal,Democratic,total,17339,31078
Connecticut,fairfield,Richard Blumenthal,Working families,total,1109,31078
Connecticut,fairfield,Dan Carter,Republican,total,12133,31078
Connecticut,fairfield,Richard Lion,Libertarian,total,261,31078
Connecticut,fairfield,Jeffery Russell,Green,total,236,31078
Connecticut,new canaan,Richard Blumenthal,Democratic,total,4705,10978
Connecticut,new canaan,Richard Blumenthal,Working families,total,183,10978
Connecticut,new canaan,Dan Carter,Republican,total,5904,10978
Connecticut,new canaan,Richard Lion,Libertarian,total,114,10978
Connecticut,new canaan,Jeffery Russell,Green,total,72,10978
Connecticut,norwalk,Richard Blumenthal,Democratic,total,23516,36554
Connecticut,norwalk,Richard Blumenthal,Working families,total,1652,36554
Connecticut,norwalk,Dan Carter,Republican,total,10597,36554
Connecticut,norwalk,Richard Lion,Libertarian,total,388,36554
Connecticut,norwalk,Jeffery Russell,Green,total,401,36554
Connecticut,ridgefield,Richard Blumenthal,Democratic,total,7338,14146
Connecticut,ridgefield,Richard Blumenthal,Working families,total,306,14146
Connecticut,ridgefield,Dan Carter,Republican,total,6271,14146
Connecticut,ridgefield,Richard Lion,Libertarian,total,143,14146
Connecticut,ridgefield,Jeffery Russell,Green,total,88,14146
Connecticut,shelton,Richard Blumenthal,Democratic,total,9430,20260
Connecticut,shelton,Richard Blumenthal,Working families,total,1391,20260
Connecticut,shelton,Dan Carter,Republican,total,9126,20260
Connecticut,shelton,Richard Lion,Libertarian,total,170,20260
Connecticut,shelton,Jeffery Russell,Green,total,143,20260
Connecticut,stratford,Richard Blumenthal,Democratic,total,14890,24470
Connecticut,stratford,Richard Blumenthal,Working families,total,1670,24470
Connecticut,stratford,Dan Carter,Republican,total,7080,24470
Connecticut,stratford,Richard Lion,Libertarian,total,568,24470
Connecticut,stratford,Andrew Rule,Other,total,15,24470
Connecticut,stratford,Jeffery Russell,Green,total,247,24470
Connecticut,trumbull,Richard Blumenthal,Democratic,total,10024,19533
Connecticut,trumbull,Richard Blumenthal,Working families,total,963,19533
Connecticut,trumbull,Dan Carter,Republican,total,8263,19533
Connecticut,trumbull,Richard Lion,Libertarian,total,150,19533
Connecticut,trumbull,Jeffery Russell,Green,total,133,19533
Connecticut,weston,Richard Blumenthal,Democratic,total,3396,5730
Connecticut,weston,Richard Blumenthal,Working families,total,106,5730
Connecticut,weston,Dan Carter,Republican,total,2136,5730
Connecticut,weston,Richard Lion,Libertarian,total,51,5730
Connecticut,weston,Jeffery Russell,Green,total,41,5730
Connecticut,westport,Richard Blumenthal,Democratic,total,9600,15320
Connecticut,westport,Richard Blumenthal,Working families,total,318,15320
Connecticut,westport,Dan Carter,Republican,total,5177,15320
Connecticut,westport,Richard Lion,Libertarian,total,127,15320
Connecticut,westport,Jeffery Russell,Green,total,98,15320
Connecticut,wilton,Richard Blumenthal,Democratic,total,5513,10397
Connecticut,wilton,Richard Blumenthal,Working families,total,224,10397
Connecticut,wilton,Dan Carter,Republican,total,4493,10397
Connecticut,wilton,Richard Lion,Libertarian,total,102,10397
Connecticut,wilton,Jeffery Russell,Green,total,65,10397
Connecticut,berlin,Richard Blumenthal,Democratic,total,5702,11216
Connecticut,berlin,Richard Blumenthal,Working families,total,675,11216
Connecticut,berlin,Dan Carter,Republican,total,4642,11216
Connecticut,berlin,Richard Lion,Libertarian,total,112,11216
Connecticut,berlin,Jeffery Russell,Green,total,85,11216
Connecticut,avon,Richard Blumenthal,Democratic,total,5513,10555
Connecticut,avon,Richard Blumenthal,Working families,total,327,10555
Connecticut,avon,Dan Carter,Republican,total,4560,10555
Connecticut,avon,Richard Lion,Libertarian,total,75,10555
Connecticut,avon,Jeffery Russell,Green,total,80,10555
Connecticut,burlington,Richard Blumenthal,Democratic,total,2488,5289
Connecticut,burlington,Richard Blumenthal,Working families,total,280,5289
Connecticut,burlington,Dan Carter,Republican,total,2426,5289
Connecticut,burlington,Richard Lion,Libertarian,total,54,5289
Connecticut,burlington,Jeffery Russell,Green,total,41,5289
Connecticut,canton,Richard Blumenthal,Democratic,total,3111,5908
Connecticut,canton,Richard Blumenthal,Working families,total,276,5908
Connecticut,canton,Dan Carter,Republican,total,2391,5908
Connecticut,canton,Richard Lion,Libertarian,total,64,5908
Connecticut,canton,Jeffery Russell,Green,total,66,5908
Connecticut,farmington,Richard Blumenthal,Democratic,total,7698,14163
Connecticut,farmington,Richard Blumenthal,Working families,total,566,14163
Connecticut,farmington,Dan Carter,Republican,total,5627,14163
Connecticut,farmington,Richard Lion,Libertarian,total,159,14163
Connecticut,farmington,Jeffery Russell,Green,total,113,14163
Connecticut,new britain,Richard Blumenthal,Democratic,total,14560,20785
Connecticut,new britain,Richard Blumenthal,Working families,total,1444,20785
Connecticut,new britain,Dan Carter,Republican,total,4232,20785
Connecticut,new britain,Richard Lion,Libertarian,total,263,20785
Connecticut,new britain,Jeffery Russell,Green,total,286,20785
Connecticut,plainville,Richard Blumenthal,Democratic,total,4453,8474
Connecticut,plainville,Richard Blumenthal,Working families,total,666,8474
Connecticut,plainville,Dan Carter,Republican,total,3192,8474
Connecticut,plainville,Richard Lion,Libertarian,total,79,8474
Connecticut,plainville,Jeffery Russell,Green,total,84,8474
Connecticut,simsbury,Richard Blumenthal,Democratic,total,7649,13858
Connecticut,simsbury,Richard Blumenthal,Working families,total,473,13858
Connecticut,simsbury,Dan Carter,Republican,total,5428,13858
Connecticut,simsbury,Richard Lion,Libertarian,total,173,13858
Connecticut,simsbury,Jeffery Russell,Green,total,135,13858
Connecticut,enfield,Richard Blumenthal,Democratic,total,9856,18309
Connecticut,enfield,Richard Blumenthal,Working families,total,1312,18309
Connecticut,enfield,Dan Carter,Republican,total,6639,18309
Connecticut,enfield,Richard Lion,Libertarian,total,271,18309
Connecticut,enfield,Jeffery Russell,Green,total,231,18309
Connecticut,south windsor,Richard Blumenthal,Democratic,total,8253,13913
Connecticut,south windsor,Richard Blumenthal,Working families,total,1356,13913
Connecticut,south windsor,Dan Carter,Republican,total,4023,13913
Connecticut,south windsor,Richard Lion,Libertarian,total,160,13913
Connecticut,south windsor,Jeffery Russell,Green,total,121,13913
Connecticut,hartford,Richard Blumenthal,Democratic,total,27087,31121
Connecticut,hartford,Richard Blumenthal,Working families,total,1375,31121
Connecticut,hartford,Dan Carter,Republican,total,2089,31121
Connecticut,hartford,Richard Lion,Libertarian,total,227,31121
Connecticut,hartford,Jeffery Russell,Green,total,343,31121
Connecticut,southington,Richard Blumenthal,Democratic,total,11398,22932
Connecticut,southington,Richard Blumenthal,Working families,total,1480,22932
Connecticut,southington,Dan Carter,Republican,total,9660,22932
Connecticut,southington,Richard Lion,Libertarian,total,220,22932
Connecticut,southington,Jeffery Russell,Green,total,174,22932
Connecticut,bloomfield,Richard Blumenthal,Democratic,total,9270,11389
Connecticut,bloomfield,Richard Blumenthal,Working families,total,367,11389
Connecticut,bloomfield,Dan Carter,Republican,total,1566,11389
Connecticut,bloomfield,Richard Lion,Libertarian,total,78,11389
Connecticut,bloomfield,Jeffery Russell,Green,total,108,11389
Connecticut,windsor,Richard Blumenthal,Democratic,total,11255,15761
Connecticut,windsor,Richard Blumenthal,Working families,total,720,15761
Connecticut,windsor,Dan Carter,Republican,total,3489,15761
Connecticut,windsor,Richard Lion,Libertarian,total,149,15761
Connecticut,windsor,Jeffery Russell,Green,total,148,15761
Connecticut,west hartford,Richard Blumenthal,Democratic,total,22508,32935
Connecticut,west hartford,Richard Blumenthal,Working families,total,1207,32935
Connecticut,west hartford,Dan Carter,Republican,total,8489,32935
Connecticut,west hartford,Richard Lion,Libertarian,total,332,32935
Connecticut,west hartford,Jeffery Russell,Green,total,399,32935
Connecticut,wethersfield,Richard Blumenthal,Democratic,total,8204,14239
Connecticut,wethersfield,Richard Blumenthal,Working families,total,722,14239
Connecticut,wethersfield,Dan Carter,Republican,total,5015,14239
Connecticut,wethersfield,Richard Lion,Libertarian,total,133,14239
Connecticut,wethersfield,Jeffery Russell,Green,total,165,14239
Connecticut,bristol,Richard Blumenthal,Democratic,total,14175,25700
Connecticut,bristol,Richard Blumenthal,Working families,total,1754,25700
Connecticut,bristol,Dan Carter,Republican,total,9185,25700
Connecticut,bristol,Richard Lion,Libertarian,total,299,25700
Connecticut,bristol,Jeffery Russell,Green,total,287,25700
Connecticut,east granby,Richard Blumenthal,Democratic,total,1506,2901
Connecticut,east granby,Richard Blumenthal,Working families,total,134,2901
Connecticut,east granby,Dan Carter,Republican,total,1189,2901
Connecticut,east granby,Richard Lion,Libertarian,total,39,2901
Connecticut,east granby,Jeffery Russell,Green,total,33,2901
Connecticut,east hartford,Richard Blumenthal,Democratic,total,13101,18274
Connecticut,east hartford,Richard Blumenthal,Working families,total,996,18274
Connecticut,east hartford,Dan Carter,Republican,total,3784,18274
Connecticut,east hartford,Richard Lion,Libertarian,total,213,18274
Connecticut,east hartford,Jeffery Russell,Green,total,180,18274
Connecticut,east windsor,Richard Blumenthal,Democratic,total,2636,5002
Connecticut,east windsor,Richard Blumenthal,Working families,total,264,5002
Connecticut,east windsor,Dan Carter,Republican,total,1980,5002
Connecticut,east windsor,Richard Lion,Libertarian,total,65,5002
Connecticut,east windsor,Jeffery Russell,Green,total,57,5002
Connecticut,glastonbury,Richard Blumenthal,Democratic,total,11199,19543
Connecticut,glastonbury,Richard Blumenthal,Working families,total,707,19543
Connecticut,glastonbury,Dan Carter,Republican,total,7270,19543
Connecticut,glastonbury,Richard Lion,Libertarian,total,204,19543
Connecticut,glastonbury,Jeffery Russell,Green,total,162,19543
Connecticut,glastonbury,John M. Traceski,Other,total,1,19543
Connecticut,granby,Richard Blumenthal,Democratic,total,3158,6445
Connecticut,granby,Richard Blumenthal,Working families,total,252,6445
Connecticut,granby,Dan Carter,Republican,total,2859,6445
Connecticut,granby,Richard Lion,Libertarian,total,89,6445
Connecticut,granby,Jeffery Russell,Green,total,87,6445
Connecticut,hartland,Richard Blumenthal,Democratic,total,389,1198
Connecticut,hartland,Richard Blumenthal,Working families,total,63,1198
Connecticut,hartland,Dan Carter,Republican,total,712,1198
Connecticut,hartland,Richard Lion,Libertarian,total,17,1198
Connecticut,hartland,Jeffery Russell,Green,total,17,1198
Connecticut,manchester,Richard Blumenthal,Democratic,total,15199,24088
Connecticut,manchester,Richard Blumenthal,Working families,total,1404,24088
Connecticut,manchester,Dan Carter,Republican,total,6822,24088
Connecticut,manchester,Richard Lion,Libertarian,total,359,24088
Connecticut,manchester,Jeffery Russell,Green,total,304,24088
Connecticut,marlborough,Richard Blumenthal,Democratic,total,1815,3590
Connecticut,marlborough,Richard Blumenthal,Working families,total,189,3590
Connecticut,marlborough,Dan Carter,Republican,total,1523,3590
Connecticut,marlborough,Richard Lion,Libertarian,total,31,3590
Connecticut,marlborough,Jeffery Russell,Green,total,30,3590
Connecticut,marlborough,John M. Traceski,Other,total,2,3590
Connecticut,newington,Richard Blumenthal,Democratic,total,9141,15374
Connecticut,newington,Richard Blumenthal,Working families,total,916,15374
Connecticut,newington,Dan Carter,Republican,total,5011,15374
Connecticut,newington,Richard Lion,Libertarian,total,151,15374
Connecticut,newington,Jeffery Russell,Green,total,155,15374
Connecticut,rocky hill,Richard Blumenthal,Democratic,total,5696,9650
Connecticut,rocky hill,Richard Blumenthal,Working families,total,410,9650
Connecticut,rocky hill,Dan Carter,Republican,total,3372,9650
Connecticut,rocky hill,Richard Lion,Libertarian,total,103,9650
Connecticut,rocky hill,Jeffery Russell,Green,total,69,9650
Connecticut,suffield,Richard Blumenthal,Democratic,total,3552,7367
Connecticut,suffield,Richard Blumenthal,Working families,total,361,7367
Connecticut,suffield,Dan Carter,Republican,total,3273,7367
Connecticut,suffield,Richard Lion,Libertarian,total,84,7367
Connecticut,suffield,Jeffery Russell,Green,total,97,7367
Connecticut,windsor locks,Richard Blumenthal,Democratic,total,3216,6003
Connecticut,windsor locks,Richard Blumenthal,Working families,total,444,6003
Connecticut,windsor locks,Dan Carter,Republican,total,2176,6003
Connecticut,windsor locks,Richard Lion,Libertarian,total,89,6003
Connecticut,windsor locks,Jeffery Russell,Green,total,78,6003
Connecticut,washington,Richard Blumenthal,Democratic,total,1228,2061
Connecticut,washington,Richard Blumenthal,Working families,total,87,2061
Connecticut,washington,Dan Carter,Republican,total,697,2061
Connecticut,washington,Richard Lion,Libertarian,total,20,2061
Connecticut,washington,Jeffery Russell,Green,total,29,2061
Connecticut,bethlehem,Richard Blumenthal,Democratic,total,892,2265
Connecticut,bethlehem,Richard Blumenthal,Working families,total,106,2265
Connecticut,bethlehem,Dan Carter,Republican,total,1196,2265
Connecticut,bethlehem,Richard Lion,Libertarian,total,32,2265
Connecticut,bethlehem,Jeffery Russell,Green,total,39,2265
Connecticut,bridgewater,Richard Blumenthal,Democratic,total,569,1114
Connecticut,bridgewater,Richard Blumenthal,Working families,total,62,1114
Connecticut,bridgewater,Dan Carter,Republican,total,467,1114
Connecticut,bridgewater,Richard Lion,Libertarian,total,16,1114
Connecticut,canaan,Richard Blumenthal,Democratic,total,342,578
Connecticut,canaan,Richard Blumenthal,Working families,total,41,578
Connecticut,canaan,Dan Carter,Republican,total,172,578
Connecticut,canaan,Richard Lion,Libertarian,total,12,578
Connecticut,canaan,Jeffery Russell,Green,total,11,578
Connecticut,cornwall,Richard Blumenthal,Democratic,total,594,910
Connecticut,cornwall,Richard Blumenthal,Working families,total,45,910
Connecticut,cornwall,Dan Carter,Republican,total,237,910
Connecticut,cornwall,Richard Lion,Libertarian,total,14,910
Connecticut,cornwall,Jeffery Russell,Green,total,20,910
Connecticut,goshen,Richard Blumenthal,Democratic,total,713,1797
Connecticut,goshen,Richard Blumenthal,Working families,total,80,1797
Connecticut,goshen,Dan Carter,Republican,total,973,1797
Connecticut,goshen,Richard Lion,Libertarian,total,13,1797
Connecticut,goshen,Jeffery Russell,Green,total,18,1797
Connecticut,harwinton,Richard Blumenthal,Democratic,total,1304,3333
Connecticut,harwinton,Richard Blumenthal,Working families,total,189,3333
Connecticut,harwinton,Dan Carter,Republican,total,1771,3333
Connecticut,harwinton,Richard Lion,Libertarian,total,40,3333
Connecticut,harwinton,Jeffery Russell,Green,total,29,3333
Connecticut,kent,Richard Blumenthal,Democratic,total,1061,1688
Connecticut,kent,Richard Blumenthal,Working families,total,83,1688
Connecticut,kent,Dan Carter,Republican,total,508,1688
Connecticut,kent,Richard Lion,Libertarian,total,16,1688
Connecticut,kent,Jeffery Russell,Green,total,20,1688
Connecticut,litchfield,Richard Blumenthal,Democratic,total,2329,4788
Connecticut,litchfield,Richard Blumenthal,Working families,total,202,4788
Connecticut,litchfield,Dan Carter,Republican,total,2147,4788
Connecticut,litchfield,Richard Lion,Libertarian,total,65,4788
Connecticut,litchfield,Jeffery Russell,Green,total,45,4788
Connecticut,morris,Richard Blumenthal,Democratic,total,547,1405
Connecticut,morris,Richard Blumenthal,Working families,total,82,1405
Connecticut,morris,Dan Carter,Republican,total,747,1405
Connecticut,morris,Richard Lion,Libertarian,total,16,1405
Connecticut,morris,Jeffery Russell,Green,total,13,1405
Connecticut,new millford,Richard Blumenthal,Democratic,total,6690,13536
Connecticut,new millford,Richard Blumenthal,Working families,total,841,13536
Connecticut,new millford,Dan Carter,Republican,total,5690,13536
Connecticut,new millford,Richard Lion,Libertarian,total,179,13536
Connecticut,new millford,Jeffery Russell,Green,total,135,13536
Connecticut,new millford,John M. Traceski,Other,total,1,13536
Connecticut,norfolk,Richard Blumenthal,Democratic,total,556,966
Connecticut,norfolk,Richard Blumenthal,Working families,total,38,966
Connecticut,norfolk,Dan Carter,Republican,total,350,966
Connecticut,norfolk,Richard Lion,Libertarian,total,10,966
Connecticut,norfolk,Jeffery Russell,Green,total,12,966
Connecticut,north canaan,Richard Blumenthal,Democratic,total,877,1531
Connecticut,north canaan,Richard Blumenthal,Working families,total,54,1531
Connecticut,north canaan,Dan Carter,Republican,total,554,1531
Connecticut,north canaan,Richard Lion,Libertarian,total,14,1531
Connecticut,north canaan,Andrew Rule,Other,total,8,1531
Connecticut,north canaan,Jeffery Russell,Green,total,24,1531
Connecticut,plymouth,Richard Blumenthal,Democratic,total,2293,5740
Connecticut,plymouth,Richard Blumenthal,Working families,total,572,5740
Connecticut,plymouth,Dan Carter,Republican,total,2795,5740
Connecticut,plymouth,Richard Lion,Libertarian,total,44,5740
Connecticut,plymouth,Jeffery Russell,Green,total,36,5740
Connecticut,roxbury,Richard Blumenthal,Democratic,total,754,1450
Connecticut,roxbury,Richard Blumenthal,Working families,total,48,1450
Connecticut,roxbury,Dan Carter,Republican,total,618,1450
Connecticut,roxbury,Richard Lion,Libertarian,total,19,1450
Connecticut,roxbury,Jeffery Russell,Green,total,11,1450
Connecticut,salisbury,Richard Blumenthal,Democratic,total,1653,2294
Connecticut,salisbury,Richard Blumenthal,Working families,total,87,2294
Connecticut,salisbury,Dan Carter,Republican,total,507,2294
Connecticut,salisbury,Richard Lion,Libertarian,total,18,2294
Connecticut,salisbury,Jeffery Russell,Green,total,29,2294
Connecticut,sharon,Richard Blumenthal,Democratic,total,817,1390
Connecticut,sharon,Richard Blumenthal,Working families,total,70,1390
Connecticut,sharon,Dan Carter,Republican,total,469,1390
Connecticut,sharon,Richard Lion,Libertarian,total,19,1390
Connecticut,sharon,Jeffery Russell,Green,total,15,1390
Connecticut,thomaston,Richard Blumenthal,Democratic,total,1512,3887
Connecticut,thomaston,Richard Blumenthal,Working families,total,287,3887
Connecticut,thomaston,Dan Carter,Republican,total,2008,3887
Connecticut,thomaston,Richard Lion,Libertarian,total,46,3887
Connecticut,thomaston,Jeffery Russell,Green,total,34,3887
Connecticut,torrington,Richard Blumenthal,Democratic,total,6771,14705
Connecticut,torrington,Richard Blumenthal,Working families,total,959,14705
Connecticut,torrington,Dan Carter,Republican,total,6607,14705
Connecticut,torrington,Richard Lion,Libertarian,total,192,14705
Connecticut,torrington,Jeffery Russell,Green,total,176,14705
Connecticut,warren,Richard Blumenthal,Democratic,total,378,833
Connecticut,warren,Richard Blumenthal,Working families,total,42,833
Connecticut,warren,Dan Carter,Republican,total,397,833
Connecticut,warren,Richard Lion,Libertarian,total,10,833
Connecticut,warren,Jeffery Russell,Green,total,6,833
Connecticut,watertown,Richard Blumenthal,Democratic,total,4489,11513
Connecticut,watertown,Richard Blumenthal,Working families,total,776,11513
Connecticut,watertown,Dan Carter,Republican,total,6037,11513
Connecticut,watertown,Richard Lion,Libertarian,total,122,11513
Connecticut,watertown,Jeffery Russell,Green,total,89,11513
Connecticut,woodbury,Richard Blumenthal,Democratic,total,2583,5811
Connecticut,woodbury,Richard Blumenthal,Working families,total,241,5811
Connecticut,woodbury,Dan Carter,Republican,total,2891,5811
Connecticut,woodbury,Richard Lion,Libertarian,total,44,5811
Connecticut,woodbury,Andrew Rule,Other,total,1,5811
Connecticut,woodbury,Jeffery Russell,Green,total,50,5811
Connecticut,woodbury,John M. Traceski,Other,total,1,5811
Connecticut,barkhamsted,Richard Blumenthal,Democratic,total,997,2173
Connecticut,barkhamsted,Richard Blumenthal,Working families,total,106,2173
Connecticut,barkhamsted,Dan Carter,Republican,total,1007,2173
Connecticut,barkhamsted,Richard Lion,Libertarian,total,43,2173
Connecticut,barkhamsted,Jeffery Russell,Green,total,20,2173
Connecticut,colebrook,Richard Blumenthal,Democratic,total,343,879
Connecticut,colebrook,Richard Blumenthal,Working families,total,49,879
Connecticut,colebrook,Dan Carter,Republican,total,467,879
Connecticut,colebrook,Richard Lion,Libertarian,total,7,879
Connecticut,colebrook,Jeffery Russell,Green,total,13,879
Connecticut,new hartford,Richard Blumenthal,Democratic,total,1742,4045
Connecticut,new hartford,Richard Blumenthal,Working families,total,206,4045
Connecticut,new hartford,Dan Carter,Republican,total,2011,4045
Connecticut,new hartford,Richard Lion,Libertarian,total,41,4045
Connecticut,new hartford,Jeffery Russell,Green,total,45,4045
Connecticut,winchester,Richard Blumenthal,Democratic,total,2086,4833
Connecticut,winchester,Richard Blumenthal,Working families,total,399,4833
Connecticut,winchester,Dan Carter,Republican,total,2196,4833
Connecticut,winchester,Richard Lion,Libertarian,total,61,4833
Connecticut,winchester,Jeffery Russell,Green,total,91,4833
Connecticut,middlefield,Richard Blumenthal,Democratic,total,1316,2591
Connecticut,middlefield,Richard Blumenthal,Working families,total,197,2591
Connecticut,middlefield,Dan Carter,Republican,total,1035,2591
Connecticut,middlefield,Richard Lion,Libertarian,total,25,2591
Connecticut,middlefield,Jeffery Russell,Green,total,18,2591
Connecticut,clinton,Richard Blumenthal,Democratic,total,3908,7069
Connecticut,clinton,Richard Blumenthal,Working families,total,412,7069
Connecticut,clinton,Dan Carter,Republican,total,2603,7069
Connecticut,clinton,Richard Lion,Libertarian,total,74,7069
Connecticut,clinton,Jeffery Russell,Green,total,72,7069
Connecticut,killingworth,Richard Blumenthal,Democratic,total,2050,3952
Connecticut,killingworth,Richard Blumenthal,Working families,total,198,3952
Connecticut,killingworth,Dan Carter,Republican,total,1634,3952
Connecticut,killingworth,Richard Lion,Libertarian,total,40,3952
Connecticut,killingworth,Jeffery Russell,Green,total,30,3952
Connecticut,westbrook,Richard Blumenthal,Democratic,total,1916,3698
Connecticut,westbrook,Richard Blumenthal,Working families,total,218,3698
Connecticut,westbrook,Dan Carter,Republican,total,1493,3698
Connecticut,westbrook,Richard Lion,Libertarian,total,36,3698
Connecticut,westbrook,Jeffery Russell,Green,total,35,3698
Connecticut,middletown,Richard Blumenthal,Democratic,total,13130,20587
Connecticut,middletown,Richard Blumenthal,Working families,total,1340,20587
Connecticut,middletown,Dan Carter,Republican,total,5521,20587
Connecticut,middletown,Richard Lion,Libertarian,total,265,20587
Connecticut,middletown,Jeffery Russell,Green,total,331,20587
Connecticut,durham,Richard Blumenthal,Democratic,total,2022,4241
Connecticut,durham,Richard Blumenthal,Working families,total,309,4241
Connecticut,durham,Dan Carter,Republican,total,1809,4241
Connecticut,durham,Richard Lion,Libertarian,total,55,4241
Connecticut,durham,Jeffery Russell,Green,total,46,4241
Connecticut,chester,Richard Blumenthal,Democratic,total,1423,2243
Connecticut,chester,Richard Blumenthal,Working families,total,113,2243
Connecticut,chester,Dan Carter,Republican,total,662,2243
Connecticut,chester,Richard Lion,Libertarian,total,19,2243
Connecticut,chester,Jeffery Russell,Green,total,26,2243
Connecticut,deep river,Richard Blumenthal,Democratic,total,1531,2569
Connecticut,deep river,Richard Blumenthal,Working families,total,148,2569
Connecticut,deep river,Dan Carter,Republican,total,841,2569
Connecticut,deep river,Richard Lion,Libertarian,total,23,2569
Connecticut,deep river,Jeffery Russell,Green,total,26,2569
Connecticut,east haddam,Richard Blumenthal,Democratic,total,2549,5001
Connecticut,east haddam,Richard Blumenthal,Working families,total,307,5001
Connecticut,east haddam,Dan Carter,Republican,total,2017,5001
Connecticut,east haddam,Richard Lion,Libertarian,total,60,5001
Connecticut,east haddam,Jeffery Russell,Green,total,68,5001
Connecticut,east hampton,Richard Blumenthal,Democratic,total,3632,7087
Connecticut,east hampton,Richard Blumenthal,Working families,total,511,7087
Connecticut,east hampton,Dan Carter,Republican,total,2771,7087
Connecticut,east hampton,Richard Lion,Libertarian,total,97,7087
Connecticut,east hampton,Jeffery Russell,Green,total,76,7087
Connecticut,essex,Richard Blumenthal,Democratic,total,2401,4097
Connecticut,essex,Richard Blumenthal,Working families,total,146,4097
Connecticut,essex,Dan Carter,Republican,total,1495,4097
Connecticut,essex,Richard Lion,Libertarian,total,19,4097
Connecticut,essex,Jeffery Russell,Green,total,36,4097
Connecticut,haddam,Richard Blumenthal,Democratic,total,2392,4905
Connecticut,haddam,Richard Blumenthal,Working families,total,268,4905
Connecticut,haddam,Dan Carter,Republican,total,2151,4905
Connecticut,haddam,Richard Lion,Libertarian,total,40,4905
Connecticut,haddam,Jeffery Russell,Green,total,54,4905
Connecticut,old saybrook,Richard Blumenthal,Democratic,total,3466,6187
Connecticut,old saybrook,Richard Blumenthal,Working families,total,285,6187
Connecticut,old saybrook,Dan Carter,Republican,total,2339,6187
Connecticut,old saybrook,Richard Lion,Libertarian,total,40,6187
Connecticut,old saybrook,Jeffery Russell,Green,total,57,6187
Connecticut,portland,Richard Blumenthal,Democratic,total,2772,5148
Connecticut,portland,Richard Blumenthal,Working families,total,315,5148
Connecticut,portland,Dan Carter,Republican,total,1929,5148
Connecticut,portland,Richard Lion,Libertarian,total,61,5148
Connecticut,portland,Jeffery Russell,Green,total,71,5148
Connecticut,cromwell,Richard Blumenthal,Democratic,total,4248,7538
Connecticut,cromwell,Richard Blumenthal,Working families,total,437,7538
Connecticut,cromwell,Dan Carter,Republican,total,2696,7538
Connecticut,cromwell,Richard Lion,Libertarian,total,93,7538
Connecticut,cromwell,Jeffery Russell,Green,total,64,7538
Connecticut,madison,Richard Blumenthal,Democratic,total,6038,10889
Connecticut,madison,Richard Blumenthal,Working families,total,394,10889
Connecticut,madison,Dan Carter,Republican,total,4304,10889
Connecticut,madison,Richard Lion,Libertarian,total,77,10889
Connecticut,madison,Jeffery Russell,Green,total,76,10889
Connecticut,orange,Richard Blumenthal,Democratic,total,4453,8171
Connecticut,orange,Richard Blumenthal,Working families,total,360,8171
Connecticut,orange,Dan Carter,Republican,total,3226,8171
Connecticut,orange,Richard Lion,Libertarian,total,74,8171
Connecticut,orange,Jeffery Russell,Green,total,58,8171
Connecticut,meriden,Richard Blumenthal,Democratic,total,13037,21443
Connecticut,meriden,Richard Blumenthal,Working families,total,1528,21443
Connecticut,meriden,Dan Carter,Republican,total,6358,21443
Connecticut,meriden,Richard Lion,Libertarian,total,280,21443
Connecticut,meriden,Jeffery Russell,Green,total,240,21443
Connecticut,cheshire,Richard Blumenthal,Democratic,total,8146,15299
Connecticut,cheshire,Richard Blumenthal,Working families,total,637,15299
Connecticut,cheshire,Dan Carter,Republican,total,6252,15299
Connecticut,cheshire,Richard Lion,Libertarian,total,149,15299
Connecticut,cheshire,Jeffery Russell,Green,total,115,15299
Connecticut,middlebury,Richard Blumenthal,Democratic,total,1755,4351
Connecticut,middlebury,Richard Blumenthal,Working families,total,247,4351
Connecticut,middlebury,Dan Carter,Republican,total,2270,4351
Connecticut,middlebury,Richard Lion,Libertarian,total,45,4351
Connecticut,middlebury,Jeffery Russell,Green,total,34,4351
