state,county_name,candidate,party,mode,votes,Total Votes
Connecticut,roxbury,Clay Cope,Republican,total,619,1439
Connecticut,roxbury,Elizabeth Esty,Democratic,total,744,1439
Connecticut,roxbury,Elizabeth Esty,Working families,total,49,1439
Connecticut,roxbury,Mark Greenstein,Other,total,0,1439
Connecticut,roxbury,John Pistone,Other,total,0,1439
Connecticut,roxbury,Aaron Sperry,Other,total,0,1439
Connecticut,salisbury,Ann-Marie Adams,Other,total,0,2271
Connecticut,salisbury,Clay Cope,Independent,total,36,2271
Connecticut,salisbury,Clay Cope,Republican,total,521,2271
Connecticut,salisbury,Elizabeth Esty,Democratic,total,1631,2271
Connecticut,salisbury,Elizabeth Esty,Working families,total,83,2271
Connecticut,salisbury,Mark Greenstein,Other,total,0,2271
Connecticut,salisbury,John Pistone,Other,total,0,2271
Connecticut,salisbury,Aaron Sperry,Other,total,0,2271
Connecticut,sharon,Ann-Marie Adams,Other,total,0,1370
Connecticut,sharon,Clay Cope,Independent,total,31,1370
Connecticut,sharon,Clay Cope,Republican,total,471,1370
Connecticut,sharon,Elizabeth Esty,Democratic,total,810,1370
Connecticut,sharon,Elizabeth Esty,Working families,total,58,1370
Connecticut,sharon,Mark Greenstein,Other,total,0,1370
Connecticut,sharon,John Pistone,Other,total,0,1370
Connecticut,sharon,Aaron Sperry,Other,total,0,1370
Connecticut,thomaston,Ann-Marie Adams,Other,total,0,3803
Connecticut,thomaston,Clay Cope,Independent,total,67,3803
Connecticut,thomaston,Clay Cope,Republican,total,2033,3803
Connecticut,thomaston,Elizabeth Esty,Democratic,total,1475,3803
Connecticut,thomaston,Elizabeth Esty,Working families,total,228,3803
Connecticut,thomaston,Mark Greenstein,Other,total,0,3803
Connecticut,thomaston,John Pistone,Other,total,0,3803
Connecticut,thomaston,Aaron Sperry,Other,total,0,3803
Connecticut,torrington,Ann-Marie Adams,Other,total,0,14353
Connecticut,torrington,Clay Cope,Independent,total,157,14353
Connecticut,torrington,Clay Cope,Republican,total,3146,14353
Connecticut,torrington,Elizabeth Esty,Democratic,total,3511,14353
Connecticut,torrington,Elizabeth Esty,Working families,total,535,14353
Connecticut,torrington,Mark Greenstein,Other,total,0,14353
Connecticut,torrington,John Pistone,Other,total,0,14353
Connecticut,torrington,Aaron Sperry,Other,total,0,14353
Connecticut,torrington,Mark Stewart,Other,total,0,14353
Connecticut,torrington,Matthew M. Corey,Republican,total,3752,14353
Connecticut,torrington,S. Michael DeRosa,Green,total,181,14353
Connecticut,torrington,Charles Jackson,Other,total,0,14353
Connecticut,torrington,John B. Larson,Democratic,total,2718,14353
Connecticut,torrington,John B. Larson,Working families,total,353,14353
Connecticut,warren,Ann-Marie Adams,Other,total,0,829
Connecticut,warren,Clay Cope,Independent,total,17,829
Connecticut,warren,Clay Cope,Republican,total,398,829
Connecticut,warren,Elizabeth Esty,Democratic,total,376,829
Connecticut,warren,Elizabeth Esty,Working families,total,38,829
Connecticut,warren,Mark Greenstein,Other,total,0,829
Connecticut,warren,John Pistone,Other,total,0,829
Connecticut,warren,Aaron Sperry,Other,total,0,829
Connecticut,watertown,Ann-Marie Adams,Other,total,0,11291
Connecticut,watertown,Clay Cope,Independent,total,188,11291
Connecticut,watertown,Clay Cope,Republican,total,6010,11291
Connecticut,watertown,Elizabeth Esty,Democratic,total,4415,11291
Connecticut,watertown,Elizabeth Esty,Working families,total,678,11291
Connecticut,watertown,Mark Greenstein,Other,total,0,11291
Connecticut,watertown,John Pistone,Other,total,0,11291
Connecticut,watertown,Aaron Sperry,Other,total,0,11291
Connecticut,woodbury,Ann-Marie Adams,Other,total,0,5738
Connecticut,woodbury,Clay Cope,Independent,total,54,5738
Connecticut,woodbury,Clay Cope,Republican,total,2864,5738
Connecticut,woodbury,Elizabeth Esty,Democratic,total,2575,5738
Connecticut,woodbury,Elizabeth Esty,Working families,total,245,5738
Connecticut,woodbury,Mark Greenstein,Other,total,0,5738
Connecticut,woodbury,John Pistone,Other,total,0,5738
Connecticut,woodbury,Aaron Sperry,Other,total,0,5738
Connecticut,barkhamsted,Mark Stewart,Other,total,0,2139
Connecticut,barkhamsted,Matthew M. Corey,Republican,total,1078,2139
Connecticut,barkhamsted,S. Michael DeRosa,Green,total,42,2139
Connecticut,barkhamsted,Charles Jackson,Other,total,0,2139
Connecticut,barkhamsted,John B. Larson,Democratic,total,927,2139
Connecticut,barkhamsted,John B. Larson,Working families,total,92,2139
Connecticut,colebrook,Mark Stewart,Other,total,0,865
Connecticut,colebrook,Matthew M. Corey,Republican,total,476,865
Connecticut,colebrook,S. Michael DeRosa,Green,total,19,865
Connecticut,colebrook,Charles Jackson,Other,total,0,865
Connecticut,colebrook,John B. Larson,Democratic,total,324,865
Connecticut,colebrook,John B. Larson,Working families,total,46,865
Connecticut,new hartford,Mark Stewart,Other,total,0,3962
Connecticut,new hartford,Matthew M. Corey,Republican,total,2083,3962
Connecticut,new hartford,S. Michael DeRosa,Green,total,95,3962
Connecticut,new hartford,Charles Jackson,Other,total,0,3962
Connecticut,new hartford,John B. Larson,Democratic,total,1597,3962
Connecticut,new hartford,John B. Larson,Working families,total,187,3962
Connecticut,winchester,Mark Stewart,Other,total,0,4604
Connecticut,winchester,Matthew M. Corey,Republican,total,2283,4604
Connecticut,winchester,S. Michael DeRosa,Green,total,146,4604
Connecticut,winchester,Charles Jackson,Other,total,0,4604
Connecticut,winchester,John B. Larson,Democratic,total,1866,4604
Connecticut,winchester,John B. Larson,Working families,total,309,4604
Connecticut,middlefield,Angel Cadena,Republican,total,1009,2547
Connecticut,middlefield,Rosa L. DeLauro,Democratic,total,1346,2547
Connecticut,middlefield,Rosa L. DeLauro,Working families,total,192,2547
Connecticut,middlefield,Andrew Rule,Other,total,0,2547
Connecticut,middlefield,Christopher Schaefer,Other,total,0,2547
Connecticut,clinton,Joe Courtney,Democratic,total,3783,6953
Connecticut,clinton,Joe Courtney,Working families,total,362,6953
Connecticut,clinton,Daria Novak,Republican,total,2646,6953
Connecticut,clinton,Jonathan Pelto,Green,total,81,6953
Connecticut,clinton,Daniel Reale,Libertarian,total,81,6953
Connecticut,clinton,Elizabeth F. Traceski,Other,total,0,6953
Connecticut,killingworth,Joe Courtney,Democratic,total,2001,3884
Connecticut,killingworth,Joe Courtney,Working families,total,151,3884
Connecticut,killingworth,Daria Novak,Republican,total,1649,3884
Connecticut,killingworth,Jonathan Pelto,Green,total,35,3884
Connecticut,killingworth,Daniel Reale,Libertarian,total,48,3884
Connecticut,killingworth,Elizabeth F. Traceski,Other,total,0,3884
Connecticut,westbrook,Joe Courtney,Democratic,total,1935,3651
Connecticut,westbrook,Joe Courtney,Working families,total,224,3651
Connecticut,westbrook,Daria Novak,Republican,total,1412,3651
Connecticut,westbrook,Jonathan Pelto,Green,total,52,3651
Connecticut,westbrook,Daniel Reale,Libertarian,total,28,3651
Connecticut,westbrook,Elizabeth F. Traceski,Other,total,0,3651
Connecticut,middletown,Angel Cadena,Republican,total,5117,20099
Connecticut,middletown,Rosa L. DeLauro,Democratic,total,11482,20099
Connecticut,middletown,Rosa L. DeLauro,Working families,total,1225,20099
Connecticut,middletown,Andrew Rule,Other,total,0,20099
Connecticut,middletown,Christopher Schaefer,Other,total,0,20099
Connecticut,middletown,Mark Stewart,Other,total,0,20099
Connecticut,middletown,Matthew M. Corey,Republican,total,802,20099
Connecticut,middletown,S. Michael DeRosa,Green,total,49,20099
Connecticut,middletown,Charles Jackson,Other,total,0,20099
Connecticut,middletown,John B. Larson,Democratic,total,1347,20099
Connecticut,middletown,John B. Larson,Working families,total,77,20099
Connecticut,durham,Angel Cadena,Republican,total,1841,4191
Connecticut,durham,Rosa L. DeLauro,Democratic,total,2053,4191
Connecticut,durham,Rosa L. DeLauro,Working families,total,297,4191
Connecticut,durham,Andrew Rule,Other,total,0,4191
Connecticut,durham,Christopher Schaefer,Other,total,0,4191
Connecticut,chester,Joe Courtney,Democratic,total,1457,2216
Connecticut,chester,Joe Courtney,Working families,total,104,2216
Connecticut,chester,Daria Novak,Republican,total,599,2216
Connecticut,chester,Jonathan Pelto,Green,total,34,2216
Connecticut,chester,Daniel Reale,Libertarian,total,22,2216
Connecticut,chester,Elizabeth F. Traceski,Other,total,0,2216
Connecticut,deep river,Joe Courtney,Democratic,total,1535,2524
Connecticut,deep river,Joe Courtney,Working families,total,132,2524
Connecticut,deep river,Daria Novak,Republican,total,808,2524
Connecticut,deep river,Jonathan Pelto,Green,total,30,2524
Connecticut,deep river,Daniel Reale,Libertarian,total,19,2524
Connecticut,deep river,Elizabeth F. Traceski,Other,total,0,2524
Connecticut,east haddam,Joe Courtney,Democratic,total,2563,4926
Connecticut,east haddam,Joe Courtney,Working families,total,292,4926
Connecticut,east haddam,Daria Novak,Republican,total,1936,4926
Connecticut,east haddam,Jonathan Pelto,Green,total,71,4926
Connecticut,east haddam,Daniel Reale,Libertarian,total,64,4926
Connecticut,east haddam,Elizabeth F. Traceski,Other,total,0,4926
Connecticut,east hampton,Joe Courtney,Democratic,total,3488,6913
Connecticut,east hampton,Joe Courtney,Working families,total,501,6913
Connecticut,east hampton,Daria Novak,Republican,total,2718,6913
Connecticut,east hampton,Jonathan Pelto,Green,total,90,6913
Connecticut,east hampton,Daniel Reale,Libertarian,total,116,6913
Connecticut,east hampton,Elizabeth F. Traceski,Other,total,0,6913
Connecticut,essex,Joe Courtney,Democratic,total,2623,4246
Connecticut,essex,Joe Courtney,Working families,total,149,4246
Connecticut,essex,Daria Novak,Republican,total,1402,4246
Connecticut,essex,Jonathan Pelto,Green,total,43,4246
Connecticut,essex,Daniel Reale,Libertarian,total,29,4246
Connecticut,essex,Elizabeth F. Traceski,Other,total,0,4246
Connecticut,haddam,Joe Courtney,Democratic,total,2403,4842
Connecticut,haddam,Joe Courtney,Working families,total,240,4842
Connecticut,haddam,Daria Novak,Republican,total,2064,4842
Connecticut,haddam,Jonathan Pelto,Green,total,82,4842
Connecticut,haddam,Daniel Reale,Libertarian,total,53,4842
Connecticut,haddam,Elizabeth F. Traceski,Other,total,0,4842
Connecticut,old saybrook,Joe Courtney,Democratic,total,3511,6088
Connecticut,old saybrook,Joe Courtney,Working families,total,281,6088
Connecticut,old saybrook,Daria Novak,Republican,total,2180,6088
Connecticut,old saybrook,Jonathan Pelto,Green,total,64,6088
Connecticut,old saybrook,Daniel Reale,Libertarian,total,52,6088
Connecticut,old saybrook,Elizabeth F. Traceski,Other,total,0,6088
Connecticut,portland,Mark Stewart,Other,total,0,5050
Connecticut,portland,Matthew M. Corey,Republican,total,2029,5050
Connecticut,portland,S. Michael DeRosa,Green,total,119,5050
Connecticut,portland,Charles Jackson,Other,total,0,5050
Connecticut,portland,John B. Larson,Democratic,total,2614,5050
Connecticut,portland,John B. Larson,Working families,total,288,5050
Connecticut,cromwell,Mark Stewart,Other,total,0,7360
Connecticut,cromwell,Matthew M. Corey,Republican,total,2922,7360
Connecticut,cromwell,S. Michael DeRosa,Green,total,146,7360
Connecticut,cromwell,Charles Jackson,Other,total,0,7360
Connecticut,cromwell,John B. Larson,Democratic,total,3933,7360
Connecticut,cromwell,John B. Larson,Working families,total,359,7360
Connecticut,madison,Joe Courtney,Democratic,total,5720,10703
Connecticut,madison,Joe Courtney,Working families,total,326,10703
Connecticut,madison,Daria Novak,Republican,total,4487,10703
Connecticut,madison,Jonathan Pelto,Green,total,98,10703
Connecticut,madison,Daniel Reale,Libertarian,total,72,10703
Connecticut,madison,Elizabeth F. Traceski,Other,total,0,10703
Connecticut,orange,Angel Cadena,Republican,total,3242,8202
Connecticut,orange,Rosa L. DeLauro,Democratic,total,4450,8202
Connecticut,orange,Rosa L. DeLauro,Working families,total,510,8202
Connecticut,orange,Andrew Rule,Other,total,0,8202
Connecticut,orange,Christopher Schaefer,Other,total,0,8202
Connecticut,meriden,Ann-Marie Adams,Other,total,0,20810
Connecticut,meriden,Clay Cope,Independent,total,358,20810
Connecticut,meriden,Clay Cope,Republican,total,6599,20810
Connecticut,meriden,Elizabeth Esty,Democratic,total,12529,20810
Connecticut,meriden,Elizabeth Esty,Working families,total,1322,20810
Connecticut,meriden,Mark Greenstein,Other,total,0,20810
Connecticut,meriden,John Pistone,Other,total,2,20810
Connecticut,meriden,Aaron Sperry,Other,total,0,20810
Connecticut,cheshire,Ann-Marie Adams,Other,total,0,15214
Connecticut,cheshire,Clay Cope,Independent,total,178,15214
Connecticut,cheshire,Clay Cope,Republican,total,6299,15214
Connecticut,cheshire,Elizabeth Esty,Democratic,total,8098,15214
Connecticut,cheshire,Elizabeth Esty,Working families,total,639,15214
Connecticut,cheshire,Mark Greenstein,Other,total,0,15214
Connecticut,cheshire,John Pistone,Other,total,0,15214
Connecticut,cheshire,Aaron Sperry,Other,total,0,15214
Connecticut,middlebury,Ann-Marie Adams,Other,total,0,4262
Connecticut,middlebury,Clay Cope,Independent,total,75,4262
Connecticut,middlebury,Clay Cope,Republican,total,2275,4262
Connecticut,middlebury,Elizabeth Esty,Democratic,total,1706,4262
Connecticut,middlebury,Elizabeth Esty,Working families,total,206,4262
Connecticut,middlebury,Mark Greenstein,Other,total,0,4262
Connecticut,middlebury,John Pistone,Other,total,0,4262
Connecticut,middlebury,Aaron Sperry,Other,total,0,4262
Connecticut,southbury,Ann-Marie Adams,Other,total,0,11263
Connecticut,southbury,Clay Cope,Independent,total,138,11263
Connecticut,southbury,Clay Cope,Republican,total,5602,11263
Connecticut,southbury,Elizabeth Esty,Democratic,total,5106,11263
Connecticut,southbury,Elizabeth Esty,Working families,total,417,11263
Connecticut,southbury,Mark Greenstein,Other,total,0,11263
Connecticut,southbury,John Pistone,Other,total,0,11263
Connecticut,southbury,Aaron Sperry,Other,total,0,11263
Connecticut,waterbury,Ann-Marie Adams,Other,total,0,30863
Connecticut,waterbury,Clay Cope,Independent,total,443,30863
Connecticut,waterbury,Clay Cope,Republican,total,6861,30863
Connecticut,waterbury,Elizabeth Esty,Democratic,total,16208,30863
Connecticut,waterbury,Elizabeth Esty,Working families,total,1741,30863
Connecticut,waterbury,Mark Greenstein,Other,total,0,30863
Connecticut,waterbury,John Pistone,Other,total,0,30863
Connecticut,waterbury,Aaron Sperry,Other,total,0,30863
Connecticut,waterbury,Angel Cadena,Republican,total,2041,30863
Connecticut,waterbury,Rosa L. DeLauro,Democratic,total,3144,30863
Connecticut,waterbury,Rosa L. DeLauro,Working families,total,425,30863
Connecticut,waterbury,Andrew Rule,Other,total,0,30863
Connecticut,waterbury,Christopher Schaefer,Other,total,0,30863
Connecticut,wolcott,Ann-Marie Adams,Other,total,0,8690
Connecticut,wolcott,Clay Cope,Independent,total,169,8690
Connecticut,wolcott,Clay Cope,Republican,total,4716,8690
Connecticut,wolcott,Elizabeth Esty,Democratic,total,3169,8690
Connecticut,wolcott,Elizabeth Esty,Working families,total,635,8690
Connecticut,wolcott,Mark Greenstein,Other,total,0,8690
Connecticut,wolcott,John Pistone,Other,total,1,8690
Connecticut,wolcott,Aaron Sperry,Other,total,0,8690
Connecticut,hamden,Angel Cadena,Republican,total,6136,26835
Connecticut,hamden,Rosa L. DeLauro,Democratic,total,19236,26835
Connecticut,hamden,Rosa L. DeLauro,Working families,total,1460,26835
Connecticut,hamden,Andrew Rule,Other,total,1,26835
Connecticut,hamden,Christopher Schaefer,Other,total,2,26835
Connecticut,east haven,Angel Cadena,Republican,total,4091,11993
Connecticut,east haven,Rosa L. DeLauro,Democratic,total,6780,11993
Connecticut,east haven,Rosa L. DeLauro,Working families,total,1122,11993
Connecticut,east haven,Andrew Rule,Other,total,0,11993
Connecticut,east haven,Christopher Schaefer,Other,total,0,11993
Connecticut,north haven,Angel Cadena,Republican,total,4987,13155
Connecticut,north haven,Rosa L. DeLauro,Democratic,total,7049,13155
Connecticut,north haven,Rosa L. DeLauro,Working families,total,1119,13155
Connecticut,north haven,Andrew Rule,Other,total,0,13155
Connecticut,north haven,Christopher Schaefer,Other,total,0,13155
Connecticut,wallingford,Angel Cadena,Republican,total,7960,21877
Connecticut,wallingford,Rosa L. DeLauro,Democratic,total,12073,21877
Connecticut,wallingford,Rosa L. DeLauro,Working families,total,1842,21877
Connecticut,wallingford,Andrew Rule,Other,total,2,21877
Connecticut,wallingford,Christopher Schaefer,Other,total,0,21877
Connecticut,ansonia,Angel Cadena,Republican,total,2478,9366
Connecticut,ansonia,Rosa L. DeLauro,Democratic,total,6316,9366
Connecticut,ansonia,Rosa L. DeLauro,Working families,total,572,9366
Connecticut,ansonia,Andrew Rule,Other,total,0,9366
Connecticut,ansonia,Christopher Schaefer,Other,total,0,9366
Connecticut,beacon falls,Angel Cadena,Republican,total,1546,3201
Connecticut,beacon falls,Rosa L. DeLauro,Democratic,total,1413,3201
Connecticut,beacon falls,Rosa L. DeLauro,Working families,total,242,3201
Connecticut,beacon falls,Andrew Rule,Other,total,0,3201
Connecticut,beacon falls,Christopher Schaefer,Other,total,0,3201
Connecticut,bethany,Angel Cadena,Republican,total,1417,3302
Connecticut,bethany,Rosa L. DeLauro,Democratic,total,1660,3302
Connecticut,bethany,Rosa L. DeLauro,Working families,total,224,3302
Connecticut,bethany,Andrew Rule,Other,total,0,3302
Connecticut,bethany,Christopher Schaefer,Other,total,1,3302
Connecticut,branford,Angel Cadena,Republican,total,4912,15296
Connecticut,branford,Rosa L. DeLauro,Democratic,total,9481,15296
Connecticut,branford,Rosa L. DeLauro,Working families,total,902,15296
Connecticut,branford,Andrew Rule,Other,total,0,15296
Connecticut,branford,Christopher Schaefer,Other,total,1,15296
Connecticut,derby,Angel Cadena,Republican,total,1797,4865
Connecticut,derby,Rosa L. DeLauro,Democratic,total,2690,4865
Connecticut,derby,Rosa L. DeLauro,Working families,total,378,4865
Connecticut,derby,Andrew Rule,Other,total,0,4865
Connecticut,derby,Christopher Schaefer,Other,total,0,4865
Connecticut,guilford,Angel Cadena,Republican,total,4127,13059
Connecticut,guilford,Rosa L. DeLauro,Democratic,total,8195,13059
Connecticut,guilford,Rosa L. DeLauro,Working families,total,737,13059
Connecticut,guilford,Andrew Rule,Other,total,0,13059
Connecticut,guilford,Christopher Schaefer,Other,total,0,13059
Connecticut,milford,Angel Cadena,Republican,total,9904,27209
Connecticut,milford,Rosa L. DeLauro,Democratic,total,15383,27209
Connecticut,milford,Rosa L. DeLauro,Working families,total,1922,27209
Connecticut,milford,Andrew Rule,Other,total,0,27209
Connecticut,milford,Christopher Schaefer,Other,total,0,27209
Connecticut,naugatuck,Angel Cadena,Republican,total,5329,12467
Connecticut,naugatuck,Rosa L. DeLauro,Democratic,total,5952,12467
Connecticut,naugatuck,Rosa L. DeLauro,Working families,total,1186,12467
Connecticut,naugatuck,Andrew Rule,Other,total,0,12467
Connecticut,naugatuck,Christopher Schaefer,Other,total,0,12467
Connecticut,new haven,Angel Cadena,Republican,total,3518,37506
Connecticut,new haven,Rosa L. DeLauro,Democratic,total,32123,37506
Connecticut,new haven,Rosa L. DeLauro,Working families,total,1853,37506
Connecticut,new haven,Andrew Rule,Other,total,0,37506
Connecticut,new haven,Christopher Schaefer,Other,total,12,37506
Connecticut,north branford,Angel Cadena,Republican,total,3027,7333
Connecticut,north branford,Rosa L. DeLauro,Democratic,total,3663,7333
Connecticut,north branford,Rosa L. DeLauro,Working families,total,643,7333
Connecticut,north branford,Andrew Rule,Other,total,0,7333
Connecticut,north branford,Christopher Schaefer,Other,total,0,7333
Connecticut,oxford,Jim Himes,Democratic,total,2660,6930
Connecticut,oxford,John Shaban,Independent,total,136,6930
Connecticut,oxford,John Shaban,Republican,total,4134,6930
Connecticut,oxford,Carl E. Vassar,Other,total,0,6930
Connecticut,prospect,Angel Cadena,Republican,total,2837,5360
Connecticut,prospect,Rosa L. DeLauro,Democratic,total,2140,5360
Connecticut,prospect,Rosa L. DeLauro,Working families,total,383,5360
Connecticut,prospect,Andrew Rule,Other,total,0,5360
Connecticut,prospect,Christopher Schaefer,Other,total,0,5360
Connecticut,seymour,Angel Cadena,Republican,total,3560,7975
Connecticut,seymour,Rosa L. DeLauro,Democratic,total,3761,7975
Connecticut,seymour,Rosa L. DeLauro,Working families,total,654,7975
Connecticut,seymour,Andrew Rule,Other,total,0,7975
Connecticut,seymour,Christopher Schaefer,Other,total,0,7975
Connecticut,west haven,Angel Cadena,Republican,total,5020,19856
Connecticut,west haven,Rosa L. DeLauro,Democratic,total,13403,19856
Connecticut,west haven,Rosa L. DeLauro,Working families,total,1432,19856
Connecticut,west haven,Andrew Rule,Other,total,0,19856
Connecticut,west haven,Christopher Schaefer,Other,total,1,19856
Connecticut,woodbridge,Angel Cadena,Republican,total,1621,5252
Connecticut,woodbridge,Rosa L. DeLauro,Democratic,total,3383,5252
Connecticut,woodbridge,Rosa L. DeLauro,Working families,total,247,5252
Connecticut,woodbridge,Andrew Rule,Other,total,0,5252
Connecticut,woodbridge,Christopher Schaefer,Other,total,1,5252
Connecticut,franklin,Joe Courtney,Democratic,total,607,1071
Connecticut,franklin,Joe Courtney,Working families,total,105,1071
Connecticut,franklin,Daria Novak,Republican,total,332,1071
Connecticut,franklin,Jonathan Pelto,Green,total,9,1071
Connecticut,franklin,Daniel Reale,Libertarian,total,18,1071
Connecticut,franklin,Elizabeth F. Traceski,Other,total,0,1071
Connecticut,colchester,Joe Courtney,Democratic,total,4823,8622
Connecticut,colchester,Joe Courtney,Working families,total,538,8622
Connecticut,colchester,Daria Novak,Republican,total,3016,8622
Connecticut,colchester,Jonathan Pelto,Green,total,107,8622
Connecticut,colchester,Daniel Reale,Libertarian,total,137,8622
Connecticut,colchester,Elizabeth F. Traceski,Other,total,1,8622
Connecticut,lyme,Joe Courtney,Democratic,total,1043,1695
Connecticut,lyme,Joe Courtney,Working families,total,83,1695
Connecticut,lyme,Daria Novak,Republican,total,532,1695
Connecticut,lyme,Jonathan Pelto,Green,total,20,1695
Connecticut,lyme,Daniel Reale,Libertarian,total,17,1695
Connecticut,lyme,Elizabeth F. Traceski,Other,total,0,1695
Connecticut,bozrah,Joe Courtney,Democratic,total,709,1353
Connecticut,bozrah,Joe Courtney,Working families,total,136,1353
Connecticut,bozrah,Daria Novak,Republican,total,453,1353
Connecticut,bozrah,Jonathan Pelto,Green,total,30,1353
Connecticut,bozrah,Daniel Reale,Libertarian,total,25,1353
Connecticut,bozrah,Elizabeth F. Traceski,Other,total,0,1353
Connecticut,east lyme,Joe Courtney,Democratic,total,6254,9967
Connecticut,east lyme,Joe Courtney,Working families,total,594,9967
Connecticut,east lyme,Daria Novak,Republican,total,2912,9967
Connecticut,east lyme,Jonathan Pelto,Green,total,112,9967
Connecticut,east lyme,Daniel Reale,Libertarian,total,95,9967
Connecticut,east lyme,Elizabeth F. Traceski,Other,total,0,9967
Connecticut,griswold,Joe Courtney,Democratic,total,2720,5020
Connecticut,griswold,Joe Courtney,Working families,total,526,5020
Connecticut,griswold,Daria Novak,Republican,total,1634,5020
Connecticut,griswold,Jonathan Pelto,Green,total,49,5020
Connecticut,griswold,Daniel Reale,Libertarian,total,91,5020
Connecticut,griswold,Elizabeth F. Traceski,Other,total,0,5020
Connecticut,groton,Joe Courtney,Democratic,total,9396,14716
Connecticut,groton,Joe Courtney,Working families,total,1050,14716
Connecticut,groton,Daria Novak,Republican,total,3852,14716
Connecticut,groton,Jonathan Pelto,Green,total,194,14716
Connecticut,groton,Daniel Reale,Libertarian,total,224,14716
Connecticut,groton,Elizabeth F. Traceski,Other,total,0,14716
Connecticut,lebanon,Joe Courtney,Democratic,total,2008,3863
Connecticut,lebanon,Joe Courtney,Working families,total,272,3863
Connecticut,lebanon,Daria Novak,Republican,total,1464,3863
Connecticut,lebanon,Jonathan Pelto,Green,total,61,3863
Connecticut,lebanon,Daniel Reale,Libertarian,total,58,3863
Connecticut,lebanon,Elizabeth F. Traceski,Other,total,0,3863
Connecticut,ledyard,Joe Courtney,Democratic,total,3932,7090
Connecticut,ledyard,Joe Courtney,Working families,total,597,7090
Connecticut,ledyard,Daria Novak,Republican,total,2332,7090
Connecticut,ledyard,Jonathan Pelto,Green,total,103,7090
Connecticut,ledyard,Daniel Reale,Libertarian,total,126,7090
Connecticut,ledyard,Elizabeth F. Traceski,Other,total,0,7090
Connecticut,lisbon,Joe Courtney,Democratic,total,1228,2125
Connecticut,lisbon,Joe Courtney,Working families,total,189,2125
Connecticut,lisbon,Daria Novak,Republican,total,658,2125
Connecticut,lisbon,Jonathan Pelto,Green,total,18,2125
Connecticut,lisbon,Daniel Reale,Libertarian,total,32,2125
Connecticut,lisbon,Elizabeth F. Traceski,Other,total,0,2125
Connecticut,montville,Joe Courtney,Democratic,total,4204,7695
Connecticut,montville,Joe Courtney,Working families,total,762,7695
Connecticut,montville,Daria Novak,Republican,total,2500,7695
Connecticut,montville,Jonathan Pelto,Green,total,123,7695
Connecticut,montville,Daniel Reale,Libertarian,total,106,7695
Connecticut,montville,Elizabeth F. Traceski,Other,total,0,7695
Connecticut,new london,Joe Courtney,Democratic,total,6002,8115
Connecticut,new london,Joe Courtney,Working families,total,551,8115
Connecticut,new london,Daria Novak,Republican,total,1166,8115
Connecticut,new london,Jonathan Pelto,Green,total,285,8115
Connecticut,new london,Daniel Reale,Libertarian,total,111,8115
Connecticut,new london,Elizabeth F. Traceski,Other,total,0,8115
Connecticut,north stonington,Joe Courtney,Democratic,total,1600,2925
Connecticut,north stonington,Joe Courtney,Working families,total,243,2925
Connecticut,north stonington,Daria Novak,Republican,total,997,2925
Connecticut,north stonington,Jonathan Pelto,Green,total,41,2925
Connecticut,north stonington,Daniel Reale,Libertarian,total,44,2925
Connecticut,north stonington,Elizabeth F. Traceski,Other,total,0,2925
Connecticut,norwich,Joe Courtney,Democratic,total,8343,12874
Connecticut,norwich,Joe Courtney,Working families,total,1067,12874
Connecticut,norwich,Daria Novak,Republican,total,3016,12874
Connecticut,norwich,Jonathan Pelto,Green,total,212,12874
Connecticut,norwich,Daniel Reale,Libertarian,total,236,12874
Connecticut,norwich,Elizabeth F. Traceski,Other,total,0,12874
Connecticut,old lyme,Joe Courtney,Democratic,total,2760,4649
Connecticut,old lyme,Joe Courtney,Working families,total,247,4649
Connecticut,old lyme,Daria Novak,Republican,total,1552,4649
Connecticut,old lyme,Jonathan Pelto,Green,total,49,4649
Connecticut,old lyme,Daniel Reale,Libertarian,total,41,4649
Connecticut,old lyme,Elizabeth F. Traceski,Other,total,0,4649
Connecticut,preston,Joe Courtney,Democratic,total,1266,2405
Connecticut,preston,Joe Courtney,Working families,total,202,2405
Connecticut,preston,Daria Novak,Republican,total,867,2405
Connecticut,preston,Jonathan Pelto,Green,total,37,2405
Connecticut,preston,Daniel Reale,Libertarian,total,33,2405
Connecticut,preston,Elizabeth F. Traceski,Other,total,0,2405
Connecticut,salem,Joe Courtney,Democratic,total,1228,2301
Connecticut,salem,Joe Courtney,Working families,total,158,2301
Connecticut,salem,Daria Novak,Republican,total,868,2301
Connecticut,salem,Jonathan Pelto,Green,total,21,2301
Connecticut,salem,Daniel Reale,Libertarian,total,26,2301
Connecticut,salem,Elizabeth F. Traceski,Other,total,0,2301
Connecticut,sprague,Joe Courtney,Democratic,total,803,1472
Connecticut,sprague,Joe Courtney,Working families,total,144,1472
Connecticut,sprague,Daria Novak,Republican,total,479,1472
Connecticut,sprague,Jonathan Pelto,Green,total,23,1472
Connecticut,sprague,Daniel Reale,Libertarian,total,23,1472
Connecticut,sprague,Elizabeth F. Traceski,Other,total,0,1472
Connecticut,stonington,Joe Courtney,Democratic,total,6403,9934
Connecticut,stonington,Joe Courtney,Working families,total,564,9934
Connecticut,stonington,Daria Novak,Republican,total,2741,9934
Connecticut,stonington,Jonathan Pelto,Green,total,117,9934
Connecticut,stonington,Daniel Reale,Libertarian,total,109,9934
Connecticut,stonington,Elizabeth F. Traceski,Other,total,0,9934
