state,county_name,candidate,party,mode,votes,Total Votes
Alabama,cherokee,Jesse Smith,Democratic,absentee,89,10421
Alabama,cherokee,Mike Rogers,Republican,absentee,328,10421
Alabama,cherokee,Write in,Other,regular,12,10421
Alabama,cherokee,Robert Aderholt,Republican,regular,595,10421
Alabama,cherokee,Jesse Smith,Democratic,regular,1613,10421
Alabama,cherokee,Mike Rogers,Republican,regular,7771,10421
Alabama,chilton,Write in,Other,absentee,0,17731
Alabama,chilton,David J. Putman,Democratic,absentee,368,17731
Alabama,chilton,Gary Palmer,Republican,absentee,471,17731
Alabama,chilton,Write in,Other,regular,12,17731
Alabama,chilton,David J. Putman,Democratic,regular,2628,17731
Alabama,chilton,Gary Palmer,Republican,regular,14252,17731
Alabama,choctaw,Write in,Other,absentee,1,4426
Alabama,choctaw,Terri A. Sewell,Democratic,absentee,211,4426
Alabama,choctaw,Write in,Other,regular,93,4426
Alabama,choctaw,Terri A. Sewell,Democratic,regular,4121,4426
Alabama,clarke,Write in,Other,absentee,2,8189
Alabama,clarke,Bradley Byrne,Republican,absentee,157,8189
Alabama,clarke,Terri A. Sewell,Democratic,absentee,240,8189
Alabama,clarke,Write in,Other,regular,125,8189
Alabama,clarke,Bradley Byrne,Republican,regular,2691,8189
Alabama,clarke,Terri A. Sewell,Democratic,regular,4974,8189
Alabama,clay,Write in,Other,absentee,0,6552
Alabama,clay,Jesse Smith,Democratic,absentee,76,6552
Alabama,clay,Mike Rogers,Republican,absentee,272,6552
Alabama,clay,Write in,Other,regular,4,6552
Alabama,clay,Jesse Smith,Democratic,regular,1241,6552
Alabama,clay,Mike Rogers,Republican,regular,4959,6552
Alabama,cleburne,Write in,Other,absentee,0,6417
Alabama,cleburne,Jesse Smith,Democratic,absentee,33,6417
Alabama,cleburne,Mike Rogers,Republican,absentee,221,6417
Alabama,cleburne,Write in,Other,regular,4,6417
Alabama,cleburne,Jesse Smith,Democratic,regular,736,6417
Alabama,cleburne,Mike Rogers,Republican,regular,5423,6417
Alabama,coffee,Write in,Other,absentee,61,19881
Alabama,coffee,Nathan Mathis,Democratic,absentee,245,19881
Alabama,coffee,Martha Roby,Republican,absentee,538,19881
Alabama,coffee,Write in,Other,regular,3026,19881
Alabama,coffee,Nathan Mathis,Democratic,regular,5672,19881
Alabama,coffee,Martha Roby,Republican,regular,10339,19881
Alabama,colbert,Write in,Other,absentee,12,16995
Alabama,colbert,Robert Aderholt,Republican,absentee,588,16995
Alabama,colbert,Write in,Other,regular,307,16995
Alabama,colbert,Robert Aderholt,Republican,regular,16088,16995
Alabama,conecuh,Write in,Other,absentee,0,6141
Alabama,conecuh,Nathan Mathis,Democratic,absentee,209,6141
Alabama,conecuh,Martha Roby,Republican,absentee,99,6141
Alabama,conecuh,Write in,Other,regular,43,6141
Alabama,conecuh,Nathan Mathis,Democratic,regular,3000,6141
Alabama,conecuh,Martha Roby,Republican,regular,2790,6141
Alabama,coosa,Write in,Other,absentee,0,5106
Alabama,coosa,David J. Putman,Democratic,absentee,44,5106
Alabama,coosa,Gary Palmer,Republican,absentee,119,5106
Alabama,coosa,Write in,Other,regular,3,5106
Alabama,coosa,David J. Putman,Democratic,regular,1722,5106
Alabama,coosa,Gary Palmer,Republican,regular,3218,5106
Alabama,covington,Write in,Other,absentee,31,15108
Alabama,covington,Nathan Mathis,Democratic,absentee,132,15108
Alabama,covington,Martha Roby,Republican,absentee,539,15108
Alabama,covington,Write in,Other,regular,1778,15108
Alabama,covington,Nathan Mathis,Democratic,regular,3627,15108
Alabama,covington,Martha Roby,Republican,regular,9001,15108
Alabama,crenshaw,Write in,Other,absentee,5,6003
Alabama,crenshaw,Nathan Mathis,Democratic,absentee,53,6003
Alabama,crenshaw,Martha Roby,Republican,absentee,134,6003
Alabama,crenshaw,Write in,Other,regular,494,6003
Alabama,crenshaw,Nathan Mathis,Democratic,regular,2164,6003
Alabama,crenshaw,Martha Roby,Republican,regular,3153,6003
Alabama,cullman,Write in,Other,absentee,13,33550
Alabama,cullman,Robert Aderholt,Republican,absentee,1093,33550
Alabama,cullman,Write in,Other,regular,298,33550
Alabama,cullman,Robert Aderholt,Republican,regular,32146,33550
Alabama,dale,Write in,Other,absentee,54,17999
Alabama,dale,Nathan Mathis,Democratic,absentee,241,17999
Alabama,dale,Martha Roby,Republican,absentee,488,17999
Alabama,dale,Write in,Other,regular,2886,17999
Alabama,dale,Nathan Mathis,Democratic,regular,5830,17999
Alabama,dale,Martha Roby,Republican,regular,8500,17999
Alabama,dallas,Write in,Other,absentee,11,15073
Alabama,dallas,Terri A. Sewell,Democratic,absentee,643,15073
Alabama,dallas,Write in,Other,regular,190,15073
Alabama,dallas,Terri A. Sewell,Democratic,regular,14229,15073
Alabama,dekalb,Write in,Other,absentee,10,21387
Alabama,dekalb,Robert Aderholt,Republican,absentee,672,21387
Alabama,dekalb,Write in,Other,regular,334,21387
Alabama,dekalb,Robert Aderholt,Republican,regular,20371,21387
Alabama,elmore,Write in,Other,absentee,88,35703
Alabama,elmore,Nathan Mathis,Democratic,absentee,497,35703
Alabama,elmore,Martha Roby,Republican,absentee,758,35703
Alabama,elmore,Write in,Other,regular,4523,35703
Alabama,elmore,Nathan Mathis,Democratic,regular,10076,35703
Alabama,elmore,Martha Roby,Republican,regular,19761,35703
Alabama,escambia,Write in,Other,absentee,18,10597
Alabama,escambia,Bradley Byrne,Republican,absentee,744,10597
Alabama,escambia,Write in,Other,regular,185,10597
Alabama,escambia,Bradley Byrne,Republican,regular,9650,10597
Alabama,etowah,Write in,Other,absentee,21,34642
Alabama,etowah,Robert Aderholt,Republican,absentee,1134,34642
Alabama,etowah,Write in,Other,regular,776,34642
Alabama,etowah,Robert Aderholt,Republican,regular,32711,34642
Alabama,fayette,Write in,Other,absentee,4,6751
Alabama,fayette,Robert Aderholt,Republican,absentee,179,6751
Alabama,fayette,Write in,Other,regular,55,6751
Alabama,fayette,Robert Aderholt,Republican,regular,6513,6751
Alabama,franklin,Write in,Other,absentee,2,9188
Alabama,franklin,Robert Aderholt,Republican,absentee,369,9188
Alabama,franklin,Write in,Other,regular,123,9188
Alabama,franklin,Robert Aderholt,Republican,regular,8694,9188
Alabama,geneva,Write in,Other,absentee,29,11249
Alabama,geneva,Nathan Mathis,Democratic,absentee,119,11249
Alabama,geneva,Martha Roby,Republican,absentee,223,11249
Alabama,geneva,Write in,Other,regular,2127,11249
Alabama,geneva,Nathan Mathis,Democratic,regular,3418,11249
Alabama,geneva,Martha Roby,Republican,regular,5333,11249
Alabama,greene,Write in,Other,absentee,1,4230
Alabama,greene,Terri A. Sewell,Democratic,absentee,226,4230
Alabama,greene,Write in,Other,regular,24,4230
Alabama,greene,Terri A. Sewell,Democratic,regular,3979,4230
Alabama,hale,Write in,Other,absentee,0,5792
Alabama,hale,Terri A. Sewell,Democratic,absentee,275,5792
Alabama,hale,Write in,Other,regular,92,5792
Alabama,hale,Terri A. Sewell,Democratic,regular,5425,5792
Alabama,henry,Write in,Other,absentee,13,7736
Alabama,henry,Nathan Mathis,Democratic,absentee,192,7736
Alabama,henry,Martha Roby,Republican,absentee,208,7736
Alabama,henry,Write in,Other,regular,1132,7736
Alabama,henry,Nathan Mathis,Democratic,regular,2935,7736
Alabama,henry,Martha Roby,Republican,regular,3256,7736
Alabama,houston,Write in,Other,absentee,149,40954
Alabama,houston,Nathan Mathis,Democratic,absentee,605,40954
Alabama,houston,Martha Roby,Republican,absentee,1142,40954
Alabama,houston,Write in,Other,regular,7222,40954
Alabama,houston,Nathan Mathis,Democratic,regular,14403,40954
Alabama,houston,Martha Roby,Republican,regular,17433,40954
Alabama,jackson,Write in,Other,absentee,4,20034
Alabama,jackson,Robert Aderholt,Republican,absentee,2,20034
Alabama,jackson,"Will Boyd, Jr.",Democratic,absentee,189,20034
Alabama,jackson,Mo Brooks,Republican,absentee,560,20034
Alabama,jackson,Write in,Other,regular,20,20034
Alabama,jackson,Robert Aderholt,Republican,regular,71,20034
Alabama,jackson,"Will Boyd, Jr.",Democratic,regular,4326,20034
Alabama,jackson,Mo Brooks,Republican,regular,14862,20034
Alabama,jefferson,Write in,Other,regular,1156,283944
Alabama,jefferson,David J. Putman,Democratic,regular,49852,283944
Alabama,jefferson,Gary Palmer,Republican,regular,118840,283944
Alabama,jefferson,Terri A. Sewell,Democratic,regular,104690,283944
Alabama,jefferson,Write in,Other,absentee,41,283944
Alabama,jefferson,David J. Putman,Democratic,absentee,2083,283944
Alabama,jefferson,Gary Palmer,Republican,absentee,3555,283944
Alabama,jefferson,Terri A. Sewell,Democratic,absentee,3727,283944
Alabama,lamar,Write in,Other,absentee,2,5730
Alabama,lamar,Robert Aderholt,Republican,absentee,251,5730
Alabama,lamar,Write in,Other,regular,53,5730
Alabama,lamar,Robert Aderholt,Republican,regular,5424,5730
Alabama,lauderdale,Write in,Other,absentee,2,38557
Alabama,lauderdale,"Will Boyd, Jr.",Democratic,absentee,604,38557
Alabama,lauderdale,Mo Brooks,Republican,absentee,1344,38557
Alabama,lauderdale,Write in,Other,regular,40,38557
Alabama,lauderdale,"Will Boyd, Jr.",Democratic,regular,11201,38557
Alabama,lauderdale,Mo Brooks,Republican,regular,25366,38557
Alabama,lawrence,Write in,Other,absentee,2,10698
Alabama,lawrence,Robert Aderholt,Republican,absentee,311,10698
Alabama,lawrence,Write in,Other,regular,132,10698
Alabama,lawrence,Robert Aderholt,Republican,regular,10253,10698
Alabama,lee,Write in,Other,absentee,7,58170
Alabama,lee,Jesse Smith,Democratic,absentee,1034,58170
Alabama,lee,Mike Rogers,Republican,absentee,1966,58170
Alabama,lee,Write in,Other,regular,106,58170
Alabama,lee,Jesse Smith,Democratic,regular,20114,58170
Alabama,lee,Mike Rogers,Republican,regular,34943,58170
Alabama,limestone,Write in,Other,absentee,3,39382
Alabama,limestone,"Will Boyd, Jr.",Democratic,absentee,465,39382
Alabama,limestone,Mo Brooks,Republican,absentee,1518,39382
Alabama,limestone,Write in,Other,regular,43,39382
Alabama,limestone,"Will Boyd, Jr.",Democratic,regular,9778,39382
Alabama,limestone,Mo Brooks,Republican,regular,27575,39382
Alabama,lowndes,Write in,Other,absentee,2,5235
Alabama,lowndes,Terri A. Sewell,Democratic,absentee,192,5235
Alabama,lowndes,Write in,Other,regular,59,5235
Alabama,lowndes,Terri A. Sewell,Democratic,regular,4982,5235
Alabama,macon,Write in,Other,absentee,0,9007
Alabama,macon,Jesse Smith,Democratic,absentee,338,9007
Alabama,macon,Mike Rogers,Republican,absentee,56,9007
Alabama,macon,Write in,Other,regular,7,9007
Alabama,macon,Jesse Smith,Democratic,regular,7062,9007
Alabama,macon,Mike Rogers,Republican,regular,1544,9007
Alabama,madison,Write in,Other,absentee,14,160698
Alabama,madison,"Will Boyd, Jr.",Democratic,absentee,3647,160698
Alabama,madison,Mo Brooks,Republican,absentee,5514,160698
Alabama,madison,Write in,Other,regular,281,160698
Alabama,madison,"Will Boyd, Jr.",Democratic,regular,60017,160698
Alabama,madison,Mo Brooks,Republican,regular,91225,160698
Alabama,marengo,Write in,Other,absentee,7,7482
Alabama,marengo,Terri A. Sewell,Democratic,absentee,507,7482
Alabama,marengo,Write in,Other,regular,132,7482
Alabama,marengo,Terri A. Sewell,Democratic,regular,6836,7482
Alabama,marion,Write in,Other,absentee,5,11402
Alabama,marion,Robert Aderholt,Republican,absentee,372,11402
Alabama,marion,Write in,Other,regular,115,11402
Alabama,marion,Robert Aderholt,Republican,regular,10910,11402
Alabama,marshall,Write in,Other,absentee,11,30169
Alabama,marshall,Robert Aderholt,Republican,absentee,941,30169
Alabama,marshall,Write in,Other,regular,384,30169
Alabama,marshall,Robert Aderholt,Republican,regular,28833,30169
Alabama,mobile,Bradley Byrne,Republican,regular,101989,105221
Alabama,mobile,Bradley Byrne,Republican,absentee,3232,105221
Alabama,monroe,Write in,Other,absentee,3,6056
Alabama,monroe,Bradley Byrne,Republican,absentee,175,6056
Alabama,monroe,Write in,Other,regular,143,6056
Alabama,monroe,Bradley Byrne,Republican,regular,5735,6056
Alabama,montgomery,Write in,Other,absentee,88,93276
Alabama,montgomery,Nathan Mathis,Democratic,absentee,1125,93276
Alabama,montgomery,Martha Roby,Republican,absentee,1145,93276
Alabama,montgomery,Jesse Smith,Democratic,absentee,358,93276
Alabama,montgomery,Mike Rogers,Republican,absentee,572,93276
Alabama,montgomery,Terri A. Sewell,Democratic,absentee,598,93276
Alabama,montgomery,Write in,Other,regular,2114,93276
Alabama,montgomery,Nathan Mathis,Democratic,regular,31292,93276
Alabama,montgomery,Martha Roby,Republican,regular,20591,93276
Alabama,montgomery,Jesse Smith,Democratic,regular,6446,93276
Alabama,montgomery,Mike Rogers,Republican,regular,9806,93276
Alabama,montgomery,Terri A. Sewell,Democratic,regular,19141,93276
Alabama,morgan,Write in,Other,absentee,3,49690
Alabama,morgan,"Will Boyd, Jr.",Democratic,absentee,440,49690
Alabama,morgan,Mo Brooks,Republican,absentee,1393,49690
Alabama,morgan,Write in,Other,regular,34,49690
Alabama,morgan,"Will Boyd, Jr.",Democratic,regular,11555,49690
Alabama,morgan,Mo Brooks,Republican,regular,36265,49690
Alabama,perry,Write in,Other,absentee,1,4260
Alabama,perry,Terri A. Sewell,Democratic,absentee,258,4260
Alabama,perry,Write in,Other,regular,35,4260
Alabama,perry,Terri A. Sewell,Democratic,regular,3966,4260
Alabama,pickens,Write in,Other,absentee,12,6075
Alabama,pickens,Terri A. Sewell,Democratic,absentee,174,6075
Alabama,pickens,Write in,Other,regular,308,6075
Alabama,pickens,Terri A. Sewell,Democratic,regular,5581,6075
Alabama,pike,Write in,Other,absentee,18,12570
Alabama,pike,Nathan Mathis,Democratic,absentee,156,12570
Alabama,pike,Martha Roby,Republican,absentee,224,12570
Alabama,pike,Write in,Other,regular,697,12570
Alabama,pike,Nathan Mathis,Democratic,regular,5652,12570
Alabama,pike,Martha Roby,Republican,regular,5823,12570
Alabama,randolph,Write in,Other,absentee,0,9902
Alabama,randolph,Jesse Smith,Democratic,absentee,100,9902
Alabama,randolph,Mike Rogers,Republican,absentee,417,9902
Alabama,randolph,Write in,Other,regular,10,9902
Alabama,randolph,Jesse Smith,Democratic,regular,2287,9902
Alabama,randolph,Mike Rogers,Republican,regular,7088,9902
Alabama,russell,Write in,Other,absentee,1,18892
Alabama,russell,Jesse Smith,Democratic,absentee,364,18892
Alabama,russell,Mike Rogers,Republican,absentee,520,18892
Alabama,russell,Write in,Other,regular,23,18892
Alabama,russell,Jesse Smith,Democratic,regular,8961,18892
Alabama,russell,Mike Rogers,Republican,regular,9023,18892
Alabama,shelby,Write in,Other,absentee,3,99454
Alabama,shelby,David J. Putman,Democratic,absentee,845,99454
Alabama,shelby,Gary Palmer,Republican,absentee,2880,99454
Alabama,shelby,Write in,Other,regular,81,99454
Alabama,shelby,David J. Putman,Democratic,regular,21503,99454
Alabama,shelby,Gary Palmer,Republican,regular,74142,99454
Alabama,stclair,Write in,Other,absentee,0,37697
Alabama,stclair,Jesse Smith,Democratic,absentee,260,37697
Alabama,stclair,Mike Rogers,Republican,absentee,1042,37697
Alabama,stclair,Write in,Other,regular,46,37697
Alabama,stclair,Jesse Smith,Democratic,regular,5716,37697
Alabama,stclair,Mike Rogers,Republican,regular,30633,37697
Alabama,sumter,Write in,Other,absentee,2,5346
Alabama,sumter,Terri A. Sewell,Democratic,absentee,358,5346
Alabama,sumter,Write in,Other,regular,41,5346
Alabama,sumter,Terri A. Sewell,Democratic,regular,4945,5346
Alabama,talladega,Write in,Other,absentee,1,33104
Alabama,talladega,Jesse Smith,Democratic,absentee,317,33104
Alabama,talladega,Mike Rogers,Republican,absentee,697,33104
Alabama,talladega,Write in,Other,regular,27,33104
Alabama,talladega,Jesse Smith,Democratic,regular,11954,33104
Alabama,talladega,Mike Rogers,Republican,regular,20108,33104
Alabama,tallapoosa,Write in,Other,absentee,0,19231
Alabama,tallapoosa,Jesse Smith,Democratic,absentee,213,19231
Alabama,tallapoosa,Mike Rogers,Republican,absentee,592,19231
Alabama,tallapoosa,Write in,Other,regular,16,19231
Alabama,tallapoosa,Jesse Smith,Democratic,regular,5400,19231
Alabama,tallapoosa,Mike Rogers,Republican,regular,13010,19231
Alabama,tuscaloosa,Write in,Other,absentee,59,58177
Alabama,tuscaloosa,Robert Aderholt,Republican,absentee,816,58177
Alabama,tuscaloosa,Terri A. Sewell,Democratic,absentee,971,58177
Alabama,tuscaloosa,Write in,Other,regular,1749,58177
Alabama,tuscaloosa,Robert Aderholt,Republican,regular,21309,58177
Alabama,tuscaloosa,Terri A. Sewell,Democratic,regular,33273,58177
Alabama,walker,Write in,Other,regular,371,25146
Alabama,walker,Robert Aderholt,Republican,regular,24177,25146
Alabama,walker,Write in,Other,absentee,5,25146
Alabama,walker,Robert Aderholt,Republican,absentee,593,25146
Alabama,washington,Write in,Other,absentee,4,5752
Alabama,washington,Bradley Byrne,Republican,absentee,262,5752
Alabama,washington,Write in,Other,regular,71,5752
Alabama,washington,Bradley Byrne,Republican,regular,5415,5752
Alabama,wilcox,Write in,Other,absentee,2,4584
Alabama,wilcox,Terri A. Sewell,Democratic,absentee,222,4584
Alabama,wilcox,Write in,Other,regular,41,4584
Alabama,wilcox,Terri A. Sewell,Democratic,regular,4319,4584
Alabama,winston,Write in,Other,absentee,6,9203
Alabama,winston,Robert Aderholt,Republican,absentee,304,9203
Alabama,winston,Write in,Other,regular,100,9203
Alabama,winston,Robert Aderholt,Republican,regular,8793,9203
Alaska,district 1,Write in,Other,regular,13,6345
Alaska,district 1,"Lindbeck, Steve",Democratic,regular,1549,6345
Alaska,district 1,"McDermott, Jim C.",Libertarian,regular,511,6345
Alaska,district 1,"Souphanavong, Bernie",New alliance,regular,134,6345
Alaska,district 1,"Young, Don",Republican,regular,2043,6345
Alaska,district 1,Write in,Other,absentee,8,6345
Alaska,district 1,"Lindbeck, Steve",Democratic,absentee,314,6345
Alaska,district 1,"McDermott, Jim C.",Libertarian,absentee,112,6345
Alaska,district 1,"Souphanavong, Bernie",New alliance,absentee,26,6345
Alaska,district 1,"Young, Don",Republican,absentee,465,6345
Alaska,district 1,Write in,Other,early,4,6345
Alaska,district 1,"Lindbeck, Steve",Democratic,early,542,6345
Alaska,district 1,"McDermott, Jim C.",Libertarian,early,115,6345
Alaska,district 1,"Souphanavong, Bernie",New alliance,early,28,6345
Alaska,district 1,"Young, Don",Republican,early,481,6345
Alaska,district 2,Write in,Other,regular,21,4948
Alaska,district 2,"Lindbeck, Steve",Democratic,regular,910,4948
Alaska,district 2,"McDermott, Jim C.",Libertarian,regular,419,4948
Alaska,district 2,"Souphanavong, Bernie",New alliance,regular,101,4948
Alaska,district 2,"Young, Don",Republican,regular,1762,4948
Alaska,district 2,Write in,Other,absentee,7,4948
Alaska,district 2,"Lindbeck, Steve",Democratic,absentee,283,4948
Alaska,district 2,"McDermott, Jim C.",Libertarian,absentee,135,4948
Alaska,district 2,"Souphanavong, Bernie",New alliance,absentee,24,4948
Alaska,district 2,"Young, Don",Republican,absentee,555,4948
Alaska,district 2,Write in,Other,early,1,4948
Alaska,district 2,"Lindbeck, Steve",Democratic,early,317,4948
Alaska,district 2,"McDermott, Jim C.",Libertarian,early,87,4948
Alaska,district 2,"Souphanavong, Bernie",New alliance,early,13,4948
Alaska,district 2,"Young, Don",Republican,early,313,4948
Alaska,district 3,Write in,Other,regular,29,7366
Alaska,district 3,"Lindbeck, Steve",Democratic,regular,1095,7366
Alaska,district 3,"McDermott, Jim C.",Libertarian,regular,732,7366
Alaska,district 3,"Souphanavong, Bernie",New alliance,regular,185,7366
Alaska,district 3,"Young, Don",Republican,regular,3238,7366
Alaska,district 3,Write in,Other,absentee,2,7366
Alaska,district 3,"Lindbeck, Steve",Democratic,absentee,182,7366
Alaska,district 3,"McDermott, Jim C.",Libertarian,absentee,137,7366
Alaska,district 3,"Souphanavong, Bernie",New alliance,absentee,28,7366
Alaska,district 3,"Young, Don",Republican,absentee,678,7366
Alaska,district 3,Write in,Other,early,4,7366
Alaska,district 3,"Lindbeck, Steve",Democratic,early,268,7366
Alaska,district 3,"McDermott, Jim C.",Libertarian,early,146,7366
Alaska,district 3,"Souphanavong, Bernie",New alliance,early,28,7366
Alaska,district 3,"Young, Don",Republican,early,614,7366
Alaska,district 4,Write in,Other,regular,34,9322
Alaska,district 4,"Lindbeck, Steve",Democratic,regular,2675,9322
Alaska,district 4,"McDermott, Jim C.",Libertarian,regular,657,9322
Alaska,district 4,"Souphanavong, Bernie",New alliance,regular,166,9322
Alaska,district 4,"Young, Don",Republican,regular,2701,9322
Alaska,district 4,Write in,Other,absentee,5,9322
Alaska,district 4,"Lindbeck, Steve",Democratic,absentee,625,9322
Alaska,district 4,"McDermott, Jim C.",Libertarian,absentee,142,9322
Alaska,district 4,"Souphanavong, Bernie",New alliance,absentee,27,9322
Alaska,district 4,"Young, Don",Republican,absentee,512,9322
Alaska,district 4,Write in,Other,early,5,9322
Alaska,district 4,"Lindbeck, Steve",Democratic,early,1016,9322
Alaska,district 4,"McDermott, Jim C.",Libertarian,early,147,9322
Alaska,district 4,"Souphanavong, Bernie",New alliance,early,36,9322
Alaska,district 4,"Young, Don",Republican,early,574,9322
Alaska,district 5,Write in,Other,regular,19,7704
Alaska,district 5,"Lindbeck, Steve",Democratic,regular,2024,7704
Alaska,district 5,"McDermott, Jim C.",Libertarian,regular,593,7704
Alaska,district 5,"Souphanavong, Bernie",New alliance,regular,126,7704
Alaska,district 5,"Young, Don",Republican,regular,2389,7704
Alaska,district 5,Write in,Other,absentee,3,7704
Alaska,district 5,"Lindbeck, Steve",Democratic,absentee,501,7704
Alaska,district 5,"McDermott, Jim C.",Libertarian,absentee,159,7704
Alaska,district 5,"Souphanavong, Bernie",New alliance,absentee,34,7704
Alaska,district 5,"Young, Don",Republican,absentee,496,7704
Alaska,district 5,Write in,Other,early,2,7704
Alaska,district 5,"Lindbeck, Steve",Democratic,early,697,7704
Alaska,district 5,"McDermott, Jim C.",Libertarian,early,104,7704
Alaska,district 5,"Souphanavong, Bernie",New alliance,early,32,7704
Alaska,district 5,"Young, Don",Republican,early,525,7704
Alaska,district 6,Write in,Other,regular,23,8103
Alaska,district 6,"Lindbeck, Steve",Democratic,regular,1532,8103
Alaska,district 6,"McDermott, Jim C.",Libertarian,regular,660,8103
Alaska,district 6,"Souphanavong, Bernie",New alliance,regular,200,8103
Alaska,district 6,"Young, Don",Republican,regular,3179,8103
Alaska,district 6,Write in,Other,absentee,15,8103
Alaska,district 6,"Lindbeck, Steve",Democratic,absentee,590,8103
Alaska,district 6,"McDermott, Jim C.",Libertarian,absentee,218,8103
Alaska,district 6,"Souphanavong, Bernie",New alliance,absentee,46,8103
Alaska,district 6,"Young, Don",Republican,absentee,1002,8103
Alaska,district 6,Write in,Other,early,3,8103
Alaska,district 6,"Lindbeck, Steve",Democratic,early,239,8103
Alaska,district 6,"McDermott, Jim C.",Libertarian,early,64,8103
Alaska,district 6,"Souphanavong, Bernie",New alliance,early,13,8103
Alaska,district 6,"Young, Don",Republican,early,319,8103
Alaska,district 7,Write in,Other,regular,41,8017
Alaska,district 7,"Lindbeck, Steve",Democratic,regular,1009,8017
Alaska,district 7,"McDermott, Jim C.",Libertarian,regular,707,8017
Alaska,district 7,"Souphanavong, Bernie",New alliance,regular,190,8017
Alaska,district 7,"Young, Don",Republican,regular,2882,8017
Alaska,district 7,Write in,Other,absentee,8,8017
Alaska,district 7,"Lindbeck, Steve",Democratic,absentee,236,8017
Alaska,district 7,"McDermott, Jim C.",Libertarian,absentee,160,8017
Alaska,district 7,"Souphanavong, Bernie",New alliance,absentee,25,8017
Alaska,district 7,"Young, Don",Republican,absentee,656,8017
Alaska,district 7,Write in,Other,early,8,8017
Alaska,district 7,"Lindbeck, Steve",Democratic,early,563,8017
Alaska,district 7,"McDermott, Jim C.",Libertarian,early,253,8017
Alaska,district 7,"Souphanavong, Bernie",New alliance,early,75,8017
Alaska,district 7,"Young, Don",Republican,early,1204,8017
Alaska,district 8,Write in,Other,regular,43,7742
Alaska,district 8,"Lindbeck, Steve",Democratic,regular,1001,7742
Alaska,district 8,"McDermott, Jim C.",Libertarian,regular,776,7742
Alaska,district 8,"Souphanavong, Bernie",New alliance,regular,194,7742
Alaska,district 8,"Young, Don",Republican,regular,3232,7742
Alaska,district 8,Write in,Other,absentee,9,7742
Alaska,district 8,"Lindbeck, Steve",Democratic,absentee,193,7742
Alaska,district 8,"McDermott, Jim C.",Libertarian,absentee,128,7742
