State,County,Candidate,Party,Votes,Vote %
South Dakota,butte,Donald Trump,Republican,3357,0.7715467708572742
South Dakota,campbell,Donald Trump,Republican,704,0.8471720818291215
South Dakota,charles mix,Donald Trump,Republican,2382,0.6938537722108943
South Dakota,clark,Donald Trump,Republican,1139,0.6873868436934218
South Dakota,clay,Hillary Clinton,Democratic,2608,0.5144999013612153
South Dakota,codington,Donald Trump,Republican,7764,0.6653526437569629
South Dakota,corson,Donald Trump,Republican,588,0.5004255319148936
South Dakota,custer,Donald Trump,Republican,3293,0.6975217115018004
South Dakota,davison,Donald Trump,Republican,5157,0.6485160965794768
South Dakota,day,Donald Trump,Republican,1627,0.592282489989079
South Dakota,deuel,Donald Trump,Republican,1366,0.6567307692307692
South Dakota,dewey,Hillary Clinton,Democratic,888,0.5199063231850117
South Dakota,douglas,Donald Trump,Republican,1338,0.8336448598130841
South Dakota,edmunds,Donald Trump,Republican,1433,0.7471324296141815
South Dakota,fall river,Donald Trump,Republican,2511,0.7047431939376929
South Dakota,faulk,Donald Trump,Republican,858,0.7674418604651163
South Dakota,grant,Donald Trump,Republican,2382,0.6683501683501684
South Dakota,gregory,Donald Trump,Republican,1600,0.7651841224294595
South Dakota,haakon,Donald Trump,Republican,936,0.896551724137931
South Dakota,hamlin,Donald Trump,Republican,2051,0.7425778421433744
South Dakota,hand,Donald Trump,Republican,1391,0.7651265126512651
South Dakota,hanson,Donald Trump,Republican,1497,0.7462612163509471
South Dakota,harding,Donald Trump,Republican,695,0.9025974025974026
South Dakota,hughes,Donald Trump,Republican,5174,0.6329051987767584
South Dakota,hutchinson,Donald Trump,Republican,2517,0.7479940564635958
South Dakota,hyde,Donald Trump,Republican,543,0.7869565217391304
South Dakota,jackson,Donald Trump,Republican,722,0.6593607305936073
South Dakota,jerauld,Donald Trump,Republican,648,0.6701137538779731
South Dakota,jones,Donald Trump,Republican,450,0.8064516129032258
South Dakota,kingsbury,Donald Trump,Republican,1680,0.6585652685221481
South Dakota,lake,Donald Trump,Republican,4038,0.5950486295313882
South Dakota,lawrence,Donald Trump,Republican,7411,0.6258233406519169
South Dakota,lincoln,Donald Trump,Republican,15499,0.6142840156949784
South Dakota,lyman,Donald Trump,Republican,977,0.6875439831104856
South Dakota,mccook,Donald Trump,Republican,1794,0.6934673366834171
South Dakota,mcpherson,Donald Trump,Republican,892,0.7845206684256816
South Dakota,marshall,Donald Trump,Republican,1056,0.5423728813559322
South Dakota,meade,Donald Trump,Republican,8441,0.7263574563290595
South Dakota,mellette,Donald Trump,Republican,402,0.5885797950219619
South Dakota,miner,Donald Trump,Republican,706,0.6635338345864662
South Dakota,minnehaha,Donald Trump,Republican,42043,0.5372014872928459
South Dakota,moody,Donald Trump,Republican,1731,0.59018070235254
South Dakota,pennington,Donald Trump,Republican,29804,0.6242590536832625
South Dakota,perkins,Donald Trump,Republican,1333,0.8300124533001245
South Dakota,potter,Donald Trump,Republican,1071,0.8010471204188482
South Dakota,roberts,Donald Trump,Republican,2144,0.5512985343275907
South Dakota,sanborn,Donald Trump,Republican,819,0.7292965271593945
South Dakota,oglala lakota,Hillary Clinton,Democratic,2510,0.8640275387263339
South Dakota,spink,Donald Trump,Republican,1854,0.6282616062351745
South Dakota,stanley,Donald Trump,Republican,1148,0.7326100829610721
South Dakota,sully,Donald Trump,Republican,679,0.7886178861788617
South Dakota,todd,Hillary Clinton,Democratic,1505,0.7082352941176471
South Dakota,tripp,Donald Trump,Republican,2069,0.7866920152091255
South Dakota,turner,Donald Trump,Republican,2937,0.707710843373494
South Dakota,union,Donald Trump,Republican,5290,0.6698746359376979
South Dakota,walworth,Donald Trump,Republican,1896,0.7654420670165523
South Dakota,yankton,Donald Trump,Republican,5659,0.5880702483632962
South Dakota,ziebach,Donald Trump,Republican,368,0.47979139504563234
Tennessee,anderson,Donald Trump,Republican,19212,0.6429503698002075
Tennessee,bedford,Donald Trump,Republican,11486,0.7480299576685119
Tennessee,benton,Donald Trump,Republican,4716,0.7452591656131479
Tennessee,bledsoe,Donald Trump,Republican,3622,0.7765866209262435
Tennessee,blount,Donald Trump,Republican,37443,0.7171889365614466
Tennessee,bradley,Donald Trump,Republican,29768,0.769875342678322
Tennessee,campbell,Donald Trump,Republican,9870,0.7875837855090967
Tennessee,cannon,Donald Trump,Republican,4007,0.7540459164471208
Tennessee,carroll,Donald Trump,Republican,7756,0.7469183359013868
Tennessee,carter,Donald Trump,Republican,16898,0.8014608233731739
Tennessee,cheatham,Donald Trump,Republican,11297,0.7094323034413464
Tennessee,chester,Donald Trump,Republican,5081,0.7808513908098971
Tennessee,claiborne,Donald Trump,Republican,8602,0.8009310986964618
Tennessee,clay,Donald Trump,Republican,2141,0.7332191780821918
Tennessee,cocke,Donald Trump,Republican,9791,0.8074385617681016
Tennessee,coffee,Donald Trump,Republican,14417,0.7218967502879174
Tennessee,crockett,Donald Trump,Republican,3982,0.7378173059106912
Tennessee,cumberland,Donald Trump,Republican,20413,0.7743930197268589
Tennessee,davidson,Hillary Clinton,Democratic,148864,0.5976841665729841
Tennessee,decatur,Donald Trump,Republican,3588,0.7813588850174216
Tennessee,dekalb,Donald Trump,Republican,5171,0.7434938892882819
Tennessee,dickson,Donald Trump,Republican,13233,0.7076849029359858
Tennessee,dyer,Donald Trump,Republican,10180,0.7633473305338933
Tennessee,fayette,Donald Trump,Republican,13055,0.6731463339177065
Tennessee,fentress,Donald Trump,Republican,6038,0.8234010636847129
Tennessee,franklin,Donald Trump,Republican,11532,0.7029992684711046
Tennessee,gibson,Donald Trump,Republican,13786,0.7052744666700772
Tennessee,giles,Donald Trump,Republican,7970,0.7156325760976924
Tennessee,grainger,Donald Trump,Republican,6626,0.8274225774225774
Tennessee,greene,Donald Trump,Republican,18562,0.7870923970656829
Tennessee,grundy,Donald Trump,Republican,3636,0.7633844215830359
Tennessee,hamblen,Donald Trump,Republican,15857,0.7663348153875894
Tennessee,hamilton,Donald Trump,Republican,78733,0.5528692208302904
Tennessee,hancock,Donald Trump,Republican,1843,0.8260869565217391
Tennessee,hardeman,Donald Trump,Republican,4919,0.5304647902512671
Tennessee,hardin,Donald Trump,Republican,8012,0.8053070660367876
Tennessee,hawkins,Donald Trump,Republican,16648,0.8013863483200154
Tennessee,haywood,Hillary Clinton,Democratic,3711,0.5430201931518877
Tennessee,henderson,Donald Trump,Republican,8138,0.796515611236175
Tennessee,henry,Donald Trump,Republican,9508,0.7344920818848977
Tennessee,hickman,Donald Trump,Republican,5695,0.728913349545629
Tennessee,houston,Donald Trump,Republican,2182,0.6887626262626263
Tennessee,humphreys,Donald Trump,Republican,4930,0.689221305745841
Tennessee,jackson,Donald Trump,Republican,3236,0.7245857590685177
Tennessee,jefferson,Donald Trump,Republican,14776,0.774748322147651
Tennessee,johnson,Donald Trump,Republican,5410,0.8223134214926281
Tennessee,knox,Donald Trump,Republican,105767,0.5853279246473378
Tennessee,lake,Donald Trump,Republican,1357,0.6888324873096446
Tennessee,lauderdale,Donald Trump,Republican,4884,0.6039322369234574
Tennessee,lawrence,Donald Trump,Republican,12420,0.7927996936039832
Tennessee,lewis,Donald Trump,Republican,3585,0.7756382518390307
Tennessee,lincoln,Donald Trump,Republican,10398,0.7789931075816602
Tennessee,loudon,Donald Trump,Republican,17610,0.7528536616647429
Tennessee,mcminn,Donald Trump,Republican,14691,0.7833111170354572
Tennessee,mcnairy,Donald Trump,Republican,7841,0.7811316995417413
Tennessee,macon,Donald Trump,Republican,6263,0.8346215351812367
Tennessee,madison,Donald Trump,Republican,21335,0.5596799580272823
Tennessee,marion,Donald Trump,Republican,7696,0.708525133492911
Tennessee,marshall,Donald Trump,Republican,8184,0.7144478393714535
Tennessee,maury,Donald Trump,Republican,23799,0.6728773784952925
Tennessee,meigs,Donald Trump,Republican,3342,0.7736111111111111
Tennessee,monroe,Donald Trump,Republican,13374,0.7824255543204821
Tennessee,montgomery,Donald Trump,Republican,32341,0.5612808052759458
Tennessee,moore,Donald Trump,Republican,2325,0.7946001367053999
Tennessee,morgan,Donald Trump,Republican,5441,0.8114839671886652
Tennessee,obion,Donald Trump,Republican,9526,0.7776961384602825
Tennessee,overton,Donald Trump,Republican,6059,0.7362984566776036
Tennessee,perry,Donald Trump,Republican,2167,0.7590192644483362
Tennessee,pickett,Donald Trump,Republican,2021,0.772848948374761
Tennessee,polk,Donald Trump,Republican,5097,0.7817484662576687
Tennessee,putnam,Donald Trump,Republican,19002,0.6982948699103336
Tennessee,rhea,Donald Trump,Republican,8660,0.7828602422708371
Tennessee,roane,Donald Trump,Republican,15880,0.7328441552448198
Tennessee,robertson,Donald Trump,Republican,19410,0.71589274517759
Tennessee,rutherford,Donald Trump,Republican,64515,0.6004970400982911
Tennessee,scott,Donald Trump,Republican,6044,0.8485188824933315
Tennessee,sequatchie,Donald Trump,Republican,4441,0.7799438004917457
Tennessee,sevier,Donald Trump,Republican,28629,0.788417052214144
Tennessee,shelby,Hillary Clinton,Democratic,208992,0.6194502983256418
Tennessee,smith,Donald Trump,Republican,5494,0.7388380849919312
Tennessee,stewart,Donald Trump,Republican,3864,0.7291941875825627
Tennessee,sullivan,Donald Trump,Republican,46979,0.7543434278557436
Tennessee,sumner,Donald Trump,Republican,50129,0.7010558702188658
Tennessee,tipton,Donald Trump,Republican,16910,0.7201567224564541
Tennessee,trousdale,Donald Trump,Republican,2103,0.665506329113924
Tennessee,unicoi,Donald Trump,Republican,5671,0.7881862404447533
Tennessee,union,Donald Trump,Republican,5053,0.8088682567632464
Tennessee,van buren,Donald Trump,Republican,1820,0.7523770152955767
Tennessee,warren,Donald Trump,Republican,9540,0.700852189244784
Tennessee,washington,Donald Trump,Republican,34252,0.6884824120603015
Tennessee,wayne,Donald Trump,Republican,5036,0.8598258494109613
Tennessee,weakley,Donald Trump,Republican,9008,0.7393302692055155
Tennessee,white,Donald Trump,Republican,7671,0.7807633587786259
Tennessee,williamson,Donald Trump,Republican,68212,0.6418684307101655
Tennessee,wilson,Donald Trump,Republican,39406,0.6945746818486269
Texas,anderson,Donald Trump,Republican,13201,0.7775814337044237
Texas,andrews,Donald Trump,Republican,3927,0.7944568076067166
Texas,angelina,Donald Trump,Republican,21668,0.7244157667747652
Texas,aransas,Donald Trump,Republican,7740,0.7363013698630136
Texas,archer,Donald Trump,Republican,3786,0.8839598412327807
Texas,armstrong,Donald Trump,Republican,924,0.9049951028403526
Texas,atascosa,Donald Trump,Republican,8618,0.6302932787244935
Texas,austin,Donald Trump,Republican,9637,0.7851556134919342
Texas,bailey,Donald Trump,Republican,1344,0.7495817066369214
Texas,bandera,Donald Trump,Republican,8163,0.7988843217850852
Texas,bastrop,Donald Trump,Republican,16328,0.5738384761369227
Texas,baylor,Donald Trump,Republican,1267,0.8452301534356238
Texas,bee,Donald Trump,Republican,4744,0.559104301708898
Texas,bell,Donald Trump,Republican,51998,0.5473819399119945
Texas,bexar,Hillary Clinton,Democratic,319550,0.5419362497774084
Texas,blanco,Donald Trump,Republican,4212,0.7408970976253298
Texas,borden,Donald Trump,Republican,330,0.9041095890410958
Texas,bosque,Donald Trump,Republican,6339,0.8087522327124267
Texas,bowie,Donald Trump,Republican,24924,0.7203051846714063
Texas,brazoria,Donald Trump,Republican,72791,0.6006799745834743
Texas,brazos,Donald Trump,Republican,38738,0.5763639880376724
Texas,brewster,Donald Trump,Republican,2077,0.48847601128880525
Texas,briscoe,Donald Trump,Republican,625,0.8491847826086957
Texas,brooks,Hillary Clinton,Democratic,1937,0.7461479198767335
Texas,brown,Donald Trump,Republican,12017,0.8567660059888778
Texas,burleson,Donald Trump,Republican,5316,0.7637931034482759
Texas,burnet,Donald Trump,Republican,14638,0.7622370339512602
Texas,caldwell,Donald Trump,Republican,6691,0.5533410519351637
Texas,calhoun,Donald Trump,Republican,4638,0.6659009332376167
Texas,callahan,Donald Trump,Republican,4865,0.8720200752823086
Texas,cameron,Hillary Clinton,Democratic,59402,0.6451199513461267
Texas,camp,Donald Trump,Republican,3201,0.7047556142668429
Texas,carson,Donald Trump,Republican,2620,0.8839406207827261
Texas,cass,Donald Trump,Republican,9726,0.7879131561892417
Texas,castro,Donald Trump,Republican,1414,0.7080620931397096
Texas,chambers,Donald Trump,Republican,13339,0.7946503038246158
Texas,cherokee,Donald Trump,Republican,12919,0.769446098868374
Texas,childress,Donald Trump,Republican,1802,0.8646833013435701
Texas,clay,Donald Trump,Republican,4377,0.8722598644878438
Texas,cochran,Donald Trump,Republican,679,0.753607103218646
Texas,coke,Donald Trump,Republican,1265,0.8889669711876318
Texas,coleman,Donald Trump,Republican,3177,0.872083447707933
Texas,collin,Donald Trump,Republican,201014,0.5561799462673518
Texas,collingsworth,Donald Trump,Republican,983,0.8503460207612457
Texas,colorado,Donald Trump,Republican,6325,0.7429813226829555
Texas,comal,Donald Trump,Republican,45136,0.7259159188137283
Texas,comanche,Donald Trump,Republican,4333,0.8273820889822417
Texas,concho,Donald Trump,Republican,885,0.8286516853932584
Texas,cooke,Donald Trump,Republican,13181,0.8261360075211532
Texas,coryell,Donald Trump,Republican,12225,0.6697529173286583
Texas,cottle,Donald Trump,Republican,506,0.826797385620915
Texas,crane,Donald Trump,Republican,1049,0.7579479768786127
Texas,crockett,Donald Trump,Republican,980,0.7025089605734767
Texas,crosby,Donald Trump,Republican,1181,0.6834490740740741
Texas,culberson,Hillary Clinton,Democratic,454,0.5919165580182529
Texas,dallam,Donald Trump,Republican,1261,0.8167098445595855
Texas,dallas,Hillary Clinton,Democratic,461080,0.6075051418166391
Texas,dawson,Donald Trump,Republican,2636,0.7398259893348302
Texas,deaf smith,Donald Trump,Republican,2911,0.6904648956356736
Texas,delta,Donald Trump,Republican,1836,0.8049101271372205
Texas,denton,Donald Trump,Republican,170603,0.5712568434093991
Texas,dewitt,Donald Trump,Republican,5519,0.8063997662185857
Texas,dickens,Donald Trump,Republican,755,0.8305830583058306
Texas,dimmit,Hillary Clinton,Democratic,2173,0.6737984496124031
Texas,donley,Donald Trump,Republican,1225,0.8361774744027304
Texas,duval,Hillary Clinton,Democratic,2783,0.6677063339731286
Texas,eastland,Donald Trump,Republican,6011,0.8632773229929628
Texas,ector,Donald Trump,Republican,25020,0.6849165069805639
Texas,edwards,Donald Trump,Republican,746,0.6952469711090401
Texas,ellis,Donald Trump,Republican,44941,0.705809369748559
Texas,el paso,Hillary Clinton,Democratic,147843,0.6908293147919704
Texas,erath,Donald Trump,Republican,11210,0.8068811631757
Texas,falls,Donald Trump,Republican,3441,0.6556783536585366
Texas,fannin,Donald Trump,Republican,9548,0.7927598804383925
Texas,fayette,Donald Trump,Republican,8743,0.7824413817791301
Texas,fisher,Donald Trump,Republican,1265,0.7316367842683632
Texas,floyd,Donald Trump,Republican,1474,0.7524247064828994
Texas,foard,Donald Trump,Republican,383,0.746588693957115
Texas,fort bend,Hillary Clinton,Democratic,134686,0.5139392366808361
Texas,franklin,Donald Trump,Republican,3585,0.8184931506849316
Texas,freestone,Donald Trump,Republican,6026,0.7842269651223321
Texas,frio,Hillary Clinton,Democratic,2444,0.5554545454545454
Texas,gaines,Donald Trump,Republican,3907,0.8456709956709957
Texas,galveston,Donald Trump,Republican,73757,0.6001236747679064
Texas,garza,Donald Trump,Republican,1225,0.8254716981132075
Texas,gillespie,Donald Trump,Republican,10446,0.7905252005448766
Texas,glasscock,Donald Trump,Republican,553,0.9155629139072847
Texas,goliad,Donald Trump,Republican,2620,0.7065803667745415
Texas,gonzales,Donald Trump,Republican,4587,0.7241869276918219
Texas,gray,Donald Trump,Republican,6500,0.8777852802160703
Texas,grayson,Donald Trump,Republican,35325,0.745001687194196
Texas,gregg,Donald Trump,Republican,28764,0.688974586217634
Texas,grimes,Donald Trump,Republican,7065,0.7411098290150006
Texas,guadalupe,Donald Trump,Republican,36632,0.633530490124866
Texas,hale,Donald Trump,Republican,6366,0.7186723865432377
Texas,hall,Donald Trump,Republican,893,0.8185151237396884
Texas,hamilton,Donald Trump,Republican,3060,0.8453038674033149
Texas,hansford,Donald Trump,Republican,1730,0.8885464817668207
Texas,hardeman,Donald Trump,Republican,1207,0.797752808988764
Texas,hardin,Donald Trump,Republican,19606,0.860667251975417
Texas,harris,Hillary Clinton,Democratic,707914,0.5395225407587158
Texas,harrison,Donald Trump,Republican,18749,0.7062302244990206
Texas,hartley,Donald Trump,Republican,1730,0.8862704918032787
Texas,haskell,Donald Trump,Republican,1403,0.7926553672316384
Texas,hays,Donald Trump,Republican,33826,0.4687378748406408
Texas,hemphill,Donald Trump,Republican,1462,0.8625368731563422
Texas,henderson,Donald Trump,Republican,23650,0.7871526044266933
Texas,hidalgo,Hillary Clinton,Democratic,118809,0.6850268397170154
Texas,hill,Donald Trump,Republican,10108,0.779336931380108
Texas,hockley,Donald Trump,Republican,5809,0.7945561482697305
Texas,hood,Donald Trump,Republican,21382,0.8141801842967025
Texas,hopkins,Donald Trump,Republican,10707,0.7908849165312454
Texas,houston,Donald Trump,Republican,6205,0.7428468813599904
Texas,howard,Donald Trump,Republican,6637,0.7608620887309412
Texas,hudspeth,Donald Trump,Republican,503,0.5774971297359357
Texas,hunt,Donald Trump,Republican,23910,0.7577486214109146
Texas,hutchinson,Donald Trump,Republican,7042,0.863519313304721
Texas,irion,Donald Trump,Republican,660,0.8616187989556136
Texas,jack,Donald Trump,Republican,2973,0.8874626865671642
Texas,jackson,Donald Trump,Republican,4266,0.8046020369671822
Texas,jasper,Donald Trump,Republican,10609,0.7905954243982413
Texas,jeff davis,Donald Trump,Republican,695,0.5835432409739715
Texas,jefferson,Donald Trump,Republican,42862,0.4891917185966354
Texas,jim hogg,Hillary Clinton,Democratic,1635,0.7715903728173666
Texas,jim wells,Hillary Clinton,Democratic,6694,0.5407545035947976
Texas,johnson,Donald Trump,Republican,44382,0.7704405791063431
Texas,jones,Donald Trump,Republican,4819,0.8085570469798657
Texas,karnes,Donald Trump,Republican,2965,0.7062887089090043
Texas,kaufman,Donald Trump,Republican,29587,0.7169998788319399
Texas,kendall,Donald Trump,Republican,15700,0.7803180914512923
Texas,kenedy,Hillary Clinton,Democratic,99,0.532258064516129
Texas,kent,Donald Trump,Republican,360,0.8294930875576036
Texas,kerr,Donald Trump,Republican,17727,0.7609134223290552
Texas,kimble,Donald Trump,Republican,1697,0.8693647540983607
Texas,king,Donald Trump,Republican,149,0.9371069182389937
Texas,kinney,Donald Trump,Republican,936,0.6545454545454545
Texas,kleberg,Hillary Clinton,Democratic,4716,0.49579478553406225
Texas,knox,Donald Trump,Republican,1078,0.7885881492318947
Texas,lamar,Donald Trump,Republican,14561,0.7823867605179733
Texas,lamb,Donald Trump,Republican,3111,0.7787234042553192
Texas,lampasas,Donald Trump,Republican,6385,0.7781840341255332
Texas,la salle,Hillary Clinton,Democratic,1129,0.5483244293346284
Texas,lavaca,Donald Trump,Republican,7347,0.8482854173882923
Texas,lee,Donald Trump,Republican,4997,0.7646518745218056
Texas,leon,Donald Trump,Republican,6391,0.859120849576556
Texas,liberty,Donald Trump,Republican,18892,0.7785057897556352
Texas,limestone,Donald Trump,Republican,5796,0.7489339707972607
Texas,lipscomb,Donald Trump,Republican,1159,0.8701201201201201
Texas,live oak,Donald Trump,Republican,3464,0.805206880520688
Texas,llano,Donald Trump,Republican,8299,0.7943907341820619
Texas,loving,Donald Trump,Republican,58,0.8923076923076924
Texas,lubbock,Donald Trump,Republican,65651,0.6630543463989577
Texas,lynn,Donald Trump,Republican,1546,0.7695370831259333
Texas,mcculloch,Donald Trump,Republican,2552,0.822429906542056
Texas,mclennan,Donald Trump,Republican,48260,0.610306670882074
Texas,mcmullen,Donald Trump,Republican,454,0.9098196392785571
Texas,madison,Donald Trump,Republican,3351,0.7813010025647004
Texas,marion,Donald Trump,Republican,2983,0.7038697498820198
Texas,martin,Donald Trump,Republican,1455,0.825766174801362
Texas,mason,Donald Trump,Republican,1656,0.8050559066601848
Texas,matagorda,Donald Trump,Republican,8366,0.6859626106920301
Texas,maverick,Hillary Clinton,Democratic,10397,0.7651604356785399
Texas,medina,Donald Trump,Republican,12085,0.7007422010901079
Texas,menard,Donald Trump,Republican,682,0.7893518518518519
Texas,midland,Donald Trump,Republican,36973,0.7513004958140291
Texas,milam,Donald Trump,Republican,6364,0.734533702677747
Texas,mills,Donald Trump,Republican,1951,0.8690423162583519
Texas,mitchell,Donald Trump,Republican,1780,0.8105646630236795
Texas,montague,Donald Trump,Republican,7526,0.8747094374709438
Texas,montgomery,Donald Trump,Republican,150314,0.7345576449431174
Texas,moore,Donald Trump,Republican,3977,0.7526495079485238
Texas,morris,Donald Trump,Republican,3446,0.6929418861854012
Texas,motley,Donald Trump,Republican,566,0.9203252032520325
Texas,nacogdoches,Donald Trump,Republican,14771,0.6529484572540005
Texas,navarro,Donald Trump,Republican,11994,0.7298728168928376
Texas,newton,Donald Trump,Republican,4288,0.7748464040477051
Texas,nolan,Donald Trump,Republican,3552,0.7313156269302038
Texas,nueces,Donald Trump,Republican,50766,0.48624108040802644
Texas,ochiltree,Donald Trump,Republican,2628,0.8754163890739507
Texas,oldham,Donald Trump,Republican,850,0.8966244725738397
Texas,orange,Donald Trump,Republican,25513,0.79728125
Texas,palo pinto,Donald Trump,Republican,8284,0.8066212268743914
Texas,panola,Donald Trump,Republican,8445,0.8107718894009217
Texas,parker,Donald Trump,Republican,46473,0.8179418131897144
Texas,parmer,Donald Trump,Republican,1915,0.7765612327656123
Texas,pecos,Donald Trump,Republican,2468,0.5897252090800478
Texas,polk,Donald Trump,Republican,15176,0.764456981664316
Texas,potter,Donald Trump,Republican,19630,0.6851418798645772
Texas,presidio,Hillary Clinton,Democratic,1458,0.6603260869565217
Texas,rains,Donald Trump,Republican,3968,0.8440757285683897
Texas,randall,Donald Trump,Republican,43462,0.8003314611914188
Texas,reagan,Donald Trump,Republican,709,0.7842920353982301
Texas,real,Donald Trump,Republican,1382,0.8221296847114813
Texas,red river,Donald Trump,Republican,3926,0.760705289672544
Texas,reeves,Hillary Clinton,Democratic,1659,0.5210427135678392
Texas,refugio,Donald Trump,Republican,1830,0.6207598371777476
Texas,roberts,Donald Trump,Republican,524,0.9458483754512635
Texas,robertson,Donald Trump,Republican,4668,0.6635394456289979
Texas,rockwall,Donald Trump,Republican,28451,0.7122008611194552
Texas,runnels,Donald Trump,Republican,3250,0.8593336858804865
Texas,rusk,Donald Trump,Republican,14675,0.7726124039170265
Texas,sabine,Donald Trump,Republican,3998,0.8596000860030101
Texas,san augustine,Donald Trump,Republican,2622,0.7346595685065844
Texas,san jacinto,Donald Trump,Republican,8059,0.779174320796674
Texas,san patricio,Donald Trump,Republican,13030,0.6016808274843
Texas,san saba,Donald Trump,Republican,2025,0.859142978362325
Texas,schleicher,Donald Trump,Republican,821,0.7752596789423984
Texas,scurry,Donald Trump,Republican,4410,0.8338060124787294
Texas,shackelford,Donald Trump,Republican,1378,0.9162234042553191
Texas,shelby,Donald Trump,Republican,7179,0.790116662998019
Texas,sherman,Donald Trump,Republican,807,0.8631016042780749
Texas,smith,Donald Trump,Republican,58930,0.6951915817289543
Texas,somervell,Donald Trump,Republican,3206,0.8226841159866564
Texas,starr,Hillary Clinton,Democratic,9289,0.7912265758091993
Texas,stephens,Donald Trump,Republican,3034,0.8766252528171049
Texas,sterling,Donald Trump,Republican,549,0.8672985781990521
Texas,stonewall,Donald Trump,Republican,555,0.7917261055634808
Texas,sutton,Donald Trump,Republican,1075,0.759180790960452
Texas,swisher,Donald Trump,Republican,1671,0.7581669691470054
Texas,tarrant,Donald Trump,Republican,345921,0.5174476525547708
Texas,taylor,Donald Trump,Republican,33250,0.7266330120850543
Texas,terrell,Donald Trump,Republican,288,0.6575342465753424
Texas,terry,Donald Trump,Republican,2459,0.7329359165424739
Texas,throckmorton,Donald Trump,Republican,715,0.8849009900990099
Texas,titus,Donald Trump,Republican,6511,0.6912623420745302
Texas,tom green,Donald Trump,Republican,27494,0.7145196080979236
Texas,travis,Hillary Clinton,Democratic,308260,0.657663423792456
Texas,trinity,Donald Trump,Republican,4737,0.7914786967418547
Texas,tyler,Donald Trump,Republican,6624,0.8263473053892215
Texas,upshur,Donald Trump,Republican,13209,0.8248922750265409
Texas,upton,Donald Trump,Republican,1007,0.7475872308834447
Texas,uvalde,Donald Trump,Republican,4835,0.5393797411869701
Texas,val verde,Hillary Clinton,Democratic,6964,0.5114195490930454
Texas,van zandt,Donald Trump,Republican,18473,0.8439013248058475
Texas,victoria,Donald Trump,Republican,21275,0.6835780612408829
Texas,walker,Donald Trump,Republican,12884,0.6508385532430794
Texas,waller,Donald Trump,Republican,10531,0.6274428026692088
Texas,ward,Donald Trump,Republican,2547,0.7393323657474601
Texas,washington,Donald Trump,Republican,10945,0.7381305637982196
Texas,webb,Hillary Clinton,Democratic,42307,0.7434671821456814
Texas,wharton,Donald Trump,Republican,10149,0.6889084985066521
Texas,wheeler,Donald Trump,Republican,2087,0.9050303555941024
Texas,wichita,Donald Trump,Republican,27631,0.7248616175660432
Texas,wilbarger,Donald Trump,Republican,3166,0.7712545676004872
Texas,willacy,Hillary Clinton,Democratic,3422,0.6716388616290481
Texas,williamson,Donald Trump,Republican,104175,0.512972656230765
Texas,wilson,Donald Trump,Republican,13998,0.7203581720872787
Texas,winkler,Donald Trump,Republican,1403,0.747867803837953
Texas,wise,Donald Trump,Republican,20670,0.8342751049402648
Texas,wood,Donald Trump,Republican,15700,0.8383617237144231
Texas,yoakum,Donald Trump,Republican,1797,0.7802865827181936
Texas,young,Donald Trump,Republican,6601,0.8564940962761126
Texas,zapata,Hillary Clinton,Democratic,2063,0.6565881604073839
Texas,zavala,Hillary Clinton,Democratic,2636,0.7762073027090695
Utah,beaver,Donald Trump,Republican,1838,0.7378562826174228
Utah,box elder,Donald Trump,Republican,12230,0.6197111730428173
Utah,cache,Donald Trump,Republican,21139,0.45798037134129166
Utah,carbon,Donald Trump,Republican,5275,0.6633551307847082
Utah,daggett,Donald Trump,Republican,331,0.6983122362869199
Utah,davis,Donald Trump,Republican,62219,0.44952352052943767
Utah,duchesne,Donald Trump,Republican,5508,0.7934312878133103
Utah,emery,Donald Trump,Republican,3425,0.7985544415947773
Utah,garfield,Donald Trump,Republican,1606,0.6851535836177475
Utah,grand,Donald Trump,Republican,1975,0.4356938010147805
Utah,iron,Donald Trump,Republican,11561,0.6548657528038971
Utah,juab,Donald Trump,Republican,2827,0.6768015322001436
Utah,kane,Donald Trump,Republican,2265,0.6462196861626248
Utah,millard,Donald Trump,Republican,3860,0.7363601678748569
Utah,morgan,Donald Trump,Republican,3188,0.6140215716486903
Utah,piute,Donald Trump,Republican,626,0.8587105624142661
Utah,rich,Donald Trump,Republican,797,0.7186654643823264
Utah,salt lake,Hillary Clinton,Democratic,175863,0.4198530324589131
Utah,san juan,Donald Trump,Republican,2645,0.48558839728290804
Utah,sanpete,Donald Trump,Republican,6673,0.6565328610783157
Utah,sevier,Donald Trump,Republican,6740,0.7788305985671365
Utah,summit,Hillary Clinton,Democratic,10503,0.5088416258902185
Utah,tooele,Donald Trump,Republican,11169,0.511658802510422
Utah,uintah,Donald Trump,Republican,9810,0.766585918574666
Utah,utah,Donald Trump,Republican,102182,0.5069783826426066
Utah,wasatch,Donald Trump,Republican,6115,0.5045379537953796
Utah,washington,Donald Trump,Republican,42650,0.6883139938350306
Utah,wayne,Donald Trump,Republican,966,0.6798029556650246
Utah,weber,Donald Trump,Republican,40235,0.47313585531344443
Vermont,addison,Hillary Clinton,Democratic,11219,0.5895118490883295
Vermont,bennington,Hillary Clinton,Democratic,9539,0.5488176744721247
Vermont,caledonia,Hillary Clinton,Democratic,6445,0.45790408525754883
Vermont,chittenden,Hillary Clinton,Democratic,54814,0.6571003860078161
Vermont,essex,Donald Trump,Republican,1506,0.5148717948717949
