state,county,candidate,party,candidatevotes,totalvotes
Kansas,barton,Other,Other,542,10269
Kansas,bourbon,Hillary Clinton,Democratic,1336,6093
Kansas,bourbon,Donald Trump,Republican,4424,6093
Kansas,bourbon,Other,Other,333,6093
Kansas,brown,Hillary Clinton,Democratic,863,4036
Kansas,brown,Donald Trump,Republican,2906,4036
Kansas,brown,Other,Other,267,4036
Kansas,butler,Hillary Clinton,Democratic,6573,27657
Kansas,butler,Donald Trump,Republican,19073,27657
Kansas,butler,Other,Other,2011,27657
Kansas,chase,Hillary Clinton,Democratic,316,1369
Kansas,chase,Donald Trump,Republican,969,1369
Kansas,chase,Other,Other,84,1369
Kansas,chautauqua,Hillary Clinton,Democratic,197,1481
Kansas,chautauqua,Donald Trump,Republican,1236,1481
Kansas,chautauqua,Other,Other,48,1481
Kansas,cherokee,Hillary Clinton,Democratic,2005,8620
Kansas,cherokee,Donald Trump,Republican,6182,8620
Kansas,cherokee,Other,Other,433,8620
Kansas,cheyenne,Hillary Clinton,Democratic,181,1407
Kansas,cheyenne,Donald Trump,Republican,1173,1407
Kansas,cheyenne,Other,Other,53,1407
Kansas,clark,Hillary Clinton,Democratic,120,1005
Kansas,clark,Donald Trump,Republican,825,1005
Kansas,clark,Other,Other,60,1005
Kansas,clay,Hillary Clinton,Democratic,677,3820
Kansas,clay,Donald Trump,Republican,2891,3820
Kansas,clay,Other,Other,252,3820
Kansas,cloud,Hillary Clinton,Democratic,761,3930
Kansas,cloud,Donald Trump,Republican,2919,3930
Kansas,cloud,Other,Other,250,3930
Kansas,coffey,Hillary Clinton,Democratic,727,4068
Kansas,coffey,Donald Trump,Republican,3050,4068
Kansas,coffey,Other,Other,291,4068
Kansas,comanche,Hillary Clinton,Democratic,102,867
Kansas,comanche,Donald Trump,Republican,715,867
Kansas,comanche,Other,Other,50,867
Kansas,cowley,Hillary Clinton,Democratic,3551,12621
Kansas,cowley,Donald Trump,Republican,8270,12621
Kansas,cowley,Other,Other,800,12621
Kansas,crawford,Hillary Clinton,Democratic,5199,14891
Kansas,crawford,Donald Trump,Republican,8624,14891
Kansas,crawford,Other,Other,1068,14891
Kansas,decatur,Hillary Clinton,Democratic,178,1452
Kansas,decatur,Donald Trump,Republican,1210,1452
Kansas,decatur,Other,Other,64,1452
Kansas,dickinson,Hillary Clinton,Democratic,1609,8210
Kansas,dickinson,Donald Trump,Republican,6029,8210
Kansas,dickinson,Other,Other,572,8210
Kansas,doniphan,Hillary Clinton,Democratic,587,3378
Kansas,doniphan,Donald Trump,Republican,2606,3378
Kansas,doniphan,Other,Other,185,3378
Kansas,douglas,Hillary Clinton,Democratic,31195,50087
Kansas,douglas,Donald Trump,Republican,14688,50087
Kansas,douglas,Other,Other,4204,50087
Kansas,edwards,Hillary Clinton,Democratic,212,1319
Kansas,edwards,Donald Trump,Republican,1037,1319
Kansas,edwards,Other,Other,70,1319
Kansas,elk,Hillary Clinton,Democratic,160,1259
Kansas,elk,Donald Trump,Republican,1048,1259
Kansas,elk,Other,Other,51,1259
Kansas,ellis,Hillary Clinton,Democratic,2742,11947
Kansas,ellis,Donald Trump,Republican,8466,11947
Kansas,ellis,Other,Other,739,11947
Kansas,ellsworth,Hillary Clinton,Democratic,521,2679
Kansas,ellsworth,Donald Trump,Republican,1969,2679
Kansas,ellsworth,Other,Other,189,2679
Kansas,finney,Hillary Clinton,Democratic,3195,10159
Kansas,finney,Donald Trump,Republican,6350,10159
Kansas,finney,Other,Other,614,10159
Kansas,ford,Hillary Clinton,Democratic,2149,7718
Kansas,ford,Donald Trump,Republican,5114,7718
Kansas,ford,Other,Other,455,7718
Kansas,franklin,Hillary Clinton,Democratic,2892,10965
Kansas,franklin,Donald Trump,Republican,7185,10965
Kansas,franklin,Other,Other,888,10965
Kansas,geary,Hillary Clinton,Democratic,2722,7504
Kansas,geary,Donald Trump,Republican,4274,7504
Kansas,geary,Other,Other,508,7504
Kansas,gove,Hillary Clinton,Democratic,149,1343
Kansas,gove,Donald Trump,Republican,1140,1343
Kansas,gove,Other,Other,54,1343
Kansas,graham,Hillary Clinton,Democratic,188,1284
Kansas,graham,Donald Trump,Republican,1025,1284
Kansas,graham,Other,Other,71,1284
Kansas,grant,Hillary Clinton,Democratic,441,2389
Kansas,grant,Donald Trump,Republican,1804,2389
Kansas,grant,Other,Other,144,2389
Kansas,gray,Hillary Clinton,Democratic,263,2066
Kansas,gray,Donald Trump,Republican,1698,2066
Kansas,gray,Other,Other,105,2066
Kansas,greeley,Hillary Clinton,Democratic,83,650
Kansas,greeley,Donald Trump,Republican,534,650
Kansas,greeley,Other,Other,33,650
Kansas,greenwood,Hillary Clinton,Democratic,485,2840
Kansas,greenwood,Donald Trump,Republican,2160,2840
Kansas,greenwood,Other,Other,195,2840
Kansas,hamilton,Hillary Clinton,Democratic,121,876
Kansas,hamilton,Donald Trump,Republican,705,876
Kansas,hamilton,Other,Other,50,876
Kansas,harper,Hillary Clinton,Democratic,393,2578
Kansas,harper,Donald Trump,Republican,1996,2578
Kansas,harper,Other,Other,189,2578
Kansas,harvey,Hillary Clinton,Democratic,5068,14916
Kansas,harvey,Donald Trump,Republican,8668,14916
Kansas,harvey,Other,Other,1180,14916
Kansas,haskell,Hillary Clinton,Democratic,245,1354
Kansas,haskell,Donald Trump,Republican,1040,1354
Kansas,haskell,Other,Other,69,1354
Kansas,hodgeman,Hillary Clinton,Democratic,124,1017
Kansas,hodgeman,Donald Trump,Republican,855,1017
Kansas,hodgeman,Other,Other,38,1017
Kansas,jackson,Hillary Clinton,Democratic,1512,5818
Kansas,jackson,Donald Trump,Republican,3939,5818
Kansas,jackson,Other,Other,367,5818
Kansas,jefferson,Hillary Clinton,Democratic,2518,8337
Kansas,jefferson,Donald Trump,Republican,5213,8337
Kansas,jefferson,Other,Other,606,8337
Kansas,jewell,Hillary Clinton,Democratic,180,1494
Kansas,jewell,Donald Trump,Republican,1223,1494
Kansas,jewell,Other,Other,91,1494
Kansas,johnson,Hillary Clinton,Democratic,129852,290090
Kansas,johnson,Donald Trump,Republican,137490,290090
Kansas,johnson,Other,Other,22748,290090
Kansas,kearny,Hillary Clinton,Democratic,174,1316
Kansas,kearny,Donald Trump,Republican,1075,1316
Kansas,kearny,Other,Other,67,1316
Kansas,kingman,Hillary Clinton,Democratic,599,3334
Kansas,kingman,Donald Trump,Republican,2530,3334
Kansas,kingman,Other,Other,205,3334
Kansas,kiowa,Hillary Clinton,Democratic,114,1079
Kansas,kiowa,Donald Trump,Republican,900,1079
Kansas,kiowa,Other,Other,65,1079
Kansas,labette,Hillary Clinton,Democratic,2291,8107
Kansas,labette,Donald Trump,Republican,5335,8107
Kansas,labette,Other,Other,481,8107
Kansas,lane,Hillary Clinton,Democratic,106,871
Kansas,lane,Donald Trump,Republican,718,871
Kansas,lane,Other,Other,47,871
Kansas,leavenworth,Hillary Clinton,Democratic,10209,30301
Kansas,leavenworth,Donald Trump,Republican,17638,30301
Kansas,leavenworth,Other,Other,2454,30301
Kansas,lincoln,Hillary Clinton,Democratic,215,1464
Kansas,lincoln,Donald Trump,Republican,1179,1464
Kansas,lincoln,Other,Other,70,1464
Kansas,linn,Hillary Clinton,Democratic,736,4427
Kansas,linn,Donald Trump,Republican,3484,4427
Kansas,linn,Other,Other,207,4427
Kansas,logan,Hillary Clinton,Democratic,149,1357
Kansas,logan,Donald Trump,Republican,1132,1357
Kansas,logan,Other,Other,76,1357
Kansas,lyon,Hillary Clinton,Democratic,4649,12288
Kansas,lyon,Donald Trump,Republican,6552,12288
Kansas,lyon,Other,Other,1087,12288
Kansas,mcpherson,Hillary Clinton,Democratic,3226,12742
Kansas,mcpherson,Donald Trump,Republican,8549,12742
Kansas,mcpherson,Other,Other,967,12742
Kansas,marion,Hillary Clinton,Democratic,1204,5624
Kansas,marion,Donald Trump,Republican,4003,5624
Kansas,marion,Other,Other,417,5624
Kansas,marshall,Hillary Clinton,Democratic,1072,4673
Kansas,marshall,Donald Trump,Republican,3307,4673
Kansas,marshall,Other,Other,294,4673
Kansas,meade,Hillary Clinton,Democratic,210,1720
Kansas,meade,Donald Trump,Republican,1415,1720
Kansas,meade,Other,Other,95,1720
Kansas,miami,Hillary Clinton,Democratic,3991,15022
Kansas,miami,Donald Trump,Republican,10003,15022
Kansas,miami,Other,Other,1028,15022
Kansas,mitchell,Hillary Clinton,Democratic,477,2942
Kansas,mitchell,Donald Trump,Republican,2308,2942
Kansas,mitchell,Other,Other,157,2942
Kansas,montgomery,Hillary Clinton,Democratic,2637,12004
Kansas,montgomery,Donald Trump,Republican,8679,12004
Kansas,montgomery,Other,Other,688,12004
Kansas,morris,Hillary Clinton,Democratic,601,2624
Kansas,morris,Donald Trump,Republican,1820,2624
Kansas,morris,Other,Other,203,2624
Kansas,morton,Hillary Clinton,Democratic,147,1192
Kansas,morton,Donald Trump,Republican,995,1192
Kansas,morton,Other,Other,50,1192
Kansas,nemaha,Hillary Clinton,Democratic,725,5122
Kansas,nemaha,Donald Trump,Republican,4124,5122
Kansas,nemaha,Other,Other,273,5122
Kansas,neosho,Hillary Clinton,Democratic,1501,6314
Kansas,neosho,Donald Trump,Republican,4431,6314
Kansas,neosho,Other,Other,382,6314
Kansas,ness,Hillary Clinton,Democratic,162,1454
Kansas,ness,Donald Trump,Republican,1228,1454
Kansas,ness,Other,Other,64,1454
Kansas,norton,Hillary Clinton,Democratic,281,2234
Kansas,norton,Donald Trump,Republican,1840,2234
Kansas,norton,Other,Other,113,2234
Kansas,osage,Hillary Clinton,Democratic,1753,7046
Kansas,osage,Donald Trump,Republican,4826,7046
Kansas,osage,Other,Other,467,7046
Kansas,osborne,Hillary Clinton,Democratic,233,1788
Kansas,osborne,Donald Trump,Republican,1460,1788
Kansas,osborne,Other,Other,95,1788
Kansas,ottawa,Hillary Clinton,Democratic,424,2903
Kansas,ottawa,Donald Trump,Republican,2283,2903
Kansas,ottawa,Other,Other,196,2903
Kansas,pawnee,Hillary Clinton,Democratic,579,2661
Kansas,pawnee,Donald Trump,Republican,1904,2661
Kansas,pawnee,Other,Other,178,2661
Kansas,phillips,Hillary Clinton,Democratic,300,2664
Kansas,phillips,Donald Trump,Republican,2233,2664
Kansas,phillips,Other,Other,131,2664
Kansas,pottawatomie,Hillary Clinton,Democratic,2225,10693
Kansas,pottawatomie,Donald Trump,Republican,7612,10693
Kansas,pottawatomie,Other,Other,856,10693
Kansas,pratt,Hillary Clinton,Democratic,771,3842
Kansas,pratt,Donald Trump,Republican,2838,3842
Kansas,pratt,Other,Other,233,3842
Kansas,rawlins,Hillary Clinton,Democratic,163,1472
Kansas,rawlins,Donald Trump,Republican,1220,1472
Kansas,rawlins,Other,Other,89,1472
Kansas,reno,Hillary Clinton,Democratic,6837,24210
Kansas,reno,Donald Trump,Republican,15513,24210
Kansas,reno,Other,Other,1860,24210
Kansas,republic,Hillary Clinton,Democratic,375,2529
Kansas,republic,Donald Trump,Republican,2024,2529
Kansas,republic,Other,Other,130,2529
Kansas,rice,Hillary Clinton,Democratic,695,3804
Kansas,rice,Donald Trump,Republican,2837,3804
Kansas,rice,Other,Other,272,3804
Kansas,riley,Hillary Clinton,Democratic,9341,21532
Kansas,riley,Donald Trump,Republican,10107,21532
Kansas,riley,Other,Other,2084,21532
Kansas,rooks,Hillary Clinton,Democratic,275,2419
Kansas,rooks,Donald Trump,Republican,2031,2419
Kansas,rooks,Other,Other,113,2419
Kansas,rush,Hillary Clinton,Democratic,233,1503
Kansas,rush,Donald Trump,Republican,1197,1503
Kansas,rush,Other,Other,73,1503
Kansas,russell,Hillary Clinton,Democratic,461,3193
Kansas,russell,Donald Trump,Republican,2574,3193
Kansas,russell,Other,Other,158,3193
Kansas,saline,Hillary Clinton,Democratic,6317,22064
Kansas,saline,Donald Trump,Republican,13828,22064
Kansas,saline,Other,Other,1919,22064
Kansas,scott,Hillary Clinton,Democratic,236,2202
Kansas,scott,Donald Trump,Republican,1865,2202
Kansas,scott,Other,Other,101,2202
Kansas,sedgwick,Hillary Clinton,Democratic,69627,188783
Kansas,sedgwick,Donald Trump,Republican,104353,188783
Kansas,sedgwick,Other,Other,14803,188783
Kansas,seward,Hillary Clinton,Democratic,1628,5038
Kansas,seward,Donald Trump,Republican,3159,5038
Kansas,seward,Other,Other,251,5038
Kansas,shawnee,Hillary Clinton,Democratic,33926,75406
Kansas,shawnee,Donald Trump,Republican,35934,75406
Kansas,shawnee,Other,Other,5546,75406
Kansas,sheridan,Hillary Clinton,Democratic,127,1374
Kansas,sheridan,Donald Trump,Republican,1197,1374
Kansas,sheridan,Other,Other,50,1374
Kansas,sherman,Hillary Clinton,Democratic,347,2612
Kansas,sherman,Donald Trump,Republican,2089,2612
Kansas,sherman,Other,Other,176,2612
Kansas,smith,Hillary Clinton,Democratic,297,2042
Kansas,smith,Donald Trump,Republican,1661,2042
Kansas,smith,Other,Other,84,2042
Kansas,stafford,Hillary Clinton,Democratic,304,1896
Kansas,stafford,Donald Trump,Republican,1490,1896
Kansas,stafford,Other,Other,102,1896
Kansas,stanton,Hillary Clinton,Democratic,115,637
Kansas,stanton,Donald Trump,Republican,492,637
Kansas,stanton,Other,Other,30,637
Kansas,stevens,Hillary Clinton,Democratic,220,1891
Kansas,stevens,Donald Trump,Republican,1599,1891
Kansas,stevens,Other,Other,72,1891
Kansas,sumner,Hillary Clinton,Democratic,2076,9722
Kansas,sumner,Donald Trump,Republican,6984,9722
Kansas,sumner,Other,Other,662,9722
Kansas,thomas,Hillary Clinton,Democratic,473,3576
Kansas,thomas,Donald Trump,Republican,2908,3576
Kansas,thomas,Other,Other,195,3576
Kansas,trego,Hillary Clinton,Democratic,198,1482
Kansas,trego,Donald Trump,Republican,1227,1482
Kansas,trego,Other,Other,57,1482
Kansas,wabaunsee,Hillary Clinton,Democratic,776,3380
Kansas,wabaunsee,Donald Trump,Republican,2372,3380
Kansas,wabaunsee,Other,Other,232,3380
Kansas,wallace,Hillary Clinton,Democratic,46,798
Kansas,wallace,Donald Trump,Republican,721,798
Kansas,wallace,Other,Other,31,798
Kansas,washington,Hillary Clinton,Democratic,387,2765
Kansas,washington,Donald Trump,Republican,2194,2765
Kansas,washington,Other,Other,184,2765
Kansas,wichita,Hillary Clinton,Democratic,140,956
Kansas,wichita,Donald Trump,Republican,769,956
Kansas,wichita,Other,Other,47,956
Kansas,wilson,Hillary Clinton,Democratic,594,3591
Kansas,wilson,Donald Trump,Republican,2788,3591
Kansas,wilson,Other,Other,209,3591
Kansas,woodson,Hillary Clinton,Democratic,273,1443
Kansas,woodson,Donald Trump,Republican,1082,1443
Kansas,woodson,Other,Other,88,1443
Kansas,wyandotte,Hillary Clinton,Democratic,30146,48781
Kansas,wyandotte,Donald Trump,Republican,15806,48781
Kansas,wyandotte,Other,Other,2829,48781
Kentucky,adair,Hillary Clinton,Democratic,1323,8233
Kentucky,adair,Donald Trump,Republican,6637,8233
Kentucky,adair,Other,Other,273,8233
Kentucky,allen,Hillary Clinton,Democratic,1349,8096
Kentucky,allen,Donald Trump,Republican,6466,8096
Kentucky,allen,Other,Other,281,8096
Kentucky,anderson,Hillary Clinton,Democratic,2634,11422
Kentucky,anderson,Donald Trump,Republican,8242,11422
Kentucky,anderson,Other,Other,546,11422
Kentucky,ballard,Hillary Clinton,Democratic,816,4101
Kentucky,ballard,Donald Trump,Republican,3161,4101
Kentucky,ballard,Other,Other,124,4101
Kentucky,barren,Hillary Clinton,Democratic,4275,18488
Kentucky,barren,Donald Trump,Republican,13483,18488
Kentucky,barren,Other,Other,730,18488
Kentucky,bath,Hillary Clinton,Democratic,1361,4587
Kentucky,bath,Donald Trump,Republican,3082,4587
Kentucky,bath,Other,Other,144,4587
Kentucky,bell,Hillary Clinton,Democratic,1720,9718
Kentucky,bell,Donald Trump,Republican,7764,9718
Kentucky,bell,Other,Other,234,9718
Kentucky,boone,Hillary Clinton,Democratic,15026,57618
Kentucky,boone,Donald Trump,Republican,39082,57618
Kentucky,boone,Other,Other,3510,57618
Kentucky,bourbon,Hillary Clinton,Democratic,2791,8803
Kentucky,bourbon,Donald Trump,Republican,5569,8803
Kentucky,bourbon,Other,Other,443,8803
Kentucky,boyd,Hillary Clinton,Democratic,6021,20454
Kentucky,boyd,Donald Trump,Republican,13591,20454
Kentucky,boyd,Other,Other,842,20454
Kentucky,boyle,Hillary Clinton,Democratic,4281,12946
Kentucky,boyle,Donald Trump,Republican,8040,12946
Kentucky,boyle,Other,Other,625,12946
Kentucky,bracken,Hillary Clinton,Democratic,705,3527
Kentucky,bracken,Donald Trump,Republican,2711,3527
Kentucky,bracken,Other,Other,111,3527
Kentucky,breathitt,Hillary Clinton,Democratic,1537,5738
Kentucky,breathitt,Donald Trump,Republican,3991,5738
Kentucky,breathitt,Other,Other,210,5738
Kentucky,breckinridge,Hillary Clinton,Democratic,1960,8774
Kentucky,breckinridge,Donald Trump,Republican,6484,8774
Kentucky,breckinridge,Other,Other,330,8774
Kentucky,bullitt,Hillary Clinton,Democratic,8255,36069
Kentucky,bullitt,Donald Trump,Republican,26210,36069
Kentucky,bullitt,Other,Other,1604,36069
Kentucky,butler,Hillary Clinton,Democratic,947,5576
Kentucky,butler,Donald Trump,Republican,4428,5576
Kentucky,butler,Other,Other,201,5576
Kentucky,caldwell,Hillary Clinton,Democratic,1260,5975
Kentucky,caldwell,Donald Trump,Republican,4507,5975
Kentucky,caldwell,Other,Other,208,5975
Kentucky,calloway,Hillary Clinton,Democratic,4749,16049
Kentucky,calloway,Donald Trump,Republican,10367,16049
Kentucky,calloway,Other,Other,933,16049
Kentucky,campbell,Hillary Clinton,Democratic,14658,42510
Kentucky,campbell,Donald Trump,Republican,25050,42510
Kentucky,campbell,Other,Other,2802,42510
Kentucky,carlisle,Hillary Clinton,Democratic,432,2601
Kentucky,carlisle,Donald Trump,Republican,2094,2601
Kentucky,carlisle,Other,Other,75,2601
Kentucky,carroll,Hillary Clinton,Democratic,1106,3855
Kentucky,carroll,Donald Trump,Republican,2588,3855
Kentucky,carroll,Other,Other,161,3855
Kentucky,carter,Hillary Clinton,Democratic,2276,10278
Kentucky,carter,Donald Trump,Republican,7587,10278
Kentucky,carter,Other,Other,415,10278
Kentucky,casey,Hillary Clinton,Democratic,767,6439
Kentucky,casey,Donald Trump,Republican,5482,6439
Kentucky,casey,Other,Other,190,6439
Kentucky,christian,Hillary Clinton,Democratic,7188,22083
Kentucky,christian,Donald Trump,Republican,14108,22083
Kentucky,christian,Other,Other,787,22083
Kentucky,clark,Hillary Clinton,Democratic,4706,16205
Kentucky,clark,Donald Trump,Republican,10710,16205
Kentucky,clark,Other,Other,789,16205
Kentucky,clay,Hillary Clinton,Democratic,752,6767
Kentucky,clay,Donald Trump,Republican,5861,6767
Kentucky,clay,Other,Other,154,6767
Kentucky,clinton,Hillary Clinton,Democratic,547,4462
Kentucky,clinton,Donald Trump,Republican,3809,4462
Kentucky,clinton,Other,Other,106,4462
Kentucky,crittenden,Hillary Clinton,Democratic,617,4037
Kentucky,crittenden,Donald Trump,Republican,3290,4037
Kentucky,crittenden,Other,Other,130,4037
Kentucky,cumberland,Hillary Clinton,Democratic,459,3066
Kentucky,cumberland,Donald Trump,Republican,2502,3066
Kentucky,cumberland,Other,Other,105,3066
Kentucky,daviess,Hillary Clinton,Democratic,14163,45807
Kentucky,daviess,Donald Trump,Republican,28907,45807
Kentucky,daviess,Other,Other,2737,45807
Kentucky,edmonson,Hillary Clinton,Democratic,979,5244
Kentucky,edmonson,Donald Trump,Republican,4135,5244
Kentucky,edmonson,Other,Other,130,5244
Kentucky,elliott,Hillary Clinton,Democratic,740,2855
Kentucky,elliott,Donald Trump,Republican,2000,2855
Kentucky,elliott,Other,Other,115,2855
Kentucky,estill,Hillary Clinton,Democratic,1108,5545
Kentucky,estill,Donald Trump,Republican,4236,5545
Kentucky,estill,Other,Other,201,5545
Kentucky,fayette,Hillary Clinton,Democratic,69778,136315
Kentucky,fayette,Donald Trump,Republican,56894,136315
Kentucky,fayette,Other,Other,9643,136315
Kentucky,fleming,Hillary Clinton,Democratic,1348,6260
Kentucky,fleming,Donald Trump,Republican,4722,6260
Kentucky,fleming,Other,Other,190,6260
Kentucky,floyd,Hillary Clinton,Democratic,4015,16540
Kentucky,floyd,Donald Trump,Republican,11993,16540
Kentucky,floyd,Other,Other,532,16540
Kentucky,franklin,Hillary Clinton,Democratic,10717,23865
Kentucky,franklin,Donald Trump,Republican,11819,23865
Kentucky,franklin,Other,Other,1329,23865
Kentucky,fulton,Hillary Clinton,Democratic,774,2382
Kentucky,fulton,Donald Trump,Republican,1549,2382
Kentucky,fulton,Other,Other,59,2382
Kentucky,gallatin,Hillary Clinton,Democratic,749,3338
Kentucky,gallatin,Donald Trump,Republican,2443,3338
Kentucky,gallatin,Other,Other,146,3338
Kentucky,garrard,Hillary Clinton,Democratic,1453,7623
Kentucky,garrard,Donald Trump,Republican,5904,7623
Kentucky,garrard,Other,Other,266,7623
Kentucky,grant,Hillary Clinton,Democratic,1910,9559
Kentucky,grant,Donald Trump,Republican,7268,9559
Kentucky,grant,Other,Other,381,9559
Kentucky,graves,Hillary Clinton,Democratic,3308,16606
Kentucky,graves,Donald Trump,Republican,12671,16606
Kentucky,graves,Other,Other,627,16606
Kentucky,grayson,Hillary Clinton,Democratic,1959,10576
Kentucky,grayson,Donald Trump,Republican,8219,10576
Kentucky,grayson,Other,Other,398,10576
Kentucky,green,Hillary Clinton,Democratic,832,5333
Kentucky,green,Donald Trump,Republican,4372,5333
Kentucky,green,Other,Other,129,5333
Kentucky,greenup,Hillary Clinton,Democratic,4146,16277
Kentucky,greenup,Donald Trump,Republican,11546,16277
Kentucky,greenup,Other,Other,585,16277
Kentucky,hancock,Hillary Clinton,Democratic,1244,4295
Kentucky,hancock,Donald Trump,Republican,2788,4295
Kentucky,hancock,Other,Other,263,4295
Kentucky,hardin,Hillary Clinton,Democratic,13944,43156
Kentucky,hardin,Donald Trump,Republican,26971,43156
Kentucky,hardin,Other,Other,2241,43156
Kentucky,harlan,Hillary Clinton,Democratic,1372,10757
Kentucky,harlan,Donald Trump,Republican,9129,10757
Kentucky,harlan,Other,Other,256,10757
Kentucky,harrison,Hillary Clinton,Democratic,2031,7781
Kentucky,harrison,Donald Trump,Republican,5435,7781
Kentucky,harrison,Other,Other,315,7781
Kentucky,hart,Hillary Clinton,Democratic,1730,7264
Kentucky,hart,Donald Trump,Republican,5320,7264
Kentucky,hart,Other,Other,214,7264
Kentucky,henderson,Hillary Clinton,Democratic,6707,19710
Kentucky,henderson,Donald Trump,Republican,12159,19710
Kentucky,henderson,Other,Other,844,19710
Kentucky,henry,Hillary Clinton,Democratic,1828,7149
Kentucky,henry,Donald Trump,Republican,4944,7149
Kentucky,henry,Other,Other,377,7149
Kentucky,hickman,Hillary Clinton,Democratic,449,2157
Kentucky,hickman,Donald Trump,Republican,1657,2157
Kentucky,hickman,Other,Other,51,2157
Kentucky,hopkins,Hillary Clinton,Democratic,4310,20345
Kentucky,hopkins,Donald Trump,Republican,15277,20345
Kentucky,hopkins,Other,Other,758,20345
Kentucky,jackson,Hillary Clinton,Democratic,482,5501
Kentucky,jackson,Donald Trump,Republican,4889,5501
Kentucky,jackson,Other,Other,130,5501
Kentucky,jefferson,Hillary Clinton,Democratic,190836,353099
Kentucky,jefferson,Donald Trump,Republican,143768,353099
Kentucky,jefferson,Other,Other,18495,353099
Kentucky,jessamine,Hillary Clinton,Democratic,6144,23326
Kentucky,jessamine,Donald Trump,Republican,15474,23326
Kentucky,jessamine,Other,Other,1708,23326
Kentucky,johnson,Hillary Clinton,Democratic,1250,9572
Kentucky,johnson,Donald Trump,Republican,8043,9572
Kentucky,johnson,Other,Other,279,9572
Kentucky,kenton,Hillary Clinton,Democratic,24214,71998
Kentucky,kenton,Donald Trump,Republican,42958,71998
Kentucky,kenton,Other,Other,4826,71998
Kentucky,knott,Hillary Clinton,Democratic,1245,5763
Kentucky,knott,Donald Trump,Republican,4357,5763
Kentucky,knott,Other,Other,161,5763
Kentucky,knox,Hillary Clinton,Democratic,1761,12012
Kentucky,knox,Donald Trump,Republican,9885,12012
Kentucky,knox,Other,Other,366,12012
Kentucky,larue,Hillary Clinton,Democratic,1278,6367
Kentucky,larue,Donald Trump,Republican,4799,6367
Kentucky,larue,Other,Other,290,6367
Kentucky,laurel,Hillary Clinton,Democratic,3440,24833
Kentucky,laurel,Donald Trump,Republican,20592,24833
Kentucky,laurel,Other,Other,801,24833
Kentucky,lawrence,Hillary Clinton,Democratic,1045,6042
Kentucky,lawrence,Donald Trump,Republican,4816,6042
Kentucky,lawrence,Other,Other,181,6042
Kentucky,lee,Hillary Clinton,Democratic,444,2667
Kentucky,lee,Donald Trump,Republican,2151,2667
Kentucky,lee,Other,Other,72,2667
Kentucky,leslie,Hillary Clinton,Democratic,400,4492
Kentucky,leslie,Donald Trump,Republican,4015,4492
Kentucky,leslie,Other,Other,77,4492
Kentucky,letcher,Hillary Clinton,Democratic,1542,9134
Kentucky,letcher,Donald Trump,Republican,7293,9134
Kentucky,letcher,Other,Other,299,9134
Kentucky,lewis,Hillary Clinton,Democratic,785,5298
Kentucky,lewis,Donald Trump,Republican,4363,5298
Kentucky,lewis,Other,Other,150,5298
Kentucky,lincoln,Hillary Clinton,Democratic,1865,9561
Kentucky,lincoln,Donald Trump,Republican,7338,9561
Kentucky,lincoln,Other,Other,358,9561
Kentucky,livingston,Hillary Clinton,Democratic,887,4645
Kentucky,livingston,Donald Trump,Republican,3570,4645
Kentucky,livingston,Other,Other,188,4645
Kentucky,logan,Hillary Clinton,Democratic,2755,10899
Kentucky,logan,Donald Trump,Republican,7778,10899
Kentucky,logan,Other,Other,366,10899
Kentucky,lyon,Hillary Clinton,Democratic,1045,3962
Kentucky,lyon,Donald Trump,Republican,2789,3962
Kentucky,lyon,Other,Other,128,3962
Kentucky,mccracken,Hillary Clinton,Democratic,9134,31307
Kentucky,mccracken,Donald Trump,Republican,20774,31307
Kentucky,mccracken,Other,Other,1399,31307
Kentucky,mccreary,Hillary Clinton,Democratic,664,5776
Kentucky,mccreary,Donald Trump,Republican,5012,5776
Kentucky,mccreary,Other,Other,100,5776
Kentucky,mclean,Hillary Clinton,Democratic,988,4566
Kentucky,mclean,Donald Trump,Republican,3381,4566
Kentucky,mclean,Other,Other,197,4566
Kentucky,madison,Hillary Clinton,Democratic,11793,37371
Kentucky,madison,Donald Trump,Republican,23431,37371
Kentucky,madison,Other,Other,2147,37371
Kentucky,magoffin,Hillary Clinton,Democratic,1172,5116
Kentucky,magoffin,Donald Trump,Republican,3824,5116
Kentucky,magoffin,Other,Other,120,5116
Kentucky,marion,Hillary Clinton,Democratic,2679,8111
Kentucky,marion,Donald Trump,Republican,5122,8111
Kentucky,marion,Other,Other,310,8111
Kentucky,marshall,Hillary Clinton,Democratic,3672,16698
Kentucky,marshall,Donald Trump,Republican,12322,16698
Kentucky,marshall,Other,Other,704,16698
Kentucky,martin,Hillary Clinton,Democratic,363,3953
Kentucky,martin,Donald Trump,Republican,3503,3953
Kentucky,martin,Other,Other,87,3953
Kentucky,mason,Hillary Clinton,Democratic,1970,7219
Kentucky,mason,Donald Trump,Republican,4944,7219
Kentucky,mason,Other,Other,305,7219
Kentucky,meade,Hillary Clinton,Democratic,3026,12231
Kentucky,meade,Donald Trump,Republican,8660,12231
Kentucky,meade,Other,Other,545,12231
Kentucky,menifee,Hillary Clinton,Democratic,700,2779
Kentucky,menifee,Donald Trump,Republican,2010,2779
Kentucky,menifee,Other,Other,69,2779
Kentucky,mercer,Hillary Clinton,Democratic,2395,10585
Kentucky,mercer,Donald Trump,Republican,7740,10585
Kentucky,mercer,Other,Other,450,10585
