state,county,candidate,party,candidatevotes,totalvotes
South Dakota,todd,Other,Other,133,2125
South Dakota,tripp,Hillary Clinton,Democratic,462,2630
South Dakota,tripp,Donald Trump,Republican,2069,2630
South Dakota,tripp,Other,Other,99,2630
South Dakota,turner,Hillary Clinton,Democratic,961,4150
South Dakota,turner,Donald Trump,Republican,2937,4150
South Dakota,turner,Other,Other,252,4150
South Dakota,union,Hillary Clinton,Democratic,2227,7897
South Dakota,union,Donald Trump,Republican,5290,7897
South Dakota,union,Other,Other,380,7897
South Dakota,walworth,Hillary Clinton,Democratic,457,2477
South Dakota,walworth,Donald Trump,Republican,1896,2477
South Dakota,walworth,Other,Other,124,2477
South Dakota,yankton,Hillary Clinton,Democratic,3301,9623
South Dakota,yankton,Donald Trump,Republican,5659,9623
South Dakota,yankton,Other,Other,663,9623
South Dakota,ziebach,Hillary Clinton,Democratic,353,767
South Dakota,ziebach,Donald Trump,Republican,368,767
South Dakota,ziebach,Other,Other,46,767
Tennessee,anderson,Hillary Clinton,Democratic,9013,29881
Tennessee,anderson,Donald Trump,Republican,19212,29881
Tennessee,anderson,Other,Other,1656,29881
Tennessee,bedford,Hillary Clinton,Democratic,3395,15355
Tennessee,bedford,Donald Trump,Republican,11486,15355
Tennessee,bedford,Other,Other,474,15355
Tennessee,benton,Hillary Clinton,Democratic,1474,6328
Tennessee,benton,Donald Trump,Republican,4716,6328
Tennessee,benton,Other,Other,138,6328
Tennessee,bledsoe,Hillary Clinton,Democratic,897,4664
Tennessee,bledsoe,Donald Trump,Republican,3622,4664
Tennessee,bledsoe,Other,Other,145,4664
Tennessee,blount,Hillary Clinton,Democratic,12100,52208
Tennessee,blount,Donald Trump,Republican,37443,52208
Tennessee,blount,Other,Other,2665,52208
Tennessee,bradley,Hillary Clinton,Democratic,7070,38666
Tennessee,bradley,Donald Trump,Republican,29768,38666
Tennessee,bradley,Other,Other,1828,38666
Tennessee,campbell,Hillary Clinton,Democratic,2248,12532
Tennessee,campbell,Donald Trump,Republican,9870,12532
Tennessee,campbell,Other,Other,414,12532
Tennessee,cannon,Hillary Clinton,Democratic,1127,5314
Tennessee,cannon,Donald Trump,Republican,4007,5314
Tennessee,cannon,Other,Other,180,5314
Tennessee,carroll,Hillary Clinton,Democratic,2327,10384
Tennessee,carroll,Donald Trump,Republican,7756,10384
Tennessee,carroll,Other,Other,301,10384
Tennessee,carter,Hillary Clinton,Democratic,3453,21084
Tennessee,carter,Donald Trump,Republican,16898,21084
Tennessee,carter,Other,Other,733,21084
Tennessee,cheatham,Hillary Clinton,Democratic,3878,15924
Tennessee,cheatham,Donald Trump,Republican,11297,15924
Tennessee,cheatham,Other,Other,749,15924
Tennessee,chester,Hillary Clinton,Democratic,1243,6507
Tennessee,chester,Donald Trump,Republican,5081,6507
Tennessee,chester,Other,Other,183,6507
Tennessee,claiborne,Hillary Clinton,Democratic,1832,10740
Tennessee,claiborne,Donald Trump,Republican,8602,10740
Tennessee,claiborne,Other,Other,306,10740
Tennessee,clay,Hillary Clinton,Democratic,707,2920
Tennessee,clay,Donald Trump,Republican,2141,2920
Tennessee,clay,Other,Other,72,2920
Tennessee,cocke,Hillary Clinton,Democratic,1981,12126
Tennessee,cocke,Donald Trump,Republican,9791,12126
Tennessee,cocke,Other,Other,354,12126
Tennessee,coffee,Hillary Clinton,Democratic,4743,19971
Tennessee,coffee,Donald Trump,Republican,14417,19971
Tennessee,coffee,Other,Other,811,19971
Tennessee,crockett,Hillary Clinton,Democratic,1303,5397
Tennessee,crockett,Donald Trump,Republican,3982,5397
Tennessee,crockett,Other,Other,112,5397
Tennessee,cumberland,Hillary Clinton,Democratic,5202,26360
Tennessee,cumberland,Donald Trump,Republican,20413,26360
Tennessee,cumberland,Other,Other,745,26360
Tennessee,davidson,Hillary Clinton,Democratic,148864,249068
Tennessee,davidson,Donald Trump,Republican,84550,249068
Tennessee,davidson,Other,Other,15654,249068
Tennessee,decatur,Hillary Clinton,Democratic,894,4592
Tennessee,decatur,Donald Trump,Republican,3588,4592
Tennessee,decatur,Other,Other,110,4592
Tennessee,dekalb,Hillary Clinton,Democratic,1569,6955
Tennessee,dekalb,Donald Trump,Republican,5171,6955
Tennessee,dekalb,Other,Other,215,6955
Tennessee,dickson,Hillary Clinton,Democratic,4722,18699
Tennessee,dickson,Donald Trump,Republican,13233,18699
Tennessee,dickson,Other,Other,744,18699
Tennessee,dyer,Hillary Clinton,Democratic,2816,13336
Tennessee,dyer,Donald Trump,Republican,10180,13336
Tennessee,dyer,Other,Other,340,13336
Tennessee,fayette,Hillary Clinton,Democratic,5874,19394
Tennessee,fayette,Donald Trump,Republican,13055,19394
Tennessee,fayette,Other,Other,465,19394
Tennessee,fentress,Hillary Clinton,Democratic,1100,7333
Tennessee,fentress,Donald Trump,Republican,6038,7333
Tennessee,fentress,Other,Other,195,7333
Tennessee,franklin,Hillary Clinton,Democratic,4374,16404
Tennessee,franklin,Donald Trump,Republican,11532,16404
Tennessee,franklin,Other,Other,498,16404
Tennessee,gibson,Hillary Clinton,Democratic,5258,19547
Tennessee,gibson,Donald Trump,Republican,13786,19547
Tennessee,gibson,Other,Other,503,19547
Tennessee,giles,Hillary Clinton,Democratic,2917,11137
Tennessee,giles,Donald Trump,Republican,7970,11137
Tennessee,giles,Other,Other,250,11137
Tennessee,grainger,Hillary Clinton,Democratic,1154,8008
Tennessee,grainger,Donald Trump,Republican,6626,8008
Tennessee,grainger,Other,Other,228,8008
Tennessee,greene,Hillary Clinton,Democratic,4216,23583
Tennessee,greene,Donald Trump,Republican,18562,23583
Tennessee,greene,Other,Other,805,23583
Tennessee,grundy,Hillary Clinton,Democratic,999,4763
Tennessee,grundy,Donald Trump,Republican,3636,4763
Tennessee,grundy,Other,Other,128,4763
Tennessee,hamblen,Hillary Clinton,Democratic,4075,20692
Tennessee,hamblen,Donald Trump,Republican,15857,20692
Tennessee,hamblen,Other,Other,760,20692
Tennessee,hamilton,Hillary Clinton,Democratic,55316,142408
Tennessee,hamilton,Donald Trump,Republican,78733,142408
Tennessee,hamilton,Other,Other,8359,142408
Tennessee,hancock,Hillary Clinton,Democratic,322,2231
Tennessee,hancock,Donald Trump,Republican,1843,2231
Tennessee,hancock,Other,Other,66,2231
Tennessee,hardeman,Hillary Clinton,Democratic,4185,9273
Tennessee,hardeman,Donald Trump,Republican,4919,9273
Tennessee,hardeman,Other,Other,169,9273
Tennessee,hardin,Hillary Clinton,Democratic,1622,9949
Tennessee,hardin,Donald Trump,Republican,8012,9949
Tennessee,hardin,Other,Other,315,9949
Tennessee,hawkins,Hillary Clinton,Democratic,3507,20774
Tennessee,hawkins,Donald Trump,Republican,16648,20774
Tennessee,hawkins,Other,Other,619,20774
Tennessee,haywood,Hillary Clinton,Democratic,3711,6834
Tennessee,haywood,Donald Trump,Republican,3013,6834
Tennessee,haywood,Other,Other,110,6834
Tennessee,henderson,Hillary Clinton,Democratic,1800,10217
Tennessee,henderson,Donald Trump,Republican,8138,10217
Tennessee,henderson,Other,Other,279,10217
Tennessee,henry,Hillary Clinton,Democratic,3063,12945
Tennessee,henry,Donald Trump,Republican,9508,12945
Tennessee,henry,Other,Other,374,12945
Tennessee,hickman,Hillary Clinton,Democratic,1824,7813
Tennessee,hickman,Donald Trump,Republican,5695,7813
Tennessee,hickman,Other,Other,294,7813
Tennessee,houston,Hillary Clinton,Democratic,866,3168
Tennessee,houston,Donald Trump,Republican,2182,3168
Tennessee,houston,Other,Other,120,3168
Tennessee,humphreys,Hillary Clinton,Democratic,1967,7153
Tennessee,humphreys,Donald Trump,Republican,4930,7153
Tennessee,humphreys,Other,Other,256,7153
Tennessee,jackson,Hillary Clinton,Democratic,1129,4466
Tennessee,jackson,Donald Trump,Republican,3236,4466
Tennessee,jackson,Other,Other,101,4466
Tennessee,jefferson,Hillary Clinton,Democratic,3494,19072
Tennessee,jefferson,Donald Trump,Republican,14776,19072
Tennessee,jefferson,Other,Other,802,19072
Tennessee,johnson,Hillary Clinton,Democratic,988,6579
Tennessee,johnson,Donald Trump,Republican,5410,6579
Tennessee,johnson,Other,Other,181,6579
Tennessee,knox,Hillary Clinton,Democratic,62878,180697
Tennessee,knox,Donald Trump,Republican,105767,180697
Tennessee,knox,Other,Other,12052,180697
Tennessee,lake,Hillary Clinton,Democratic,577,1970
Tennessee,lake,Donald Trump,Republican,1357,1970
Tennessee,lake,Other,Other,36,1970
Tennessee,lauderdale,Hillary Clinton,Democratic,3056,8087
Tennessee,lauderdale,Donald Trump,Republican,4884,8087
Tennessee,lauderdale,Other,Other,147,8087
Tennessee,lawrence,Hillary Clinton,Democratic,2821,15666
Tennessee,lawrence,Donald Trump,Republican,12420,15666
Tennessee,lawrence,Other,Other,425,15666
Tennessee,lewis,Hillary Clinton,Democratic,890,4622
Tennessee,lewis,Donald Trump,Republican,3585,4622
Tennessee,lewis,Other,Other,147,4622
Tennessee,lincoln,Hillary Clinton,Democratic,2554,13348
Tennessee,lincoln,Donald Trump,Republican,10398,13348
Tennessee,lincoln,Other,Other,396,13348
Tennessee,loudon,Hillary Clinton,Democratic,4919,23391
Tennessee,loudon,Donald Trump,Republican,17610,23391
Tennessee,loudon,Other,Other,862,23391
Tennessee,mcminn,Hillary Clinton,Democratic,3510,18755
Tennessee,mcminn,Donald Trump,Republican,14691,18755
Tennessee,mcminn,Other,Other,554,18755
Tennessee,mcnairy,Hillary Clinton,Democratic,1848,10038
Tennessee,mcnairy,Donald Trump,Republican,7841,10038
Tennessee,mcnairy,Other,Other,349,10038
Tennessee,macon,Hillary Clinton,Democratic,1072,7504
Tennessee,macon,Donald Trump,Republican,6263,7504
Tennessee,macon,Other,Other,169,7504
Tennessee,madison,Hillary Clinton,Democratic,15448,38120
Tennessee,madison,Donald Trump,Republican,21335,38120
Tennessee,madison,Other,Other,1337,38120
Tennessee,marion,Hillary Clinton,Democratic,2832,10862
Tennessee,marion,Donald Trump,Republican,7696,10862
Tennessee,marion,Other,Other,334,10862
Tennessee,marshall,Hillary Clinton,Democratic,2852,11455
Tennessee,marshall,Donald Trump,Republican,8184,11455
Tennessee,marshall,Other,Other,419,11455
Tennessee,maury,Hillary Clinton,Democratic,10038,35369
Tennessee,maury,Donald Trump,Republican,23799,35369
Tennessee,maury,Other,Other,1532,35369
Tennessee,meigs,Hillary Clinton,Democratic,856,4320
Tennessee,meigs,Donald Trump,Republican,3342,4320
Tennessee,meigs,Other,Other,122,4320
Tennessee,monroe,Hillary Clinton,Democratic,3186,17093
Tennessee,monroe,Donald Trump,Republican,13374,17093
Tennessee,monroe,Other,Other,533,17093
Tennessee,montgomery,Hillary Clinton,Democratic,21699,57620
Tennessee,montgomery,Donald Trump,Republican,32341,57620
Tennessee,montgomery,Other,Other,3580,57620
Tennessee,moore,Hillary Clinton,Democratic,496,2926
Tennessee,moore,Donald Trump,Republican,2325,2926
Tennessee,moore,Other,Other,105,2926
Tennessee,morgan,Hillary Clinton,Democratic,1054,6705
Tennessee,morgan,Donald Trump,Republican,5441,6705
Tennessee,morgan,Other,Other,210,6705
Tennessee,obion,Hillary Clinton,Democratic,2426,12249
Tennessee,obion,Donald Trump,Republican,9526,12249
Tennessee,obion,Other,Other,297,12249
Tennessee,overton,Hillary Clinton,Democratic,1945,8229
Tennessee,overton,Donald Trump,Republican,6059,8229
Tennessee,overton,Other,Other,225,8229
Tennessee,perry,Hillary Clinton,Democratic,597,2855
Tennessee,perry,Donald Trump,Republican,2167,2855
Tennessee,perry,Other,Other,91,2855
Tennessee,pickett,Hillary Clinton,Democratic,536,2615
Tennessee,pickett,Donald Trump,Republican,2021,2615
Tennessee,pickett,Other,Other,58,2615
Tennessee,polk,Hillary Clinton,Democratic,1252,6520
Tennessee,polk,Donald Trump,Republican,5097,6520
Tennessee,polk,Other,Other,171,6520
Tennessee,putnam,Hillary Clinton,Democratic,6851,27212
Tennessee,putnam,Donald Trump,Republican,19002,27212
Tennessee,putnam,Other,Other,1359,27212
Tennessee,rhea,Hillary Clinton,Democratic,1942,11062
Tennessee,rhea,Donald Trump,Republican,8660,11062
Tennessee,rhea,Other,Other,460,11062
Tennessee,roane,Hillary Clinton,Democratic,4837,21669
Tennessee,roane,Donald Trump,Republican,15880,21669
Tennessee,roane,Other,Other,952,21669
Tennessee,robertson,Hillary Clinton,Democratic,6637,27113
Tennessee,robertson,Donald Trump,Republican,19410,27113
Tennessee,robertson,Other,Other,1066,27113
Tennessee,rutherford,Hillary Clinton,Democratic,36706,107436
Tennessee,rutherford,Donald Trump,Republican,64515,107436
Tennessee,rutherford,Other,Other,6215,107436
Tennessee,scott,Hillary Clinton,Democratic,934,7123
Tennessee,scott,Donald Trump,Republican,6044,7123
Tennessee,scott,Other,Other,145,7123
Tennessee,sequatchie,Hillary Clinton,Democratic,1053,5694
Tennessee,sequatchie,Donald Trump,Republican,4441,5694
Tennessee,sequatchie,Other,Other,200,5694
Tennessee,sevier,Hillary Clinton,Democratic,6297,36312
Tennessee,sevier,Donald Trump,Republican,28629,36312
Tennessee,sevier,Other,Other,1386,36312
Tennessee,shelby,Hillary Clinton,Democratic,208992,337383
Tennessee,shelby,Donald Trump,Republican,116344,337383
Tennessee,shelby,Other,Other,12047,337383
Tennessee,smith,Hillary Clinton,Democratic,1689,7436
Tennessee,smith,Donald Trump,Republican,5494,7436
Tennessee,smith,Other,Other,253,7436
Tennessee,stewart,Hillary Clinton,Democratic,1222,5299
Tennessee,stewart,Donald Trump,Republican,3864,5299
Tennessee,stewart,Other,Other,213,5299
Tennessee,sullivan,Hillary Clinton,Democratic,12578,62278
Tennessee,sullivan,Donald Trump,Republican,46979,62278
Tennessee,sullivan,Other,Other,2721,62278
Tennessee,sumner,Hillary Clinton,Democratic,18161,71505
Tennessee,sumner,Donald Trump,Republican,50129,71505
Tennessee,sumner,Other,Other,3215,71505
Tennessee,tipton,Hillary Clinton,Democratic,5785,23481
Tennessee,tipton,Donald Trump,Republican,16910,23481
Tennessee,tipton,Other,Other,786,23481
Tennessee,trousdale,Hillary Clinton,Democratic,946,3160
Tennessee,trousdale,Donald Trump,Republican,2103,3160
Tennessee,trousdale,Other,Other,111,3160
Tennessee,unicoi,Hillary Clinton,Democratic,1262,7195
Tennessee,unicoi,Donald Trump,Republican,5671,7195
Tennessee,unicoi,Other,Other,262,7195
Tennessee,union,Hillary Clinton,Democratic,1012,6247
Tennessee,union,Donald Trump,Republican,5053,6247
Tennessee,union,Other,Other,182,6247
Tennessee,van buren,Hillary Clinton,Democratic,539,2419
Tennessee,van buren,Donald Trump,Republican,1820,2419
Tennessee,van buren,Other,Other,60,2419
Tennessee,warren,Hillary Clinton,Democratic,3535,13612
Tennessee,warren,Donald Trump,Republican,9540,13612
Tennessee,warren,Other,Other,537,13612
Tennessee,washington,Hillary Clinton,Democratic,13024,49750
Tennessee,washington,Donald Trump,Republican,34252,49750
Tennessee,washington,Other,Other,2474,49750
Tennessee,wayne,Hillary Clinton,Democratic,717,5857
Tennessee,wayne,Donald Trump,Republican,5036,5857
Tennessee,wayne,Other,Other,104,5857
Tennessee,weakley,Hillary Clinton,Democratic,2772,12184
Tennessee,weakley,Donald Trump,Republican,9008,12184
Tennessee,weakley,Other,Other,404,12184
Tennessee,white,Hillary Clinton,Democratic,1845,9825
Tennessee,white,Donald Trump,Republican,7671,9825
Tennessee,white,Other,Other,309,9825
Tennessee,williamson,Hillary Clinton,Democratic,31013,106271
Tennessee,williamson,Donald Trump,Republican,68212,106271
Tennessee,williamson,Other,Other,7046,106271
Tennessee,wilson,Hillary Clinton,Democratic,14385,56734
Tennessee,wilson,Donald Trump,Republican,39406,56734
Tennessee,wilson,Other,Other,2943,56734
Texas,anderson,Hillary Clinton,Democratic,3369,16977
Texas,anderson,Donald Trump,Republican,13201,16977
Texas,anderson,Other,Other,407,16977
Texas,andrews,Hillary Clinton,Democratic,836,4943
Texas,andrews,Donald Trump,Republican,3927,4943
Texas,andrews,Other,Other,180,4943
Texas,angelina,Hillary Clinton,Democratic,7538,29911
Texas,angelina,Donald Trump,Republican,21668,29911
Texas,angelina,Other,Other,705,29911
Texas,aransas,Hillary Clinton,Democratic,2465,10512
Texas,aransas,Donald Trump,Republican,7740,10512
Texas,aransas,Other,Other,307,10512
Texas,archer,Hillary Clinton,Democratic,394,4283
Texas,archer,Donald Trump,Republican,3786,4283
Texas,archer,Other,Other,103,4283
Texas,armstrong,Hillary Clinton,Democratic,70,1021
Texas,armstrong,Donald Trump,Republican,924,1021
Texas,armstrong,Other,Other,27,1021
Texas,atascosa,Hillary Clinton,Democratic,4651,13673
Texas,atascosa,Donald Trump,Republican,8618,13673
Texas,atascosa,Other,Other,404,13673
Texas,austin,Hillary Clinton,Democratic,2320,12274
Texas,austin,Donald Trump,Republican,9637,12274
Texas,austin,Other,Other,317,12274
Texas,bailey,Hillary Clinton,Democratic,397,1793
Texas,bailey,Donald Trump,Republican,1344,1793
Texas,bailey,Other,Other,52,1793
Texas,bandera,Hillary Clinton,Democratic,1726,10218
Texas,bandera,Donald Trump,Republican,8163,10218
Texas,bandera,Other,Other,329,10218
Texas,bastrop,Hillary Clinton,Democratic,10569,28454
Texas,bastrop,Donald Trump,Republican,16328,28454
Texas,bastrop,Other,Other,1557,28454
Texas,baylor,Hillary Clinton,Democratic,191,1499
Texas,baylor,Donald Trump,Republican,1267,1499
Texas,baylor,Other,Other,41,1499
Texas,bee,Hillary Clinton,Democratic,3444,8485
Texas,bee,Donald Trump,Republican,4744,8485
Texas,bee,Other,Other,297,8485
Texas,bell,Hillary Clinton,Democratic,37801,94994
Texas,bell,Donald Trump,Republican,51998,94994
Texas,bell,Other,Other,5195,94994
Texas,bexar,Hillary Clinton,Democratic,319550,589645
Texas,bexar,Donald Trump,Republican,240333,589645
Texas,bexar,Other,Other,29762,589645
Texas,blanco,Hillary Clinton,Democratic,1244,5685
Texas,blanco,Donald Trump,Republican,4212,5685
Texas,blanco,Other,Other,229,5685
Texas,borden,Hillary Clinton,Democratic,31,365
Texas,borden,Donald Trump,Republican,330,365
Texas,borden,Other,Other,4,365
Texas,bosque,Hillary Clinton,Democratic,1278,7838
Texas,bosque,Donald Trump,Republican,6339,7838
Texas,bosque,Other,Other,221,7838
Texas,bowie,Hillary Clinton,Democratic,8838,34602
Texas,bowie,Donald Trump,Republican,24924,34602
Texas,bowie,Other,Other,840,34602
Texas,brazoria,Hillary Clinton,Democratic,43200,121181
Texas,brazoria,Donald Trump,Republican,72791,121181
Texas,brazoria,Other,Other,5190,121181
Texas,brazos,Hillary Clinton,Democratic,23121,67211
Texas,brazos,Donald Trump,Republican,38738,67211
Texas,brazos,Other,Other,5352,67211
Texas,brewster,Hillary Clinton,Democratic,1873,4252
Texas,brewster,Donald Trump,Republican,2077,4252
Texas,brewster,Other,Other,302,4252
Texas,briscoe,Hillary Clinton,Democratic,91,736
Texas,briscoe,Donald Trump,Republican,625,736
Texas,briscoe,Other,Other,20,736
Texas,brooks,Hillary Clinton,Democratic,1937,2596
Texas,brooks,Donald Trump,Republican,613,2596
Texas,brooks,Other,Other,46,2596
Texas,brown,Hillary Clinton,Democratic,1621,14026
Texas,brown,Donald Trump,Republican,12017,14026
Texas,brown,Other,Other,388,14026
Texas,burleson,Hillary Clinton,Democratic,1491,6960
Texas,burleson,Donald Trump,Republican,5316,6960
Texas,burleson,Other,Other,153,6960
Texas,burnet,Hillary Clinton,Democratic,3797,19204
Texas,burnet,Donald Trump,Republican,14638,19204
Texas,burnet,Other,Other,769,19204
Texas,caldwell,Hillary Clinton,Democratic,4795,12092
Texas,caldwell,Donald Trump,Republican,6691,12092
Texas,caldwell,Other,Other,606,12092
Texas,calhoun,Hillary Clinton,Democratic,2118,6965
Texas,calhoun,Donald Trump,Republican,4638,6965
Texas,calhoun,Other,Other,209,6965
Texas,callahan,Hillary Clinton,Democratic,569,5579
Texas,callahan,Donald Trump,Republican,4865,5579
Texas,callahan,Other,Other,145,5579
Texas,cameron,Hillary Clinton,Democratic,59402,92079
Texas,cameron,Donald Trump,Republican,29472,92079
Texas,cameron,Other,Other,3205,92079
Texas,camp,Hillary Clinton,Democratic,1260,4542
Texas,camp,Donald Trump,Republican,3201,4542
Texas,camp,Other,Other,81,4542
Texas,carson,Hillary Clinton,Democratic,249,2964
Texas,carson,Donald Trump,Republican,2620,2964
Texas,carson,Other,Other,95,2964
Texas,cass,Hillary Clinton,Democratic,2391,12344
Texas,cass,Donald Trump,Republican,9726,12344
Texas,cass,Other,Other,227,12344
Texas,castro,Hillary Clinton,Democratic,526,1997
Texas,castro,Donald Trump,Republican,1414,1997
Texas,castro,Other,Other,57,1997
Texas,chambers,Hillary Clinton,Democratic,2948,16786
Texas,chambers,Donald Trump,Republican,13339,16786
Texas,chambers,Other,Other,499,16786
Texas,cherokee,Hillary Clinton,Democratic,3469,16790
Texas,cherokee,Donald Trump,Republican,12919,16790
Texas,cherokee,Other,Other,402,16790
Texas,childress,Hillary Clinton,Democratic,253,2084
Texas,childress,Donald Trump,Republican,1802,2084
Texas,childress,Other,Other,29,2084
Texas,clay,Hillary Clinton,Democratic,536,5018
Texas,clay,Donald Trump,Republican,4377,5018
Texas,clay,Other,Other,105,5018
Texas,cochran,Hillary Clinton,Democratic,190,901
Texas,cochran,Donald Trump,Republican,679,901
Texas,cochran,Other,Other,32,901
Texas,coke,Hillary Clinton,Democratic,140,1423
Texas,coke,Donald Trump,Republican,1265,1423
Texas,coke,Other,Other,18,1423
Texas,coleman,Hillary Clinton,Democratic,388,3643
Texas,coleman,Donald Trump,Republican,3177,3643
Texas,coleman,Other,Other,78,3643
Texas,collin,Hillary Clinton,Democratic,140624,361419
Texas,collin,Donald Trump,Republican,201014,361419
Texas,collin,Other,Other,19781,361419
Texas,collingsworth,Hillary Clinton,Democratic,145,1156
Texas,collingsworth,Donald Trump,Republican,983,1156
Texas,collingsworth,Other,Other,28,1156
Texas,colorado,Hillary Clinton,Democratic,1987,8513
Texas,colorado,Donald Trump,Republican,6325,8513
Texas,colorado,Other,Other,201,8513
Texas,comal,Hillary Clinton,Democratic,14238,62178
Texas,comal,Donald Trump,Republican,45136,62178
Texas,comal,Other,Other,2804,62178
Texas,comanche,Hillary Clinton,Democratic,789,5237
Texas,comanche,Donald Trump,Republican,4333,5237
Texas,comanche,Other,Other,115,5237
Texas,concho,Hillary Clinton,Democratic,148,1068
Texas,concho,Donald Trump,Republican,885,1068
Texas,concho,Other,Other,35,1068
Texas,cooke,Hillary Clinton,Democratic,2352,15955
Texas,cooke,Donald Trump,Republican,13181,15955
Texas,cooke,Other,Other,422,15955
Texas,coryell,Hillary Clinton,Democratic,5064,18253
Texas,coryell,Donald Trump,Republican,12225,18253
Texas,coryell,Other,Other,964,18253
Texas,cottle,Hillary Clinton,Democratic,92,612
Texas,cottle,Donald Trump,Republican,506,612
Texas,cottle,Other,Other,14,612
Texas,crane,Hillary Clinton,Democratic,299,1384
Texas,crane,Donald Trump,Republican,1049,1384
Texas,crane,Other,Other,36,1384
Texas,crockett,Hillary Clinton,Democratic,372,1395
Texas,crockett,Donald Trump,Republican,980,1395
Texas,crockett,Other,Other,43,1395
Texas,crosby,Hillary Clinton,Democratic,468,1728
Texas,crosby,Donald Trump,Republican,1181,1728
Texas,crosby,Other,Other,79,1728
Texas,culberson,Hillary Clinton,Democratic,454,767
Texas,culberson,Donald Trump,Republican,280,767
Texas,culberson,Other,Other,33,767
Texas,dallam,Hillary Clinton,Democratic,222,1544
Texas,dallam,Donald Trump,Republican,1261,1544
Texas,dallam,Other,Other,61,1544
Texas,dallas,Hillary Clinton,Democratic,461080,758973
Texas,dallas,Donald Trump,Republican,262945,758973
Texas,dallas,Other,Other,34948,758973
Texas,dawson,Hillary Clinton,Democratic,835,3563
Texas,dawson,Donald Trump,Republican,2636,3563
Texas,dawson,Other,Other,92,3563
Texas,deaf smith,Hillary Clinton,Democratic,1185,4216
Texas,deaf smith,Donald Trump,Republican,2911,4216
Texas,deaf smith,Other,Other,120,4216
Texas,delta,Hillary Clinton,Democratic,400,2281
Texas,delta,Donald Trump,Republican,1836,2281
Texas,delta,Other,Other,45,2281
Texas,denton,Hillary Clinton,Democratic,110890,298645
Texas,denton,Donald Trump,Republican,170603,298645
Texas,denton,Other,Other,17152,298645
Texas,dewitt,Hillary Clinton,Democratic,1163,6844
Texas,dewitt,Donald Trump,Republican,5519,6844
Texas,dewitt,Other,Other,162,6844
Texas,dickens,Hillary Clinton,Democratic,128,909
Texas,dickens,Donald Trump,Republican,755,909
Texas,dickens,Other,Other,26,909
Texas,dimmit,Hillary Clinton,Democratic,2173,3225
Texas,dimmit,Donald Trump,Republican,974,3225
Texas,dimmit,Other,Other,78,3225
Texas,donley,Hillary Clinton,Democratic,191,1465
Texas,donley,Donald Trump,Republican,1225,1465
Texas,donley,Other,Other,49,1465
Texas,duval,Hillary Clinton,Democratic,2783,4168
Texas,duval,Donald Trump,Republican,1316,4168
Texas,duval,Other,Other,69,4168
Texas,eastland,Hillary Clinton,Democratic,776,6963
Texas,eastland,Donald Trump,Republican,6011,6963
Texas,eastland,Other,Other,176,6963
Texas,ector,Hillary Clinton,Democratic,10249,36530
Texas,ector,Donald Trump,Republican,25020,36530
Texas,ector,Other,Other,1261,36530
Texas,edwards,Hillary Clinton,Democratic,303,1073
Texas,edwards,Donald Trump,Republican,746,1073
Texas,edwards,Other,Other,24,1073
Texas,ellis,Hillary Clinton,Democratic,16253,63673
Texas,ellis,Donald Trump,Republican,44941,63673
Texas,ellis,Other,Other,2479,63673
Texas,el paso,Hillary Clinton,Democratic,147843,214008
Texas,el paso,Donald Trump,Republican,55512,214008
Texas,el paso,Other,Other,10653,214008
Texas,erath,Hillary Clinton,Democratic,2160,13893
Texas,erath,Donald Trump,Republican,11210,13893
Texas,erath,Other,Other,523,13893
Texas,falls,Hillary Clinton,Democratic,1684,5248
Texas,falls,Donald Trump,Republican,3441,5248
Texas,falls,Other,Other,123,5248
Texas,fannin,Hillary Clinton,Democratic,2132,12044
Texas,fannin,Donald Trump,Republican,9548,12044
Texas,fannin,Other,Other,364,12044
Texas,fayette,Hillary Clinton,Democratic,2144,11174
Texas,fayette,Donald Trump,Republican,8743,11174
Texas,fayette,Other,Other,287,11174
Texas,fisher,Hillary Clinton,Democratic,403,1729
Texas,fisher,Donald Trump,Republican,1265,1729
Texas,fisher,Other,Other,61,1729
Texas,floyd,Hillary Clinton,Democratic,435,1959
Texas,floyd,Donald Trump,Republican,1474,1959
Texas,floyd,Other,Other,50,1959
Texas,foard,Hillary Clinton,Democratic,113,513
Texas,foard,Donald Trump,Republican,383,513
Texas,foard,Other,Other,17,513
Texas,fort bend,Hillary Clinton,Democratic,134686,262066
Texas,fort bend,Donald Trump,Republican,117291,262066
Texas,fort bend,Other,Other,10089,262066
Texas,franklin,Hillary Clinton,Democratic,665,4380
Texas,franklin,Donald Trump,Republican,3585,4380
Texas,franklin,Other,Other,130,4380
Texas,freestone,Hillary Clinton,Democratic,1471,7684
Texas,freestone,Donald Trump,Republican,6026,7684
Texas,freestone,Other,Other,187,7684
Texas,frio,Hillary Clinton,Democratic,2444,4400
Texas,frio,Donald Trump,Republican,1856,4400
Texas,frio,Other,Other,100,4400
Texas,gaines,Hillary Clinton,Democratic,597,4620
Texas,gaines,Donald Trump,Republican,3907,4620
Texas,gaines,Other,Other,116,4620
Texas,galveston,Hillary Clinton,Democratic,43658,122903
Texas,galveston,Donald Trump,Republican,73757,122903
Texas,galveston,Other,Other,5488,122903
Texas,garza,Hillary Clinton,Democratic,230,1484
Texas,garza,Donald Trump,Republican,1225,1484
Texas,garza,Other,Other,29,1484
Texas,gillespie,Hillary Clinton,Democratic,2288,13214
Texas,gillespie,Donald Trump,Republican,10446,13214
